Device: DAQ 3
Serial Number: 2109C4C
Channel Count: 8
Sample Count: 44336
Start Time: 7/5/2023 9:22:23.2 AM
Scan Rate: 2
Sample,Date/Time,TC24 (°C),TC27 (°C),TC19 (°C),TC20 (°C),TC45 (°C),TC43 (°C),TC31 (°C),TC25 (°C)
0,7/5/2023 9:22:23.2 AM,-9999.000,29.744,30.791,50.168,97.581,62.184,30.317,30.294
1,7/5/2023 9:22:23.7 AM,-9999.000,29.715,30.879,50.139,97.710,62.313,30.302,30.294
2,7/5/2023 9:22:24.2 AM,-9999.000,29.774,30.923,50.125,97.710,62.399,30.288,30.279
3,7/5/2023 9:22:24.7 AM,-9999.000,29.774,30.923,50.197,97.883,62.514,30.332,30.367
4,7/5/2023 9:22:25.2 AM,-9999.000,29.730,30.762,50.110,98.027,62.514,30.332,30.353
5,7/5/2023 9:22:25.7 AM,-9999.000,29.759,30.879,50.110,98.171,62.571,30.229,30.309
6,7/5/2023 9:22:26.2 AM,-9999.000,29.788,30.835,50.110,98.315,62.672,30.317,30.309
7,7/5/2023 9:22:26.7 AM,-9999.000,29.686,30.820,50.139,98.315,62.801,30.229,30.426
8,7/5/2023 9:22:27.2 AM,-9999.000,29.679,30.814,50.133,98.401,62.873,30.200,30.294
9,7/5/2023 9:22:27.7 AM,-9999.000,29.679,30.917,50.148,98.559,62.873,30.200,30.382
10,7/5/2023 9:22:28.2 AM,-9999.000,29.826,30.858,50.148,98.819,63.102,30.273,30.279
11,7/5/2023 9:22:28.7 AM,-9999.000,29.811,30.902,50.119,98.905,63.059,30.258,30.279
12,7/5/2023 9:22:29.2 AM,-9999.000,29.797,30.770,50.162,98.905,63.160,30.214,30.367
13,7/5/2023 9:22:29.7 AM,-9999.000,29.797,30.770,50.162,99.020,63.289,30.258,30.397
14,7/5/2023 9:22:30.2 AM,-9999.000,29.767,30.858,50.133,99.150,63.289,30.258,30.353
15,7/5/2023 9:22:30.7 AM,-9999.000,29.782,30.829,50.133,99.395,63.403,30.317,30.367
16,7/5/2023 9:22:31.2 AM,-9999.000,29.753,30.829,50.263,99.395,63.475,30.214,30.367
17,7/5/2023 9:22:31.7 AM,-9999.000,29.782,30.829,50.191,99.467,63.547,30.302,30.353
18,7/5/2023 9:22:32.2 AM,-9999.000,29.782,30.770,50.205,99.683,63.661,30.302,30.338
19,7/5/2023 9:22:32.7 AM,-9999.000,29.767,30.917,50.104,99.899,63.661,30.273,30.323
20,7/5/2023 9:22:33.2 AM,-9999.000,29.797,30.785,50.104,99.928,63.690,30.302,30.411
21,7/5/2023 9:22:33.7 AM,-9999.000,29.797,30.873,50.148,99.928,63.790,30.346,30.411
22,7/5/2023 9:22:34.2 AM,-9999.000,29.753,30.873,50.104,100.123,63.985,30.296,30.170
23,7/5/2023 9:22:34.7 AM,-9999.000,29.753,30.931,50.119,100.339,63.999,30.296,30.302
24,7/5/2023 9:22:35.2 AM,-9999.000,29.826,30.873,50.119,100.454,63.999,30.311,30.302
25,7/5/2023 9:22:35.7 AM,-9999.000,29.723,30.843,50.119,100.584,64.085,30.252,30.346
26,7/5/2023 9:22:36.2 AM,-9999.000,29.811,30.873,50.148,100.584,64.243,30.325,30.346
27,7/5/2023 9:22:36.7 AM,-9999.000,29.709,30.873,50.176,100.800,64.243,30.252,30.376
28,7/5/2023 9:22:37.2 AM,-9999.000,29.702,30.896,50.112,100.901,64.257,30.252,30.390
29,7/5/2023 9:22:37.7 AM,-9999.000,29.673,30.910,50.112,101.031,64.257,30.252,30.273
30,7/5/2023 9:22:38.2 AM,-9999.000,29.790,30.808,50.112,101.255,64.423,30.290,30.296
31,7/5/2023 9:22:38.7 AM,-9999.000,29.746,30.910,50.069,101.255,64.423,30.304,30.296
32,7/5/2023 9:22:39.2 AM,-9999.000,29.732,30.910,50.084,101.371,64.495,30.246,30.223
33,7/5/2023 9:22:39.7 AM,-9999.000,29.732,30.940,50.026,101.472,64.495,30.246,30.369
34,7/5/2023 9:22:40.2 AM,-9999.000,29.790,30.896,50.026,101.702,64.667,30.187,30.267
35,7/5/2023 9:22:40.7 AM,-9999.000,29.746,30.910,50.098,101.846,64.696,30.334,30.267
36,7/5/2023 9:22:41.2 AM,-9999.000,29.717,30.910,50.055,101.846,64.681,30.304,30.325
