Device: DAQ1
Serial Number: 2135CBB
Channel Count: 8
Sample Count: 22168
Start Time: 7/5/2023 9:22:23 AM
Scan Rate: 1
Sample,Date/Time,TC37 (°C),TC41 (°C),TC36 (°C),TC39 (°C),TC21 (°C),TC30 (°C),TC28 (°C),TC23 (°C)
0,7/5/2023 9:22:23 AM,881.056,141.758,31.408,66.032,33.329,41.405,31.059,32.180
1,7/5/2023 9:22:24 AM,879.419,143.359,31.372,66.384,33.446,41.478,31.220,32.165
2,7/5/2023 9:22:25 AM,876.687,144.711,31.381,66.937,33.519,41.609,31.426,32.180
3,7/5/2023 9:22:26 AM,873.535,145.405,31.366,67.309,33.570,42.138,32.004,32.230
4,7/5/2023 9:22:27 AM,873.831,146.794,31.322,67.839,33.526,42.313,32.356,32.347
5,7/5/2023 9:22:28 AM,871.479,147.386,31.307,68.112,33.561,42.319,32.406,32.398
6,7/5/2023 9:22:29 AM,869.624,148.784,31.301,68.206,33.620,42.522,32.421,32.515
7,7/5/2023 9:22:30 AM,865.198,150.033,31.248,68.298,33.547,42.246,32.538,32.295
8,7/5/2023 9:22:31 AM,862.462,150.723,31.316,68.564,33.641,42.296,32.310,32.492
9,7/5/2023 9:22:32 AM,860.021,151.975,31.324,68.644,33.691,42.288,32.301,32.513
10,7/5/2023 9:22:33 AM,858.355,152.671,31.324,68.730,33.706,42.346,32.199,32.586
11,7/5/2023 9:22:34 AM,857.000,153.887,31.412,68.844,33.662,41.924,32.331,32.645
12,7/5/2023 9:22:35 AM,852.087,154.456,31.389,69.008,33.770,41.684,32.410,32.651
13,7/5/2023 9:22:36 AM,850.189,155.613,31.345,69.667,33.747,41.879,32.402,32.789
14,7/5/2023 9:22:37 AM,848.371,156.762,31.351,69.959,33.768,41.827,32.349,32.737
15,7/5/2023 9:22:38 AM,846.130,157.304,31.404,69.925,33.745,41.659,32.282,32.890
16,7/5/2023 9:22:39 AM,844.138,158.409,31.381,70.418,33.877,41.804,32.238,32.963
17,7/5/2023 9:22:40 AM,841.700,158.973,31.336,70.833,33.854,41.505,32.128,32.955
18,7/5/2023 9:22:41 AM,840.914,160.153,31.387,71.126,33.664,41.316,32.215,32.984
19,7/5/2023 9:22:42 AM,837.662,161.199,31.364,71.375,33.708,41.534,32.113,33.130
20,7/5/2023 9:22:43 AM,834.847,161.660,31.422,71.461,33.649,41.025,32.259,33.160
21,7/5/2023 9:22:44 AM,835.220,162.841,31.399,71.625,33.802,40.712,32.412,33.239
22,7/5/2023 9:22:45 AM,832.494,163.242,31.443,71.811,33.626,40.872,32.573,33.283
23,7/5/2023 9:22:46 AM,831.132,164.313,31.458,72.398,33.714,40.901,32.500,33.312
24,7/5/2023 9:22:47 AM,827.662,165.324,31.473,72.384,33.860,40.755,32.691,33.415
25,7/5/2023 9:22:48 AM,824.670,165.777,31.420,72.676,33.846,40.450,32.940,33.415
26,7/5/2023 9:22:49 AM,824.012,166.863,31.435,73.206,33.750,40.573,33.195,33.480
27,7/5/2023 9:22:50 AM,822.074,167.271,31.427,73.312,33.779,40.471,33.429,33.626
28,7/5/2023 9:22:51 AM,820.511,168.283,31.559,73.398,33.823,40.529,34.176,33.641
29,7/5/2023 9:22:52 AM,818.049,168.736,31.609,73.805,33.808,40.398,34.366,33.729
30,7/5/2023 9:22:53 AM,815.801,169.749,31.492,74.120,33.873,40.768,34.986,33.808
31,7/5/2023 9:22:54 AM,814.109,170.627,31.550,74.106,33.902,40.608,35.191,33.910
32,7/5/2023 9:22:55 AM,810.936,171.259,31.513,74.141,33.917,40.666,35.381,34.013
33,7/5/2023 9:22:56 AM,810.447,172.115,31.534,74.548,33.969,40.791,35.258,34.094
34,7/5/2023 9:22:57 AM,806.927,172.598,31.584,74.697,33.875,40.552,35.135,34.117
35,7/5/2023 9:22:58 AM,806.570,173.513,31.620,75.133,33.919,40.203,35.208,34.191
36,7/5/2023 9:22:59 AM,804.917,174.473,31.538,75.525,33.860,39.955,35.500,34.264
37,7/5/2023 9:23:00 AM,800.974,174.905,31.640,75.554,33.904,40.013,35.661,34.308
38,7/5/2023 9:23:01 AM,801.140,175.865,31.588,75.531,33.846,40.144,35.515,34.425
39,7/5/2023 9:23:02 AM,799.395,176.238,31.588,75.689,33.913,40.007,35.494,34.491
40,7/5/2023 9:23:03 AM,798.689,177.168,31.653,75.996,33.965,40.234,35.429,34.529
41,7/5/2023 9:23:04 AM,796.850,178.069,31.571,76.274,33.863,40.568,35.166,34.573
42,7/5/2023 9:23:05 AM,793.815,178.472,31.571,76.446,33.915,40.271,34.867,34.757
43,7/5/2023 9:23:06 AM,795.601,179.381,31.615,76.431,33.973,40.271,34.487,34.844
44,7/5/2023 9:23:07 AM,793.335,179.784,31.615,76.489,33.980,40.292,34.318,34.924
45,7/5/2023 9:23:08 AM,791.289,180.589,31.483,76.732,33.900,40.140,34.034,34.874
46,7/5/2023 9:23:09 AM,789.026,180.932,31.733,76.818,33.944,40.140,34.004,34.976
47,7/5/2023 9:23:10 AM,785.576,181.901,31.630,76.875,33.988,40.082,33.741,35.049
48,7/5/2023 9:23:11 AM,784.090,182.713,31.636,76.939,33.929,39.878,33.682,35.239
49,7/5/2023 9:23:12 AM,781.744,183.071,31.710,77.110,33.892,39.506,33.440,35.245
50,7/5/2023 9:23:13 AM,780.325,183.861,31.666,77.554,33.810,39.905,33.417,35.369
51,7/5/2023 9:23:14 AM,777.605,184.189,31.607,77.955,33.848,39.273,33.542,35.406
52,7/5/2023 9:23:15 AM,778.777,185.054,31.680,78.113,33.898,39.104,33.856,35.500
53,7/5/2023 9:23:16 AM,776.694,185.755,31.754,78.413,33.934,38.834,34.038,35.550
54,7/5/2023 9:23:17 AM,774.106,186.143,31.710,78.485,33.883,38.901,34.485,35.763
55,7/5/2023 9:23:18 AM,775.531,186.867,31.718,78.693,33.875,39.009,34.360,35.740
56,7/5/2023 9:23:19 AM,773.709,187.299,31.718,78.937,33.934,39.009,34.257,35.886
57,7/5/2023 9:23:20 AM,771.319,188.024,31.697,79.332,33.978,39.533,34.155,35.930
58,7/5/2023 9:23:21 AM,770.201,188.748,31.691,79.469,34.007,39.722,34.257,36.032
59,7/5/2023 9:23:22 AM,766.817,189.174,31.655,79.821,34.051,39.664,34.272,36.178
60,7/5/2023 9:23:23 AM,767.235,189.905,31.655,80.078,33.948,39.562,34.740,36.149
61,7/5/2023 9:23:24 AM,765.143,190.322,31.655,80.136,33.925,39.452,34.775,36.272
62,7/5/2023 9:23:25 AM,764.062,191.038,31.728,80.150,33.881,39.335,34.907,36.404
63,7/5/2023 9:23:26 AM,760.841,191.389,31.737,80.172,33.779,39.437,34.775,36.521
64,7/5/2023 9:23:27 AM,760.273,192.143,31.687,80.166,33.823,39.539,34.834,36.564
65,7/5/2023 9:23:28 AM,758.126,192.829,31.701,80.352,33.829,39.531,34.723,36.702
66,7/5/2023 9:23:29 AM,756.750,193.268,31.796,80.487,33.850,39.566,34.656,36.810
67,7/5/2023 9:23:30 AM,756.067,193.858,31.731,80.725,33.938,39.450,34.920,36.854
68,7/5/2023 9:23:31 AM,754.001,194.297,31.752,80.817,33.909,39.246,35.080,37.000
69,7/5/2023 9:23:32 AM,752.418,194.952,31.693,80.989,33.967,39.130,35.475,37.059
70,7/5/2023 9:23:33 AM,750.707,195.564,31.752,81.032,34.040,39.348,35.680,37.263
71,7/5/2023 9:23:34 AM,749.924,195.900,31.701,81.069,34.011,39.333,36.045,37.365
72,7/5/2023 9:23:35 AM,748.409,196.639,31.783,81.492,34.032,39.209,36.358,37.400
73,7/5/2023 9:23:36 AM,746.346,197.003,31.745,81.455,33.965,39.259,36.437,37.494
74,7/5/2023 9:23:37 AM,745.649,197.665,31.722,81.705,34.001,39.134,36.516,37.632
75,7/5/2023 9:23:38 AM,743.064,198.157,31.825,82.163,33.963,38.499,36.727,37.711
76,7/5/2023 9:23:39 AM,740.452,198.589,31.737,82.493,33.971,38.464,36.560,37.821
77,7/5/2023 9:23:40 AM,742.396,199.147,31.772,82.571,34.022,38.178,36.201,37.959
