Device: DAQ 2
Serial Number: 2109C4B
Channel Count: 8
Sample Count: 22168
Start Time: 7/5/2023 9:22:23 AM
Scan Rate: 1
Sample,Date/Time,TC26 (°C),TC32 (°C),TC29 (°C),TC35 (°C),TC44 (°C),TC34 (°C),TC42 (°C),TC33 (°C)
0,7/5/2023 9:22:23 AM,32.167,34.295,30.180,117.657,94.520,122.977,161.853,62.841
1,7/5/2023 9:22:24 AM,32.173,34.389,30.099,119.162,95.001,123.800,162.766,62.847
2,7/5/2023 9:22:25 AM,32.232,34.404,30.290,119.891,95.142,123.682,163.225,62.960
3,7/5/2023 9:22:26 AM,32.261,34.477,30.231,121.435,95.516,124.090,164.266,62.787
4,7/5/2023 9:22:27 AM,32.180,34.571,30.281,122.871,95.831,124.731,164.724,62.656
5,7/5/2023 9:22:28 AM,32.194,34.498,30.399,123.659,96.153,124.679,165.727,62.749
6,7/5/2023 9:22:29 AM,32.171,34.724,30.390,125.199,96.562,125.386,166.076,62.740
7,7/5/2023 9:22:30 AM,32.186,34.782,30.420,125.740,96.739,126.926,167.181,62.888
8,7/5/2023 9:22:31 AM,32.222,34.759,30.485,127.223,97.076,127.034,167.991,62.966
9,7/5/2023 9:22:32 AM,32.272,34.999,30.432,128.517,97.298,127.348,168.488,63.101
10,7/5/2023 9:22:33 AM,32.205,34.991,30.380,129.212,97.693,127.223,169.507,63.136
11,7/5/2023 9:22:34 AM,32.146,35.152,30.468,130.413,97.843,127.726,169.915,63.214
12,7/5/2023 9:22:35 AM,32.211,35.304,30.401,131.182,98.145,128.517,170.734,63.286
13,7/5/2023 9:22:36 AM,32.249,35.283,30.439,132.437,98.569,128.494,171.396,63.450
14,7/5/2023 9:22:37 AM,32.176,35.444,30.424,133.230,98.670,128.406,171.962,63.579
15,7/5/2023 9:22:38 AM,32.196,35.582,30.430,134.469,98.956,128.579,172.734,63.677
16,7/5/2023 9:22:39 AM,32.211,35.611,30.474,135.586,99.092,129.274,173.158,63.927
17,7/5/2023 9:22:40 AM,32.261,35.807,30.422,136.371,99.510,129.933,173.918,63.941
18,7/5/2023 9:22:41 AM,32.261,35.764,30.378,137.548,99.783,129.919,174.767,64.056
19,7/5/2023 9:22:42 AM,32.217,35.997,30.304,138.122,99.913,129.274,175.229,64.027
20,7/5/2023 9:22:43 AM,32.159,36.041,30.363,139.359,100.166,129.341,176.012,64.007
21,7/5/2023 9:22:44 AM,32.188,36.173,30.392,140.596,100.353,130.293,176.370,63.863
22,7/5/2023 9:22:45 AM,32.217,36.246,30.363,141.244,100.648,130.505,177.196,63.913
23,7/5/2023 9:22:46 AM,32.136,36.354,30.457,142.416,100.922,130.783,177.583,64.113
24,7/5/2023 9:22:47 AM,32.238,36.544,30.325,142.947,101.029,131.112,178.588,64.220
25,7/5/2023 9:22:48 AM,32.238,36.719,30.340,144.171,101.317,131.508,179.468,64.292
26,7/5/2023 9:22:49 AM,32.253,36.880,30.267,145.338,101.482,131.675,180.085,64.255
27,7/5/2023 9:22:50 AM,32.215,36.959,30.317,145.817,101.649,131.654,180.630,64.249
28,7/5/2023 9:22:51 AM,32.295,37.155,30.411,146.946,101.814,132.292,180.950,64.312
29,7/5/2023 9:22:52 AM,32.236,37.242,30.323,147.537,102.131,132.585,181.770,64.369
30,7/5/2023 9:22:53 AM,32.222,37.374,30.323,148.646,102.345,133.317,182.841,64.410
31,7/5/2023 9:22:54 AM,32.287,37.584,30.344,149.141,102.488,134.254,183.033,64.609
32,7/5/2023 9:22:55 AM,32.308,37.678,30.395,150.272,102.675,134.930,183.450,64.666
33,7/5/2023 9:22:56 AM,32.299,37.845,30.372,151.477,102.840,135.127,183.859,64.873
34,7/5/2023 9:22:57 AM,32.291,38.026,30.437,151.943,103.092,134.752,184.358,64.965
35,7/5/2023 9:22:58 AM,32.297,38.076,30.428,153.001,103.271,134.846,184.648,64.972
36,7/5/2023 9:22:59 AM,32.268,38.324,30.399,153.579,103.349,134.838,185.191,65.121
37,7/5/2023 9:23:00 AM,32.297,38.411,30.443,154.691,103.578,135.071,185.875,65.219
38,7/5/2023 9:23:01 AM,32.253,38.659,30.502,155.803,103.622,135.365,186.218,65.248
39,7/5/2023 9:23:02 AM,32.341,38.738,30.493,156.328,103.873,135.885,186.597,65.369
40,7/5/2023 9:23:03 AM,32.172,38.942,30.390,157.373,104.205,136.885,186.746,65.484
41,7/5/2023 9:23:04 AM,32.339,39.094,30.397,157.922,104.176,137.709,187.282,65.742
42,7/5/2023 9:23:05 AM,32.339,39.312,30.323,159.006,104.407,137.930,187.775,65.756
43,7/5/2023 9:23:06 AM,32.383,39.502,30.455,160.075,104.552,138.474,188.088,65.899
44,7/5/2023 9:23:07 AM,32.310,39.618,30.529,160.684,104.667,138.916,188.729,65.914
45,7/5/2023 9:23:08 AM,32.368,39.851,30.485,161.605,104.797,139.416,189.012,66.143
46,7/5/2023 9:23:09 AM,32.324,40.099,30.455,162.155,104.919,139.570,189.988,66.178
47,7/5/2023 9:23:10 AM,32.301,40.163,30.418,163.440,105.179,139.717,190.793,66.264
48,7/5/2023 9:23:11 AM,32.331,40.352,30.521,164.094,105.171,140.328,191.231,66.442
49,7/5/2023 9:23:12 AM,32.352,40.489,30.453,165.528,105.350,139.804,191.849,66.577
50,7/5/2023 9:23:13 AM,32.308,40.853,30.512,166.912,105.435,140.302,192.264,66.819
51,7/5/2023 9:23:14 AM,32.264,40.999,30.497,167.566,105.737,140.300,192.769,66.917
52,7/5/2023 9:23:15 AM,32.299,41.165,30.607,168.734,105.887,140.601,192.925,67.109
53,7/5/2023 9:23:16 AM,32.335,41.404,30.539,169.484,106.009,141.492,193.438,67.373
54,7/5/2023 9:23:17 AM,32.291,41.534,30.451,170.824,106.145,141.410,193.668,67.566
55,7/5/2023 9:23:18 AM,32.350,41.840,30.598,172.210,106.362,141.646,193.936,67.752
56,7/5/2023 9:23:19 AM,32.335,41.956,30.422,172.865,106.484,142.153,194.583,67.930
57,7/5/2023 9:23:20 AM,32.423,42.217,30.481,174.042,106.620,142.263,194.828,68.137
58,7/5/2023 9:23:21 AM,32.312,42.413,30.414,174.838,106.627,142.800,195.326,68.286
59,7/5/2023 9:23:22 AM,32.356,42.587,30.502,176.090,106.850,142.733,195.750,68.421
60,7/5/2023 9:23:23 AM,32.406,42.898,30.464,177.437,106.908,142.748,195.989,68.378
61,7/5/2023 9:23:24 AM,32.412,42.977,30.558,178.100,107.052,143.161,196.406,68.378
62,7/5/2023 9:23:25 AM,32.375,43.288,30.579,179.194,107.036,143.247,196.717,68.605
63,7/5/2023 9:23:26 AM,32.375,43.520,30.506,179.820,107.178,143.835,197.311,68.646
64,7/5/2023 9:23:27 AM,32.322,43.657,30.615,180.900,107.399,144.164,198.015,68.937
65,7/5/2023 9:23:28 AM,32.308,44.049,30.644,181.959,107.441,144.457,198.520,69.207
66,7/5/2023 9:23:29 AM,32.417,44.142,30.651,182.412,107.521,144.554,199.318,69.272
67,7/5/2023 9:23:30 AM,32.467,44.366,30.510,183.537,107.497,144.470,199.575,69.434
68,7/5/2023 9:23:31 AM,32.467,44.685,30.584,184.059,107.670,144.839,200.126,69.563
69,7/5/2023 9:23:32 AM,32.408,44.873,30.657,184.983,107.842,144.645,200.482,69.690
70,7/5/2023 9:23:33 AM,32.467,45.134,30.584,185.431,107.933,144.354,201.156,69.995
71,7/5/2023 9:23:34 AM,32.444,45.271,30.561,186.600,108.098,144.523,201.654,70.101
72,7/5/2023 9:23:35 AM,32.438,45.511,30.672,187.548,108.133,145.341,201.988,70.265
73,7/5/2023 9:23:36 AM,32.379,45.728,30.598,188.100,108.212,145.348,202.545,70.300
74,7/5/2023 9:23:37 AM,32.385,45.966,30.619,189.150,108.261,145.664,202.820,70.678
75,7/5/2023 9:23:38 AM,32.501,46.225,30.632,189.625,108.456,145.419,203.168,70.756
76,7/5/2023 9:23:39 AM,32.413,46.398,30.558,190.743,108.590,145.557,203.798,70.903
77,7/5/2023 9:23:40 AM,32.478,46.665,30.624,191.778,108.700,146.023,203.955,71.126
78,7/5/2023 9:23:41 AM,32.513,46.831,30.762,192.351,108.754,145.694,204.814,71.280
79,7/5/2023 9:23:42 AM,32.475,47.257,30.665,193.371,108.795,146.076,205.095,71.478
80,7/5/2023 9:23:43 AM,32.482,47.494,30.657,193.736,109.047,146.614,205.354,71.513
81,7/5/2023 9:23:44 AM,32.505,47.676,30.621,194.653,109.167,147.091,205.924,71.560
82,7/5/2023 9:23:45 AM,32.482,47.914,30.716,195.628,109.217,147.319,206.466,71.795
83,7/5/2023 9:23:46 AM,32.511,48.058,30.760,196.239,109.339,147.473,207.186,71.830
84,7/5/2023 9:23:47 AM,32.540,48.333,30.716,197.134,109.347,147.925,207.418,72.024
85,7/5/2023 9:23:48 AM,32.438,48.695,30.745,197.566,109.469,148.139,208.153,72.174
86,7/5/2023 9:23:49 AM,32.459,48.889,30.722,198.570,109.635,148.426,208.487,72.366
87,7/5/2023 9:23:50 AM,32.429,49.235,30.678,199.002,109.639,148.771,208.952,72.613
88,7/5/2023 9:23:51 AM,32.532,49.351,30.693,199.941,109.763,149.119,209.525,72.707
89,7/5/2023 9:23:52 AM,32.582,49.617,30.728,200.826,109.827,149.170,209.725,72.842
90,7/5/2023 9:23:53 AM,32.603,49.898,30.749,201.458,109.949,149.339,210.772,73.035
91,7/5/2023 9:23:54 AM,32.469,50.199,30.791,202.334,109.947,150.003,211.082,73.133
92,7/5/2023 9:23:55 AM,32.584,50.587,30.789,202.704,110.041,149.906,211.638,73.211
93,7/5/2023 9:23:56 AM,32.568,50.715,30.743,203.566,110.154,149.622,212.111,73.323
94,7/5/2023 9:23:57 AM,32.538,50.960,30.802,204.429,110.245,149.612,212.324,73.571
95,7/5/2023 9:23:58 AM,32.641,51.191,30.875,204.831,110.223,149.781,213.073,73.749
96,7/5/2023 9:23:59 AM,32.603,51.500,30.852,205.760,110.368,150.195,213.682,73.935
97,7/5/2023 9:24:00 AM,32.654,51.954,30.888,206.138,110.434,150.574,213.972,74.014
98,7/5/2023 9:24:01 AM,32.624,51.954,30.917,206.853,110.585,150.846,214.276,74.264
99,7/5/2023 9:24:02 AM,32.587,52.378,30.865,207.573,110.570,151.498,214.498,74.522
100,7/5/2023 9:24:03 AM,32.551,52.545,30.873,207.998,110.651,151.595,214.878,74.515
101,7/5/2023 9:24:04 AM,32.551,52.891,30.976,208.578,110.674,152.107,215.198,74.767
102,7/5/2023 9:24:05 AM,32.580,53.035,31.020,208.875,110.798,152.412,215.949,74.904
103,7/5/2023 9:24:06 AM,32.639,53.496,30.873,209.425,110.769,152.753,216.201,74.875
104,7/5/2023 9:24:07 AM,32.557,53.762,30.894,209.670,110.900,152.782,216.572,74.818
105,7/5/2023 9:24:08 AM,32.652,53.926,30.959,210.196,110.941,153.076,217.238,74.959
106,7/5/2023 9:24:09 AM,32.629,54.221,31.156,210.812,111.069,153.356,217.488,74.943
107,7/5/2023 9:24:10 AM,32.635,54.601,31.031,211.012,111.214,153.697,217.829,74.642
108,7/5/2023 9:24:11 AM,32.765,54.945,31.029,211.753,111.272,153.993,218.037,74.256
109,7/5/2023 9:24:12 AM,32.750,55.276,31.073,212.169,111.365,154.370,218.577,73.961
110,7/5/2023 9:24:13 AM,32.624,55.455,31.094,213.007,111.407,154.338,219.064,74.131
111,7/5/2023 9:24:14 AM,32.710,55.856,31.033,213.911,111.405,154.751,219.255,73.929
112,7/5/2023 9:24:15 AM,32.652,56.029,30.989,214.371,111.598,155.022,219.763,74.033
113,7/5/2023 9:24:16 AM,32.702,56.322,31.024,215.180,111.676,155.370,220.051,74.182
114,7/5/2023 9:24:17 AM,32.641,56.738,31.081,215.534,111.689,155.442,220.538,74.395
115,7/5/2023 9:24:18 AM,32.639,56.966,31.064,216.526,111.703,155.605,220.924,74.295
116,7/5/2023 9:24:19 AM,32.719,57.403,31.071,217.393,111.753,156.116,221.330,74.458
117,7/5/2023 9:24:20 AM,32.752,57.594,31.148,217.902,111.917,156.283,221.972,74.620
118,7/5/2023 9:24:21 AM,32.679,58.011,31.134,218.688,112.045,156.682,222.340,74.775
119,7/5/2023 9:24:22 AM,32.838,58.239,31.087,219.175,112.095,156.866,222.865,74.810
120,7/5/2023 9:24:23 AM,32.798,58.703,31.165,220.054,112.203,157.065,222.886,74.544
121,7/5/2023 9:24:24 AM,32.769,59.091,31.209,220.884,112.261,157.154,223.582,74.544
122,7/5/2023 9:24:25 AM,32.847,59.368,31.301,221.377,112.412,156.968,224.077,74.679
123,7/5/2023 9:24:26 AM,32.838,59.762,31.293,222.332,112.453,157.352,224.193,74.749
124,7/5/2023 9:24:27 AM,32.803,59.857,31.287,222.755,112.584,157.515,224.563,74.892
125,7/5/2023 9:24:28 AM,32.947,60.099,31.343,223.508,112.677,157.877,224.910,75.070
126,7/5/2023 9:24:29 AM,32.880,60.249,31.364,223.855,112.719,158.142,225.233,75.039
127,7/5/2023 9:24:30 AM,32.868,60.437,31.249,224.820,112.826,158.609,225.654,75.031
128,7/5/2023 9:24:31 AM,32.836,60.809,31.379,225.572,112.940,159.290,226.051,74.771
129,7/5/2023 9:24:32 AM,32.845,60.989,31.299,225.965,112.961,159.400,226.294,74.663
130,7/5/2023 9:24:33 AM,32.868,61.414,31.249,226.920,113.084,159.407,226.715,74.655
131,7/5/2023 9:24:34 AM,32.868,61.658,31.352,227.334,113.046,159.398,227.224,74.547
