Time,Data
2023-09-27T09:40:00,287.4
2023-09-27T09:42:00,342.0
2023-09-27T09:44:00,354.0
2023-09-27T09:46:00,341.0
2023-09-27T09:48:00,340.1
2023-09-27T09:50:00,341.0
2023-09-27T09:52:00,329.0
2023-09-27T09:54:00,329.2
2023-09-27T09:56:00,340.0
2023-09-27T09:58:00,340.4
2023-09-27T10:00:00,344.4
2023-09-27T10:02:00,403.0
2023-09-27T10:04:00,404.0
2023-09-27T10:06:00,388.0
2023-09-27T10:08:00,368.0
2023-09-27T10:10:00,350.0
2023-09-27T10:12:00,354.3
2023-09-27T10:14:00,363.4
2023-09-27T10:16:00,400.1
2023-09-27T10:18:00,540.0
2023-09-27T10:20:00,582.0
2023-09-27T10:22:00,556.0
2023-09-27T10:24:00,567.1
2023-09-27T10:26:00,424.0
2023-09-27T10:28:00,683.2
2023-09-27T10:30:00,645.0
2023-09-27T10:32:00,615.3
2023-09-27T10:34:00,616.0
2023-09-27T10:36:00,571.3
2023-09-27T10:38:00,477.0
2023-09-27T10:40:00,452.0
2023-09-27T10:42:00,401.0
2023-09-27T10:44:00,394.0
2023-09-27T10:46:00,383.0
2023-09-27T10:48:00,404.0
2023-09-27T10:50:00,442.0
2023-09-27T10:52:00,443.0
2023-09-27T10:54:00,426.1
2023-09-27T10:56:00,527.0
2023-09-27T10:58:00,532.2
2023-09-27T11:00:00,579.0
2023-09-27T11:02:00,667.0
2023-09-27T11:04:00,747.0
2023-09-27T11:06:00,789.0
2023-09-27T11:08:00,777.2
2023-09-27T11:10:00,622.1
2023-09-27T11:12:00,760.0
2023-09-27T11:14:00,715.0
2023-09-27T11:16:00,678.4
2023-09-27T11:18:00,577.0
2023-09-27T11:20:00,506.2
2023-09-27T11:22:00,508.1
2023-09-27T11:24:00,520.0
2023-09-27T11:26:00,603.0
2023-09-27T11:28:00,643.0
2023-09-27T11:30:00,615.0
2023-09-27T11:32:00,619.0
2023-09-27T11:34:00,620.3
2023-09-27T11:36:00,581.2
2023-09-27T11:38:00,458.0
2023-09-27T11:40:00,685.1
2023-09-27T11:42:00,434.4
2023-09-27T11:44:00,623.0
2023-09-27T11:46:00,764.0
2023-09-27T11:48:00,786.0
2023-09-27T11:50:00,1000.0
2023-09-27T11:52:00,883.1
2023-09-27T11:54:00,625.0
2023-09-27T11:56:00,781.1
2023-09-27T11:58:00,595.3
2023-09-27T12:00:00,526.0
2023-09-27T12:02:00,497.0
2023-09-27T12:04:00,473.0
2023-09-27T12:06:00,462.3
2023-09-27T12:08:00,455.0
2023-09-27T12:10:00,453.2
2023-09-27T12:12:00,614.3
2023-09-27T12:14:00,534.0
2023-09-27T12:16:00,490.0
2023-09-27T12:18:00,525.0
2023-09-27T12:20:00,560.1
2023-09-27T12:22:00,617.0
2023-09-27T12:24:00,547.0
2023-09-27T12:26:00,521.0
2023-09-27T12:28:00,625.0
2023-09-27T12:30:00,443.0
2023-09-27T12:32:00,414.0
2023-09-27T12:34:00,408.4
2023-09-27T12:36:00,379.0
2023-09-27T12:38:00,371.4
2023-09-27T12:40:00,352.1
2023-09-27T12:42:00,338.0
2023-09-27T12:44:00,339.0
2023-09-27T12:46:00,340.0
2023-09-27T12:48:00,343.3
2023-09-27T12:50:00,348.0
2023-09-27T12:52:00,354.2
2023-09-27T12:54:00,364.0
2023-09-27T12:56:00,400.0
2023-09-27T12:58:00,767.0
2023-09-27T13:00:00,482.2
2023-09-27T13:02:00,458.0
2023-09-27T13:04:00,544.0
2023-09-27T13:06:00,495.1
2023-09-27T13:08:00,652.0
2023-09-27T13:10:00,480.0
2023-09-27T13:12:00,489.0
2023-09-27T13:14:00,601.0
2023-09-27T13:16:00,498.0
2023-09-27T13:18:00,558.0
2023-09-27T13:20:00,648.4
2023-09-27T13:22:00,657.0
2023-09-27T13:24:00,570.4
2023-09-27T13:26:00,577.0
2023-09-27T13:28:00,557.1
2023-09-27T13:30:00,624.0
2023-09-27T13:32:00,749.1
2023-09-27T13:34:00,806.4
2023-09-27T13:36:00,908.2
2023-09-27T13:38:00,910.2
2023-09-27T13:40:00,558.0
2023-09-27T13:42:00,471.0
2023-09-27T13:44:00,440.0
2023-09-27T13:46:00,669.0
2023-09-27T13:48:00,524.0
2023-09-27T13:50:00,504.0
2023-09-27T13:52:00,592.3
2023-09-27T13:54:00,576.1
2023-09-27T13:56:00,714.0
2023-09-27T13:58:00,522.1
2023-09-27T14:00:00,479.0
2023-09-27T14:02:00,472.2
2023-09-27T14:04:00,593.0
2023-09-27T14:06:00,740.1
2023-09-27T14:08:00,1261.0
2023-09-27T14:10:00,1050.0
2023-09-27T14:12:00,465.4
2023-09-27T14:14:00,715.0
2023-09-27T14:16:00,535.0
2023-09-27T14:18:00,486.0
2023-09-27T14:20:00,443.1
2023-09-27T14:22:00,457.0
2023-09-27T14:24:00,451.0
2023-09-27T14:26:00,436.0
2023-09-27T14:28:00,443.0
2023-09-27T14:30:00,455.1
2023-09-27T14:32:00,473.0
2023-09-27T14:34:00,490.0
2023-09-27T14:36:00,507.0
2023-09-27T14:38:00,492.4
2023-09-27T14:40:00,495.0
2023-09-27T14:42:00,522.0
2023-09-27T14:44:00,530.1
2023-09-27T14:46:00,535.1
2023-09-27T14:48:00,542.0
2023-09-27T14:50:00,524.2
2023-09-27T14:52:00,489.3
2023-09-27T14:54:00,479.0
2023-09-27T14:56:00,486.2
2023-09-27T14:58:00,573.0
2023-09-27T15:00:00,546.0
2023-09-27T15:02:00,726.0
2023-09-27T15:04:00,545.0
2023-09-27T15:06:00,503.1
2023-09-27T15:08:00,481.0
2023-09-27T15:10:00,441.1
2023-09-27T15:12:00,523.0
2023-09-27T15:14:00,406.1
2023-09-27T15:16:00,418.2
2023-09-27T15:18:00,472.0
2023-09-27T15:20:00,520.2
2023-09-27T15:22:00,631.0
2023-09-27T15:24:00,464.0
2023-09-27T15:26:00,424.0
2023-09-27T15:28:00,419.2
2023-09-27T15:30:00,392.0
2023-09-27T15:32:00,434.0
2023-09-27T15:34:00,368.4
2023-09-27T15:36:00,335.4
2023-09-27T15:38:00,527.3
2023-09-27T15:40:00,698.2
2023-09-27T15:42:00,451.4
2023-09-27T15:44:00,394.1
2023-09-27T15:46:00,274.2
2023-09-27T15:48:00,292.3
2023-09-27T15:50:00,320.0
2023-09-27T15:52:00,353.0
2023-09-27T15:54:00,423.0
2023-09-27T15:56:00,468.0
2023-09-27T15:58:00,648.0
2023-09-27T16:00:00,531.0
2023-09-27T16:02:00,547.4
2023-09-27T16:04:00,553.2
2023-09-27T16:06:00,582.4
2023-09-27T16:08:00,346.0
2023-09-27T16:10:00,430.0
2023-09-27T16:12:00,497.4
2023-09-27T16:14:00,236.0
2023-09-27T16:16:00,215.0
2023-09-27T16:18:00,234.0
2023-09-27T16:20:00,329.0
2023-09-27T16:22:00,271.4
2023-09-27T16:24:00,269.2
2023-09-27T16:26:00,292.0
2023-09-27T16:28:00,284.0
2023-09-27T16:30:00,245.0
2023-09-27T16:32:00,297.0
2023-09-27T16:34:00,266.0
2023-09-27T16:36:00,218.0
2023-09-27T16:38:00,215.0
2023-09-27T16:40:00,227.0
2023-09-27T16:42:00,300.2
2023-09-27T16:44:00,269.0
2023-09-27T16:46:00,273.0
2023-09-27T16:48:00,249.2
2023-09-27T16:50:00,204.0
2023-09-27T16:52:00,187.0
2023-09-27T16:54:00,167.0
2023-09-27T16:56:00,158.1
2023-09-27T16:58:00,154.0
2023-09-27T17:00:00,149.4
2023-09-27T17:02:00,143.0
2023-09-27T17:04:00,132.4
2023-09-27T17:06:00,128.0
2023-09-27T17:08:00,121.0
2023-09-27T17:10:00,114.2
2023-09-27T17:12:00,109.4
2023-09-27T17:14:00,104.4
2023-09-27T17:16:02,96.13
2023-09-27T17:18:00,90.92
