Device: DAQ1
Serial Number: 2135CBB
Channel Count: 8
Sample Count: 406
Start Time: 7/6/2023 9:27:36 AM
Scan Rate: 1
Sample,Date/Time,TC37 (°C),TC41 (°C),TC36 (°C),TC39 (°C),TC21 (°C),TC30 (°C),TC28 (°C),TC23 (°C)
0,7/6/2023 9:27:36 AM,-9999.000,51.034,34.715,42.089,36.146,42.605,37.620,35.028
1,7/6/2023 9:27:37 AM,-9999.000,51.185,34.853,42.124,36.087,42.707,37.504,35.072
2,7/6/2023 9:27:38 AM,-9999.000,51.401,34.824,42.139,36.093,42.698,37.481,34.961
3,7/6/2023 9:27:39 AM,-9999.000,51.451,34.757,42.145,36.158,42.603,37.546,35.040
4,7/6/2023 9:27:40 AM,-9999.000,51.616,34.851,42.253,36.106,42.900,37.202,35.003
5,7/6/2023 9:27:41 AM,-9999.000,51.723,34.842,42.201,36.077,42.987,37.027,35.047
6,7/6/2023 9:27:42 AM,-9999.000,51.859,34.746,42.353,36.112,42.790,37.047,35.009
7,7/6/2023 9:27:43 AM,-9999.000,52.038,34.840,42.388,36.127,42.543,37.106,35.097
8,7/6/2023 9:27:44 AM,-9999.000,52.125,34.884,42.417,36.112,42.499,37.164,35.082
9,7/6/2023 9:27:45 AM,-9999.000,52.217,34.920,42.409,36.075,41.881,37.185,35.088
10,7/6/2023 9:27:46 AM,-9999.000,52.454,34.853,42.473,36.110,41.989,37.556,35.124
11,7/6/2023 9:27:47 AM,-9999.000,52.498,34.970,42.531,36.058,42.373,38.014,35.101
12,7/6/2023 9:27:48 AM,-9999.000,52.547,34.962,42.581,36.058,42.257,38.481,35.072
13,7/6/2023 9:27:49 AM,-9999.000,52.778,34.976,42.494,36.073,42.300,38.641,35.218
14,7/6/2023 9:27:50 AM,-9999.000,53.008,34.918,42.639,36.190,41.850,38.262,35.101
15,7/6/2023 9:27:51 AM,-9999.000,53.037,34.874,42.654,36.094,41.783,38.079,35.093
16,7/6/2023 9:27:52 AM,-9999.000,53.130,34.953,42.674,36.152,41.362,37.583,35.151
17,7/6/2023 9:27:53 AM,-9999.000,53.202,34.968,42.689,36.173,41.383,37.633,35.172
18,7/6/2023 9:27:54 AM,-9999.000,53.330,35.010,42.745,36.158,41.920,37.239,35.172
19,7/6/2023 9:27:55 AM,-9999.000,53.488,35.039,42.832,36.150,42.043,37.041,35.149
20,7/6/2023 9:27:56 AM,-9999.000,53.546,35.054,42.919,36.267,42.319,36.954,35.178
21,7/6/2023 9:27:57 AM,-9999.000,53.690,35.039,42.963,36.223,43.118,36.822,35.207
22,7/6/2023 9:27:58 AM,-9999.000,53.762,34.951,42.832,36.135,43.147,36.749,35.178
23,7/6/2023 9:27:59 AM,-9999.000,53.912,35.001,42.925,36.223,43.059,36.487,35.222
24,7/6/2023 9:28:00 AM,-9999.000,54.062,35.008,42.917,36.252,43.190,36.341,35.237
25,7/6/2023 9:28:01 AM,-9999.000,54.120,35.125,42.990,36.231,43.750,36.772,35.201
26,7/6/2023 9:28:02 AM,-9999.000,54.206,35.125,43.019,36.202,43.024,36.699,35.216
27,7/6/2023 9:28:03 AM,-9999.000,54.328,35.131,42.923,36.187,43.198,36.670,35.289
28,7/6/2023 9:28:04 AM,-9999.000,54.458,35.102,42.952,36.246,42.690,36.437,35.274
29,7/6/2023 9:28:05 AM,-9999.000,54.637,35.035,43.046,36.210,42.350,36.430,35.283
30,7/6/2023 9:28:06 AM,-9999.000,54.637,35.108,43.089,36.196,42.263,36.795,35.239
31,7/6/2023 9:28:07 AM,-9999.000,54.888,35.143,43.096,36.167,42.728,37.087,35.210
32,7/6/2023 9:28:08 AM,-9999.000,54.879,35.208,43.044,36.108,43.149,37.671,35.326
33,7/6/2023 9:28:09 AM,-9999.000,55.009,35.164,43.058,36.137,43.018,37.816,35.268
34,7/6/2023 9:28:10 AM,-9999.000,55.038,35.194,43.058,36.167,42.931,38.006,35.341
35,7/6/2023 9:28:11 AM,-9999.000,55.210,35.296,43.261,36.129,43.039,38.289,35.289
36,7/6/2023 9:28:12 AM,-9999.000,55.391,35.260,43.183,36.173,43.416,38.071,35.377
37,7/6/2023 9:28:13 AM,-9999.000,55.406,35.246,43.212,36.035,43.453,38.006,35.341
38,7/6/2023 9:28:14 AM,-9999.000,55.486,35.137,43.162,36.035,43.860,37.889,35.370
39,7/6/2023 9:28:15 AM,-9999.000,55.673,35.210,43.205,35.860,44.034,38.035,35.370
40,7/6/2023 9:28:16 AM,-9999.000,55.702,35.239,43.322,35.831,43.744,38.210,35.400
41,7/6/2023 9:28:17 AM,-9999.000,55.854,35.204,43.330,35.904,43.787,38.487,35.385
42,7/6/2023 9:28:18 AM,-9999.000,55.877,35.241,43.367,35.845,44.019,38.968,35.370
43,7/6/2023 9:28:19 AM,-9999.000,56.043,35.206,43.317,35.854,43.868,39.122,35.335
44,7/6/2023 9:28:20 AM,-9999.000,56.109,35.214,43.427,35.810,43.955,39.064,35.291
45,7/6/2023 9:28:21 AM,-9999.000,56.181,35.229,43.485,35.839,43.940,38.860,35.437
46,7/6/2023 9:28:22 AM,-9999.000,56.267,35.273,43.471,35.927,43.404,38.947,35.320
47,7/6/2023 9:28:23 AM,-9999.000,56.376,35.281,43.494,35.991,43.352,38.618,35.400
48,7/6/2023 9:28:24 AM,-9999.000,56.419,35.281,43.537,35.991,43.163,38.822,35.414
49,7/6/2023 9:28:25 AM,-9999.000,56.571,35.202,43.545,35.962,42.902,38.706,35.487
50,7/6/2023 9:28:26 AM,-9999.000,56.384,35.202,43.632,35.948,43.816,38.531,35.370
51,7/6/2023 9:28:27 AM,-9999.000,56.068,35.319,43.589,36.006,44.324,38.866,35.429
52,7/6/2023 9:28:28 AM,-9999.000,56.024,35.319,43.661,35.991,44.498,38.910,35.531
53,7/6/2023 9:28:29 AM,-9999.000,55.765,35.260,43.879,36.012,44.417,39.309,35.464
54,7/6/2023 9:28:30 AM,-9999.000,55.578,35.436,43.879,36.041,44.156,39.207,35.508
55,7/6/2023 9:28:31 AM,-9999.000,55.506,35.406,44.285,35.983,44.620,39.702,35.523
56,7/6/2023 9:28:32 AM,-9999.000,55.449,35.289,44.271,35.895,44.663,39.775,35.523
57,7/6/2023 9:28:33 AM,-9999.000,55.593,35.289,44.604,35.998,44.649,39.426,35.567
58,7/6/2023 9:28:34 AM,-9999.000,56.125,35.377,44.894,35.998,44.315,39.513,35.537
59,7/6/2023 9:28:35 AM,-9999.000,56.427,35.319,45.068,36.077,44.597,39.344,35.544
60,7/6/2023 9:28:36 AM,-9999.000,57.520,35.421,45.633,36.019,44.554,38.980,35.514
61,7/6/2023 9:28:37 AM,-9999.000,58.210,35.363,45.735,35.975,44.684,39.155,35.558
62,7/6/2023 9:28:38 AM,-9999.000,60.093,35.421,46.097,36.083,43.820,39.453,35.491
63,7/6/2023 9:28:39 AM,-9999.000,62.978,35.406,46.632,36.133,43.754,39.299,35.556
64,7/6/2023 9:28:40 AM,-9999.000,64.957,35.406,46.661,36.140,43.760,39.392,35.636
65,7/6/2023 9:28:41 AM,-9999.000,68.827,35.479,47.110,36.190,42.852,40.083,35.540
66,7/6/2023 9:28:42 AM,-9999.000,70.660,35.436,47.718,36.225,42.597,40.060,35.736
67,7/6/2023 9:28:43 AM,-9999.000,74.340,35.421,48.788,36.158,42.661,39.993,35.640
68,7/6/2023 9:28:44 AM,-9999.000,77.848,35.421,50.376,36.238,42.435,39.942,35.646
69,7/6/2023 9:28:45 AM,-9999.000,79.644,35.413,51.220,36.165,42.682,39.956,35.690
70,7/6/2023 9:28:46 AM,-9999.000,83.727,35.515,53.267,36.229,43.371,39.729,35.740
71,7/6/2023 9:28:47 AM,-9999.000,85.948,35.530,54.074,36.265,42.666,39.430,35.761
72,7/6/2023 9:28:48 AM,-9999.000,89.678,35.544,54.722,36.338,42.637,39.182,35.732
73,7/6/2023 9:28:49 AM,-9999.000,92.392,35.442,54.679,36.338,42.869,38.978,35.790
74,7/6/2023 9:28:50 AM,-9999.000,93.857,35.588,55.788,36.338,43.507,38.731,35.805
75,7/6/2023 9:28:51 AM,-9999.000,97.093,35.609,58.181,36.411,44.059,38.512,35.790
76,7/6/2023 9:28:52 AM,-9999.000,98.352,35.580,60.092,36.323,44.291,38.498,35.819
77,7/6/2023 9:28:53 AM,-9999.000,101.494,35.550,63.579,36.411,43.986,38.119,35.907
