Device: DAQ1
Serial Number: 2135CBB
Channel Count: 8
Sample Count: 6874
Start Time: 7/8/2023 8:43:11 AM
Scan Rate: 1
Sample,Date/Time,TC37 (°C),TC41 (°C),TC36 (°C),TC39 (°C),TC21 (°C),TC30 (°C),TC28 (°C),TC23 (°C)
0,7/8/2023 8:43:11 AM,-9999.000,198.253,26.570,159.826,11.911,-5.139,-5.755,-7.163
1,7/8/2023 8:43:12 AM,-9999.000,199.796,26.504,161.023,12.283,-5.352,-5.740,-6.934
2,7/8/2023 8:43:13 AM,-9999.000,200.526,26.445,161.632,12.298,-5.413,-5.877,-6.949
3,7/8/2023 8:43:14 AM,-9999.000,202.039,26.498,162.785,12.418,-5.413,-5.892,-6.980
4,7/8/2023 8:43:15 AM,-9999.000,203.573,26.498,163.305,12.418,-5.443,-5.908,-6.949
5,7/8/2023 8:43:16 AM,-9999.000,204.430,26.536,164.399,12.582,-5.352,-6.197,-6.919
6,7/8/2023 8:43:17 AM,-9999.000,205.770,26.433,165.366,12.656,-5.489,-6.258,-6.934
7,7/8/2023 8:43:18 AM,-9999.000,206.543,26.536,165.931,12.626,-5.580,-5.816,-6.873
8,7/8/2023 8:43:19 AM,-9999.000,208.001,26.580,166.869,12.432,-5.565,-5.770,-6.736
9,7/8/2023 8:43:20 AM,-9999.000,208.819,26.580,167.419,12.507,-5.276,-5.770,-6.873
10,7/8/2023 8:43:21 AM,-9999.000,210.187,26.551,168.357,12.462,-5.276,-5.892,-6.781
11,7/8/2023 8:43:22 AM,-9999.000,211.561,26.527,169.405,12.313,-5.047,-6.045,-6.781
12,7/8/2023 8:43:23 AM,-9999.000,212.378,26.542,169.822,12.537,-5.321,-6.167,-6.705
13,7/8/2023 8:43:24 AM,-9999.000,213.722,26.593,170.856,12.403,-5.443,-6.060,-6.720
14,7/8/2023 8:43:25 AM,-9999.000,214.553,26.548,171.228,12.418,-5.580,-6.060,-6.583
15,7/8/2023 8:43:26 AM,-9999.000,215.955,26.525,172.292,12.149,-5.748,-5.999,-6.537
16,7/8/2023 8:43:27 AM,-9999.000,217.410,26.481,173.067,12.149,-5.519,-5.816,-6.568
17,7/8/2023 8:43:28 AM,-9999.000,218.048,26.584,173.484,11.926,-5.489,-5.694,-6.583
18,7/8/2023 8:43:29 AM,-9999.000,219.472,26.570,174.408,11.941,-5.580,-5.816,-6.369
19,7/8/2023 8:43:30 AM,-9999.000,220.213,26.555,174.780,11.970,-5.565,-6.060,-6.507
20,7/8/2023 8:43:31 AM,-9999.000,221.665,26.466,175.659,11.866,-5.656,-5.877,-6.430
21,7/8/2023 8:43:32 AM,-9999.000,222.910,26.525,176.092,11.806,-5.702,-5.755,-6.415
22,7/8/2023 8:43:33 AM,-9999.000,223.568,26.561,176.843,11.672,-5.519,-5.740,-6.354
23,7/8/2023 8:43:34 AM,-9999.000,224.856,26.576,177.603,11.642,-5.154,-5.801,-6.369
24,7/8/2023 8:43:35 AM,-9999.000,225.433,26.561,178.110,11.598,-5.352,-5.847,-6.293
25,7/8/2023 8:43:36 AM,-9999.000,226.668,26.626,178.832,11.657,-5.580,-5.831,-6.156
26,7/8/2023 8:43:37 AM,-9999.000,227.836,26.626,179.175,11.523,-5.596,-5.801,-6.110
27,7/8/2023 8:43:38 AM,-9999.000,228.471,26.567,179.905,13.297,-5.748,-5.953,-6.110
28,7/8/2023 8:43:39 AM,-9999.000,229.734,26.618,180.687,13.118,-5.870,-6.121,-6.080
29,7/8/2023 8:43:40 AM,-9999.000,230.184,26.654,181.051,13.118,-5.458,-6.197,-6.049
30,7/8/2023 8:43:41 AM,-9999.000,231.372,26.586,181.803,12.865,-5.352,-6.182,-5.988
31,7/8/2023 8:43:42 AM,-9999.000,231.962,26.586,182.131,12.611,-5.139,-6.228,-6.034
32,7/8/2023 8:43:43 AM,-9999.000,233.379,26.616,182.996,12.582,-5.154,-6.274,-5.836
33,7/8/2023 8:43:44 AM,-9999.000,234.610,26.593,183.539,12.522,-5.032,-6.045,-5.790
34,7/8/2023 8:43:45 AM,-9999.000,235.280,26.658,183.889,12.537,-5.169,-6.167,-5.744
35,7/8/2023 8:43:46 AM,-9999.000,236.400,26.643,184.515,12.522,-5.139,-6.152,-5.790
36,7/8/2023 8:43:47 AM,-9999.000,236.893,26.650,184.924,15.083,-5.017,-6.274,-5.805
37,7/8/2023 8:43:48 AM,-9999.000,238.019,26.671,185.735,14.012,-4.956,-5.999,-5.668
38,7/8/2023 8:43:49 AM,-9999.000,239.182,26.567,186.123,13.192,-5.063,-6.136,-5.592
39,7/8/2023 8:43:50 AM,-9999.000,239.815,26.597,186.809,11.612,-5.139,-5.999,-5.470
40,7/8/2023 8:43:51 AM,-9999.000,241.124,26.641,187.316,12.358,-5.154,-5.938,-5.455
41,7/8/2023 8:43:52 AM,-9999.000,241.696,26.668,187.612,12.507,-5.154,-6.091,-5.501
