Device: DAQ 3
Serial Number: 2109C4C
Channel Count: 8
Sample Count: 13748
Start Time: 7/8/2023 8:43:11.9 AM
Scan Rate: 2
Sample,Date/Time,TC24 (°C),TC27 (°C),TC19 (°C),TC20 (°C),TC45 (°C),TC43 (°C),TC31 (°C),TC25 (°C)
0,7/8/2023 8:43:11.9 AM,-342350102528.000,26.314,27.056,45.236,151.833,110.388,26.591,26.333
1,7/8/2023 8:43:12.4 AM,-342923935744.000,26.314,27.056,45.207,151.820,110.766,26.549,26.438
2,7/8/2023 8:43:12.9 AM,-343084498944.000,26.300,27.026,45.149,152.235,111.245,26.549,26.438
3,7/8/2023 8:43:13.4 AM,-343392944128.000,26.323,27.020,45.143,152.738,111.245,26.564,26.409
4,7/8/2023 8:43:13.9 AM,-343392944128.000,26.308,27.049,45.143,153.271,111.766,26.564,26.394
5,7/8/2023 8:43:14.4 AM,-343567171584.000,26.300,26.967,45.120,153.709,112.253,26.469,26.358
6,7/8/2023 8:43:14.9 AM,-343544266752.000,26.300,26.967,45.178,153.709,112.732,26.499,26.461
7,7/8/2023 8:43:15.4 AM,-343649386496.000,26.394,27.047,45.184,154.199,113.152,26.528,26.461
8,7/8/2023 8:43:15.9 AM,-343649386496.000,26.335,27.033,45.257,154.688,113.152,26.572,26.358
9,7/8/2023 8:43:16.4 AM,-343659413504.000,26.329,27.070,45.250,155.132,113.559,26.572,26.270
10,7/8/2023 8:43:16.9 AM,-343498260480.000,26.300,26.982,45.178,155.562,114.037,26.646,26.358
11,7/8/2023 8:43:17.4 AM,-343820533760.000,26.300,26.982,45.163,155.562,114.444,26.587,26.358
12,7/8/2023 8:43:17.9 AM,-344165580800.000,26.300,26.997,45.250,156.052,114.909,26.558,26.329
13,7/8/2023 8:43:18.4 AM,-344165580800.000,26.359,27.012,45.250,156.505,114.902,26.610,26.352
14,7/8/2023 8:43:18.9 AM,-341594177536.000,26.285,27.041,45.192,157.024,115.338,26.610,26.337
15,7/8/2023 8:43:19.4 AM,-342648258560.000,26.314,27.100,45.221,157.024,115.643,26.566,26.381
16,7/8/2023 8:43:19.9 AM,-342602645504.000,26.314,27.100,45.294,157.499,116.195,26.566,26.381
17,7/8/2023 8:43:20.4 AM,-343107764224.000,26.226,27.085,45.221,157.914,116.631,26.537,26.381
18,7/8/2023 8:43:20.9 AM,-343107764224.000,26.300,27.041,45.221,158.419,116.631,26.581,26.352
19,7/8/2023 8:43:21.4 AM,-341685927936.000,26.314,27.070,45.250,158.953,116.951,26.581,26.352
20,7/8/2023 8:43:21.9 AM,-342350102528.000,26.388,27.085,45.265,158.953,117.373,26.492,26.440
21,7/8/2023 8:43:22.4 AM,-342717005824.000,26.388,27.085,45.207,159.361,117.786,26.558,26.446
22,7/8/2023 8:43:22.9 AM,-342946873344.000,26.373,27.041,45.207,159.865,118.310,26.631,26.432
23,7/8/2023 8:43:23.4 AM,-342936846336.000,26.365,27.091,45.213,160.266,118.310,26.587,26.358
24,7/8/2023 8:43:23.9 AM,-343741300736.000,26.306,26.988,45.112,160.741,118.572,26.587,26.358
25,7/8/2023 8:43:24.4 AM,-343741300736.000,26.306,27.047,45.199,160.741,118.980,26.558,26.446
26,7/8/2023 8:43:24.9 AM,-344247861248.000,26.380,27.047,45.242,161.157,119.402,26.617,26.446
27,7/8/2023 8:43:25.4 AM,-344708939776.000,26.335,27.195,45.242,161.633,119.751,26.543,26.417
28,7/8/2023 8:43:25.9 AM,-344708939776.000,26.321,27.091,45.242,162.108,119.751,26.543,26.373
29,7/8/2023 8:43:26.4 AM,-344768643072.000,26.386,27.039,45.263,162.480,120.188,26.617,26.417
30,7/8/2023 8:43:26.9 AM,-345368690688.000,26.386,27.039,45.234,162.480,120.538,26.631,26.446
31,7/8/2023 8:43:27.4 AM,-345530662912.000,26.371,26.995,45.234,162.970,120.888,26.514,26.446
32,7/8/2023 8:43:27.9 AM,-345807814656.000,26.342,27.054,45.161,163.475,120.888,26.602,26.432
33,7/8/2023 8:43:28.4 AM,-345807814656.000,26.371,27.054,45.161,163.838,121.273,26.608,26.394
34,7/8/2023 8:43:28.9 AM,-346409861120.000,26.386,27.127,45.350,164.299,121.579,26.564,26.512
35,7/8/2023 8:43:29.4 AM,-346026147840.000,26.380,27.121,45.242,164.299,121.943,26.564,26.379
36,7/8/2023 8:43:29.9 AM,-346628227072.000,26.409,27.121,45.213,164.730,122.293,26.594,26.379
37,7/8/2023 8:43:30.4 AM,-346628227072.000,26.365,27.106,45.257,165.281,122.293,26.579,26.453
38,7/8/2023 8:43:30.9 AM,-346906492928.000,26.439,27.062,45.257,165.638,122.731,26.579,26.409
39,7/8/2023 8:43:31.4 AM,-346605092864.000,26.365,27.047,45.199,166.090,123.000,26.600,26.341
40,7/8/2023 8:43:31.9 AM,-346558496768.000,26.365,27.047,45.257,166.090,123.379,26.570,26.341
41,7/8/2023 8:43:32.4 AM,-346929627136.000,26.439,27.018,45.141,166.596,123.729,26.659,26.415
42,7/8/2023 8:43:32.9 AM,-346929627136.000,26.262,27.003,45.170,167.176,123.729,26.556,26.371
43,7/8/2023 8:43:33.4 AM,-346777550848.000,26.359,27.041,45.163,167.563,124.036,26.556,26.356
44,7/8/2023 8:43:33.9 AM,-346870218752.000,26.344,27.026,45.149,167.920,124.474,26.556,26.400
45,7/8/2023 8:43:34.4 AM,-346972979200.000,26.338,27.020,45.172,167.920,124.825,26.644,26.400
46,7/8/2023 8:43:34.9 AM,-347297546240.000,26.382,27.020,45.157,168.485,125.058,26.556,26.415
47,7/8/2023 8:43:35.4 AM,-347297546240.000,26.411,27.064,45.157,168.887,125.058,26.615,26.371
48,7/8/2023 8:43:35.9 AM,-346879983616.000,26.382,27.079,45.259,169.229,125.438,26.615,26.371
49,7/8/2023 8:43:36.4 AM,-347204780032.000,26.308,27.108,45.114,169.236,125.766,26.636,26.421
50,7/8/2023 8:43:36.9 AM,-347274379264.000,26.308,27.108,45.230,169.787,126.014,26.562,26.421
51,7/8/2023 8:43:37.4 AM,-347181613056.000,26.308,27.020,45.201,170.165,126.357,26.583,26.369
