Device: DAQ 3
Serial Number: 2109C4C
Channel Count: 8
Sample Count: 12784
Start Time: 7/5/2023 3:32:31.2 PM
Scan Rate: 2
Sample,Date/Time,TC24 (°C),TC27 (°C),TC19 (°C),TC20 (°C),TC45 (°C),TC43 (°C),TC31 (°C),TC25 (°C)
0,7/5/2023 3:32:31.2 PM,-9999.000,273.597,223.428,-208.981,530.177,491.557,336.996,244.138
1,7/5/2023 3:32:31.7 PM,-9999.000,273.605,223.407,-208.999,530.185,491.613,336.990,244.175
2,7/5/2023 3:32:32.2 PM,-9999.000,273.736,223.481,-208.999,530.129,491.613,337.005,244.161
3,7/5/2023 3:32:32.7 PM,-9999.000,273.620,223.436,-208.999,530.193,491.735,336.956,244.154
4,7/5/2023 3:32:33.2 PM,-9999.000,273.663,223.436,-208.957,530.011,491.760,336.984,244.257
5,7/5/2023 3:32:33.7 PM,-9999.000,273.663,223.481,-208.788,530.011,491.806,336.998,244.169
6,7/5/2023 3:32:34.2 PM,-9999.000,273.620,223.496,-208.788,530.053,491.806,336.998,244.169
7,7/5/2023 3:32:34.7 PM,-9999.000,273.628,223.504,-208.806,529.899,491.806,336.970,244.199
8,7/5/2023 3:32:35.2 PM,-9999.000,273.686,223.489,-208.975,529.787,491.760,337.013,244.199
9,7/5/2023 3:32:35.7 PM,-9999.000,273.686,223.489,-208.806,529.585,491.675,337.092,244.119
10,7/5/2023 3:32:36.2 PM,-9999.000,273.613,223.549,-208.596,529.585,491.622,337.092,244.207
11,7/5/2023 3:32:36.7 PM,-9999.000,273.881,223.584,-208.577,529.453,491.475,337.029,244.245
12,7/5/2023 3:32:37.2 PM,-9999.000,273.881,223.644,-208.535,529.244,491.475,337.071,244.200
13,7/5/2023 3:32:37.7 PM,-9999.000,273.837,223.644,-208.493,529.126,491.382,337.022,244.194
14,7/5/2023 3:32:38.2 PM,-9999.000,273.837,223.733,-208.788,529.126,491.354,337.066,244.135
15,7/5/2023 3:32:38.7 PM,-9999.000,273.773,223.667,-208.806,528.924,491.221,337.059,244.217
16,7/5/2023 3:32:39.2 PM,-9999.000,273.773,223.756,-208.806,528.714,491.002,337.117,244.188
17,7/5/2023 3:32:39.7 PM,-9999.000,273.729,223.578,-208.721,528.532,491.002,337.073,244.305
18,7/5/2023 3:32:40.2 PM,-9999.000,273.671,223.578,-208.764,528.267,491.002,337.059,244.305
19,7/5/2023 3:32:40.7 PM,-9999.000,273.671,223.652,-208.764,528.255,490.748,337.105,244.337
20,7/5/2023 3:32:41.2 PM,-9999.000,273.700,223.593,-208.806,527.821,490.445,337.105,244.205
21,7/5/2023 3:32:41.7 PM,-9999.000,273.657,223.519,-208.806,527.410,489.993,337.183,244.213
22,7/5/2023 3:32:42.2 PM,-9999.000,273.657,223.341,-209.059,526.920,489.993,337.098,244.257
23,7/5/2023 3:32:42.7 PM,-9999.000,273.628,223.341,-209.144,526.481,489.339,337.077,244.251
24,7/5/2023 3:32:43.2 PM,-9999.000,273.628,223.238,-209.186,526.481,488.608,337.149,244.309
25,7/5/2023 3:32:43.7 PM,-9999.000,273.729,223.208,-209.144,525.859,487.949,337.143,244.156
26,7/5/2023 3:32:44.2 PM,-9999.000,273.715,223.312,-209.144,525.342,487.949,337.143,244.142
27,7/5/2023 3:32:44.7 PM,-9999.000,273.771,223.369,-208.938,524.846,487.209,337.221,244.135
28,7/5/2023 3:32:45.2 PM,-9999.000,273.800,223.369,-208.769,524.426,486.503,337.165,244.209
29,7/5/2023 3:32:45.7 PM,-9999.000,273.806,223.301,-208.625,524.421,485.898,337.201,244.217
30,7/5/2023 3:32:46.2 PM,-9999.000,273.850,223.434,-208.794,523.959,485.378,337.201,244.261
31,7/5/2023 3:32:46.7 PM,-9999.000,273.835,223.301,-208.794,523.393,485.374,337.181,244.167
32,7/5/2023 3:32:47.2 PM,-9999.000,273.850,223.375,-208.710,522.960,484.699,337.195,244.167
33,7/5/2023 3:32:47.7 PM,-9999.000,273.870,223.381,-208.945,522.372,484.223,337.153,244.255
