Device: DAQ1
Serial Number: 2135CBB
Channel Count: 8
Sample Count: 6392
Start Time: 7/5/2023 3:32:31 PM
Scan Rate: 1
Sample,Date/Time,TC37 (°C),TC41 (°C),TC36 (°C),TC39 (°C),TC21 (°C),TC30 (°C),TC28 (°C),TC23 (°C)
0,7/5/2023 3:32:31 PM,255.722,655.781,266.040,536.574,140.566,130.272,114.523,321.285
1,7/5/2023 3:32:32 PM,259.540,655.519,266.120,536.594,140.825,130.134,114.459,321.350
2,7/5/2023 3:32:33 PM,257.379,655.293,266.120,536.441,140.648,130.178,114.386,321.251
3,7/5/2023 3:32:34 PM,251.742,654.934,266.099,536.225,140.545,130.046,114.372,321.279
4,7/5/2023 3:32:35 PM,253.865,654.581,266.069,536.001,140.663,130.163,114.328,321.251
5,7/5/2023 3:32:36 PM,255.467,653.785,266.165,535.380,140.789,130.069,114.322,321.287
6,7/5/2023 3:32:37 PM,256.569,652.719,266.142,534.729,142.316,130.004,114.069,321.395
7,7/5/2023 3:32:38 PM,251.692,652.205,266.151,534.415,142.257,130.019,114.141,321.310
8,7/5/2023 3:32:39 PM,250.719,651.254,266.159,533.962,142.177,130.086,114.164,321.247
9,7/5/2023 3:32:40 PM,253.494,650.641,266.196,533.466,141.817,130.079,114.260,321.284
10,7/5/2023 3:32:41 PM,251.562,648.695,266.225,531.830,141.478,130.050,114.289,321.211
11,7/5/2023 3:32:42 PM,252.683,647.378,266.205,530.509,141.006,130.197,114.535,321.183
12,7/5/2023 3:32:43 PM,250.750,644.320,266.277,527.880,140.204,130.234,114.704,321.205
13,7/5/2023 3:32:44 PM,252.558,640.791,266.298,525.745,140.139,130.213,114.625,321.142
14,7/5/2023 3:32:45 PM,250.663,639.222,266.234,524.830,140.065,130.213,114.712,321.127
15,7/5/2023 3:32:46 PM,249.388,636.435,266.219,523.095,139.962,130.243,114.697,321.114
16,7/5/2023 3:32:47 PM,253.292,635.064,266.271,522.249,139.888,130.125,114.813,321.085
17,7/5/2023 3:32:48 PM,247.123,632.237,266.300,520.304,139.785,130.316,114.915,321.142
18,7/5/2023 3:32:49 PM,248.985,629.354,266.344,518.569,139.535,130.360,115.060,321.042
19,7/5/2023 3:32:50 PM,248.311,627.878,266.344,517.575,139.122,130.287,114.988,320.985
20,7/5/2023 3:32:51 PM,247.007,624.943,266.331,516.191,139.049,130.272,115.017,321.028
21,7/5/2023 3:32:52 PM,247.477,623.651,266.389,515.113,138.637,130.272,114.930,320.985
22,7/5/2023 3:32:53 PM,247.911,620.681,266.296,513.188,138.357,130.155,115.031,320.927
23,7/5/2023 3:32:54 PM,245.013,617.656,266.290,511.389,137.930,130.184,114.959,321.013
24,7/5/2023 3:32:55 PM,242.515,616.028,266.435,510.507,137.695,130.096,114.857,320.927
25,7/5/2023 3:32:56 PM,247.068,613.179,266.435,508.741,137.562,130.008,114.755,320.927
26,7/5/2023 3:32:57 PM,246.188,611.818,266.377,507.999,137.438,129.958,114.720,320.950
27,7/5/2023 3:32:58 PM,247.098,609.182,266.377,506.541,137.255,129.937,114.612,320.815
28,7/5/2023 3:32:59 PM,247.370,607.815,266.443,505.807,137.358,129.864,114.525,320.887
29,7/5/2023 3:33:00 PM,242.503,605.229,266.379,504.343,137.785,129.908,114.365,320.901
30,7/5/2023 3:33:01 PM,241.891,602.796,266.429,503.143,137.852,129.931,114.374,320.938
31,7/5/2023 3:33:02 PM,241.994,601.563,266.356,502.540,138.170,129.939,114.396,320.903
32,7/5/2023 3:33:03 PM,242.450,599.405,266.400,501.306,138.435,129.880,114.338,320.946
33,7/5/2023 3:33:04 PM,245.271,598.298,266.574,500.689,138.655,129.880,114.309,320.846
34,7/5/2023 3:33:05 PM,237.800,596.197,266.458,499.557,138.346,129.822,114.454,320.903
35,7/5/2023 3:33:06 PM,239.332,594.082,266.400,498.380,138.237,129.815,114.303,320.740
36,7/5/2023 3:33:07 PM,240.376,593.102,266.531,497.828,137.787,129.748,114.382,320.746
37,7/5/2023 3:33:08 PM,240.656,591.240,266.545,496.795,137.764,129.784,114.344,320.723
38,7/5/2023 3:33:09 PM,242.942,590.294,266.551,496.221,137.352,129.725,114.330,320.723
39,7/5/2023 3:33:10 PM,240.948,588.396,266.572,495.192,137.381,129.784,114.330,320.695
40,7/5/2023 3:33:11 PM,243.727,586.674,266.572,494.185,136.976,129.878,114.336,320.801
41,7/5/2023 3:33:12 PM,239.315,585.722,266.587,493.625,136.688,129.811,114.517,320.707
42,7/5/2023 3:33:13 PM,238.446,584.099,266.660,492.711,136.570,129.855,114.575,320.693
43,7/5/2023 3:33:14 PM,242.786,583.329,266.558,492.224,136.350,129.841,114.502,320.678
44,7/5/2023 3:33:15 PM,242.522,581.762,266.660,491.313,136.173,129.870,114.575,320.607
45,7/5/2023 3:33:16 PM,238.888,580.993,266.616,490.446,135.842,129.847,114.421,320.613
46,7/5/2023 3:33:17 PM,237.392,579.502,266.578,490.017,135.371,129.891,114.596,320.670
47,7/5/2023 3:33:18 PM,240.248,578.243,266.695,489.249,135.092,129.920,114.581,320.641
48,7/5/2023 3:33:19 PM,241.196,577.563,266.629,488.915,133.644,130.102,114.776,320.605
49,7/5/2023 3:33:20 PM,236.971,576.430,266.643,488.261,133.372,130.270,114.913,320.697
50,7/5/2023 3:33:21 PM,236.426,575.941,266.803,488.077,132.732,130.276,115.021,320.646
51,7/5/2023 3:33:22 PM,238.606,574.864,266.687,487.394,132.835,130.437,114.890,320.617
52,7/5/2023 3:33:23 PM,237.095,573.849,266.664,486.909,133.128,130.335,114.977,320.646
53,7/5/2023 3:33:24 PM,237.198,573.387,266.722,486.705,133.642,130.232,114.905,320.617
54,7/5/2023 3:33:25 PM,238.295,572.386,266.743,486.160,133.804,130.306,114.934,320.560
55,7/5/2023 3:33:26 PM,238.280,571.911,266.728,485.824,134.362,130.306,114.774,320.560
56,7/5/2023 3:33:27 PM,235.746,570.904,266.772,485.267,134.670,130.232,114.672,320.589
57,7/5/2023 3:33:28 PM,240.406,570.071,266.735,484.933,135.411,130.151,114.635,320.509
58,7/5/2023 3:33:29 PM,235.015,569.721,266.793,484.750,135.567,130.159,114.571,320.574
59,7/5/2023 3:33:30 PM,235.590,569.050,266.865,484.509,135.949,129.939,114.440,320.474
60,7/5/2023 3:33:31 PM,236.746,568.776,266.799,484.508,136.575,129.742,114.245,320.583
61,7/5/2023 3:33:32 PM,235.287,568.706,266.828,484.869,136.537,129.705,114.179,320.517
62,7/5/2023 3:33:33 PM,233.871,569.699,266.857,486.263,136.661,129.623,114.243,320.495
63,7/5/2023 3:33:34 PM,238.219,570.454,266.814,487.372,136.734,129.696,114.200,320.423
64,7/5/2023 3:33:35 PM,238.345,572.910,266.807,489.818,136.573,129.770,114.330,320.438
65,7/5/2023 3:33:36 PM,240.854,574.258,266.901,491.112,136.411,129.770,114.417,320.452
66,7/5/2023 3:33:37 PM,241.692,577.154,266.915,493.767,136.426,129.902,114.475,320.338
67,7/5/2023 3:33:38 PM,242.163,578.706,266.828,495.150,136.543,129.858,114.577,320.380
68,7/5/2023 3:33:39 PM,241.348,581.946,266.822,497.824,137.117,129.858,114.475,320.394
69,7/5/2023 3:33:40 PM,237.733,585.339,266.930,500.232,137.508,129.749,114.222,320.474
70,7/5/2023 3:33:41 PM,240.824,586.892,266.886,501.242,137.125,129.910,114.513,320.360
71,7/5/2023 3:33:42 PM,241.501,589.594,266.915,503.009,136.869,129.948,114.594,320.483
72,7/5/2023 3:33:43 PM,244.287,590.904,266.997,503.816,136.451,130.000,114.544,320.434
73,7/5/2023 3:33:44 PM,242.627,593.046,266.997,505.190,136.186,129.985,114.645,320.405
74,7/5/2023 3:33:45 PM,243.509,594.993,266.909,506.129,135.789,129.941,114.660,320.405
75,7/5/2023 3:33:46 PM,240.400,595.841,266.990,506.501,135.289,130.029,114.645,320.305
76,7/5/2023 3:33:47 PM,242.497,597.390,266.998,507.280,135.187,129.809,114.689,320.290
