Device: DAQ 3
Serial Number: 2109C4C
Channel Count: 8
Sample Count: 24156
Start Time: 7/6/2023 9:34:31.3 AM
Scan Rate: 2
Sample,Date/Time,TC24 (°C),TC27 (°C),TC19 (°C),TC20 (°C),TC45 (°C),TC43 (°C),TC31 (°C),TC25 (°C)
0,7/6/2023 9:34:31.3 AM,-9999.000,34.859,37.535,46.699,223.950,201.535,36.094,35.486
1,7/6/2023 9:34:31.8 AM,-9999.000,34.874,37.418,46.699,224.069,201.982,36.108,35.457
2,7/6/2023 9:34:32.3 AM,-9999.000,34.895,37.453,46.662,224.157,202.354,36.108,35.443
3,7/6/2023 9:34:32.8 AM,-9999.000,34.895,37.453,46.807,224.439,202.354,36.079,35.501
4,7/6/2023 9:34:33.3 AM,-9999.000,34.859,37.447,46.613,224.415,202.658,36.085,35.507
5,7/6/2023 9:34:33.8 AM,-9999.000,34.903,37.608,46.627,224.415,202.970,36.071,35.522
6,7/6/2023 9:34:34.3 AM,-9999.000,34.961,37.520,46.627,224.697,203.328,36.042,35.551
7,7/6/2023 9:34:34.8 AM,-9999.000,34.961,37.462,46.656,224.770,203.328,36.042,35.507
8,7/6/2023 9:34:35.3 AM,-9999.000,34.926,37.514,46.548,224.954,203.557,36.106,35.455
9,7/6/2023 9:34:35.8 AM,-9999.000,34.897,37.514,46.693,225.354,204.048,36.208,35.455
10,7/6/2023 9:34:36.3 AM,-9999.000,34.890,37.522,46.745,225.354,204.406,36.179,35.557
11,7/6/2023 9:34:36.8 AM,-9999.000,34.905,37.595,46.745,225.679,204.659,36.135,35.572
12,7/6/2023 9:34:37.3 AM,-9999.000,34.905,37.668,46.658,225.872,204.659,36.135,35.601
13,7/6/2023 9:34:37.8 AM,-9999.000,34.876,37.610,46.571,226.463,205.090,36.267,35.601
14,7/6/2023 9:34:38.3 AM,-9999.000,34.957,37.603,46.493,226.463,205.447,36.150,35.601
15,7/6/2023 9:34:38.8 AM,-9999.000,34.899,37.545,46.536,226.803,205.819,36.165,35.455
16,7/6/2023 9:34:39.3 AM,-9999.000,34.922,37.597,46.530,226.863,206.102,36.092,35.572
17,7/6/2023 9:34:39.8 AM,-9999.000,34.922,37.626,46.588,227.188,206.102,36.092,35.601
18,7/6/2023 9:34:40.3 AM,-9999.000,34.892,37.626,46.530,227.232,206.533,36.223,35.601
19,7/6/2023 9:34:40.8 AM,-9999.000,34.936,37.539,46.573,227.232,206.905,36.208,35.601
20,7/6/2023 9:34:41.3 AM,-9999.000,34.936,37.524,46.602,227.462,207.181,36.158,35.580
21,7/6/2023 9:34:41.8 AM,-9999.000,34.819,37.597,46.602,227.595,207.568,36.158,35.478
22,7/6/2023 9:34:42.3 AM,-9999.000,34.813,37.620,46.466,227.729,207.568,36.246,35.639
23,7/6/2023 9:34:42.8 AM,-9999.000,34.886,37.620,46.509,227.817,207.954,36.202,35.551
24,7/6/2023 9:34:43.3 AM,-9999.000,34.842,37.649,46.523,227.804,208.313,36.263,35.539
25,7/6/2023 9:34:43.8 AM,-9999.000,34.857,37.620,46.538,228.041,208.492,36.175,35.509
26,7/6/2023 9:34:44.3 AM,-9999.000,34.880,37.614,46.532,228.168,208.961,36.169,35.532
27,7/6/2023 9:34:44.8 AM,-9999.000,34.880,37.555,46.401,228.330,208.961,36.169,35.576
28,7/6/2023 9:34:45.3 AM,-9999.000,34.777,37.555,46.517,228.569,209.513,36.185,35.534
29,7/6/2023 9:34:45.8 AM,-9999.000,34.894,37.526,46.474,228.569,209.617,36.142,35.534
30,7/6/2023 9:34:46.3 AM,-9999.000,34.763,37.716,46.372,228.459,210.042,36.179,35.528
31,7/6/2023 9:34:46.8 AM,-9999.000,34.865,37.643,46.372,228.296,210.042,36.179,35.499
32,7/6/2023 9:34:47.3 AM,-9999.000,34.865,37.643,46.474,228.231,210.481,36.158,35.536
33,7/6/2023 9:34:47.8 AM,-9999.000,34.880,37.643,46.387,228.319,210.942,36.144,35.580
34,7/6/2023 9:34:48.3 AM,-9999.000,34.959,37.678,46.437,228.319,211.135,36.377,35.580
35,7/6/2023 9:34:48.8 AM,-9999.000,34.915,37.707,46.437,229.014,211.373,36.246,35.566
36,7/6/2023 9:34:49.3 AM,-9999.000,34.995,37.743,46.428,229.753,211.373,36.246,35.653
37,7/6/2023 9:34:49.8 AM,-9999.000,34.995,37.714,46.443,230.107,211.744,36.217,35.624
38,7/6/2023 9:34:50.3 AM,-9999.000,34.951,37.714,46.457,230.440,212.154,36.313,35.618
39,7/6/2023 9:34:50.8 AM,-9999.000,34.892,37.714,46.472,230.440,212.540,36.181,35.530
40,7/6/2023 9:34:51.3 AM,-9999.000,34.915,37.693,46.466,230.862,212.890,36.175,35.509
41,7/6/2023 9:34:51.8 AM,-9999.000,34.915,37.766,46.408,231.128,212.890,36.175,35.582
42,7/6/2023 9:34:52.3 AM,-9999.000,34.959,37.824,46.364,231.505,213.359,36.212,35.561
43,7/6/2023 9:34:52.8 AM,-9999.000,34.915,37.824,46.408,231.786,213.700,36.212,35.561
44,7/6/2023 9:34:53.3 AM,-9999.000,34.901,37.780,46.350,231.786,214.101,36.154,35.561
45,7/6/2023 9:34:53.8 AM,-9999.000,34.901,38.946,46.350,232.140,214.458,36.315,35.547
46,7/6/2023 9:34:54.3 AM,-9999.000,34.907,37.801,46.428,232.391,214.458,36.315,35.547
47,7/6/2023 9:34:54.8 AM,-9999.000,34.922,37.860,46.356,232.553,214.992,36.256,35.620
48,7/6/2023 9:34:55.3 AM,-9999.000,35.059,37.866,46.391,232.553,215.304,36.227,35.620
49,7/6/2023 9:34:55.8 AM,-9999.000,35.016,37.822,46.333,232.583,215.675,36.285,35.488
