Device: DAQ 2
Serial Number: 2109C4B
Channel Count: 8
Sample Count: 12078
Start Time: 7/6/2023 9:34:31 AM
Scan Rate: 1
Sample,Date/Time,TC26 (°C),TC32 (°C),TC29 (°C),TC35 (°C),TC44 (°C),TC34 (°C),TC42 (°C),TC33 (°C)
0,7/6/2023 9:34:31 AM,43.582,108.066,36.604,168.983,185.215,128.570,177.030,54.659
1,7/6/2023 9:34:32 AM,43.619,108.132,36.554,168.976,185.462,128.592,177.068,54.595
2,7/6/2023 9:34:33 AM,43.540,108.328,36.606,168.866,185.635,128.528,177.196,54.646
3,7/6/2023 9:34:34 AM,43.642,108.343,36.533,168.880,185.813,128.425,177.270,54.574
4,7/6/2023 9:34:35 AM,43.592,108.670,36.629,168.785,186.007,128.308,177.509,54.589
5,7/6/2023 9:34:36 AM,43.694,108.612,36.673,168.904,186.186,128.440,177.494,54.531
6,7/6/2023 9:34:37 AM,43.773,108.835,36.592,168.880,186.550,128.344,177.604,54.451
7,7/6/2023 9:34:38 AM,43.802,109.023,36.621,168.821,186.753,128.498,177.658,54.401
8,7/6/2023 9:34:39 AM,43.895,109.087,36.642,168.708,187.104,128.521,177.651,54.381
9,7/6/2023 9:34:40 AM,43.909,109.319,36.613,168.693,187.522,128.551,177.711,54.496
10,7/6/2023 9:34:41 AM,43.901,109.340,36.575,168.715,187.596,128.463,177.681,54.424
11,7/6/2023 9:34:42 AM,43.872,109.572,36.619,168.670,187.752,128.513,177.687,54.416
12,7/6/2023 9:34:43 AM,44.032,109.760,36.750,168.685,187.907,128.607,177.739,54.350
13,7/6/2023 9:34:44 AM,44.046,109.992,36.677,168.610,188.167,128.438,177.834,54.126
14,7/6/2023 9:34:45 AM,43.930,110.194,36.794,168.819,188.370,128.534,177.858,53.990
15,7/6/2023 9:34:46 AM,44.125,110.186,36.742,168.557,188.355,128.446,177.873,53.932
16,7/6/2023 9:34:47 AM,44.119,110.267,36.706,169.533,188.140,128.323,177.762,53.782
17,7/6/2023 9:34:48 AM,44.206,110.470,36.750,169.355,188.184,128.337,177.747,53.768
18,7/6/2023 9:34:49 AM,44.278,110.499,36.779,169.325,188.817,128.256,177.962,53.759
19,7/6/2023 9:34:50 AM,44.264,110.600,36.765,169.295,189.062,128.379,178.177,53.809
20,7/6/2023 9:34:51 AM,44.293,110.658,36.750,169.325,189.590,128.356,178.512,53.628
21,7/6/2023 9:34:52 AM,44.357,110.911,36.742,169.272,190.016,128.540,178.818,53.694
22,7/6/2023 9:34:53 AM,44.363,110.946,36.763,169.204,190.210,128.687,178.818,53.636
23,7/6/2023 9:34:54 AM,44.479,111.120,36.792,169.234,190.732,128.716,179.101,53.665
24,7/6/2023 9:34:55 AM,44.428,111.285,36.798,169.314,190.977,128.473,179.078,53.729
25,7/6/2023 9:34:56 AM,44.529,111.401,36.857,169.389,191.477,128.408,179.101,53.694
26,7/6/2023 9:34:57 AM,44.587,111.416,36.857,168.972,191.633,128.181,178.914,53.700
27,7/6/2023 9:34:58 AM,44.558,111.546,36.813,168.398,192.191,128.070,178.935,53.620
28,7/6/2023 9:34:59 AM,44.709,111.727,36.848,168.443,192.593,128.128,178.935,53.677
29,7/6/2023 9:35:00 AM,44.637,111.828,36.805,168.413,192.891,128.011,179.293,53.634
30,7/6/2023 9:35:01 AM,44.643,111.965,36.811,168.508,193.219,128.040,179.219,53.634
31,7/6/2023 9:35:02 AM,44.759,112.008,36.957,168.449,193.443,127.982,179.204,53.620
32,7/6/2023 9:35:03 AM,44.817,112.139,36.855,168.389,193.881,128.105,179.225,53.698
33,7/6/2023 9:35:04 AM,44.817,112.226,36.928,168.479,194.329,128.076,179.136,53.683
34,7/6/2023 9:35:05 AM,44.910,112.290,36.919,168.411,194.559,128.024,178.903,53.690
35,7/6/2023 9:35:06 AM,44.910,112.348,36.919,168.560,195.035,127.951,179.082,53.632
36,7/6/2023 9:35:07 AM,45.020,112.516,36.928,168.419,195.138,127.919,178.976,53.616
37,7/6/2023 9:35:08 AM,44.997,112.580,36.963,168.574,195.525,127.890,178.931,53.587
38,7/6/2023 9:35:09 AM,45.099,112.711,36.992,168.515,195.853,127.919,178.961,53.587
39,7/6/2023 9:35:10 AM,45.113,112.812,36.875,168.530,196.181,127.919,179.155,53.500
40,7/6/2023 9:35:11 AM,45.273,112.987,36.934,168.560,196.485,127.882,179.221,53.377
41,7/6/2023 9:35:12 AM,45.215,113.103,36.978,168.560,196.641,127.800,179.496,53.441
42,7/6/2023 9:35:13 AM,45.258,113.146,36.992,168.560,197.064,127.894,179.427,53.389
43,7/6/2023 9:35:14 AM,45.316,113.277,36.934,168.470,197.228,127.909,179.606,53.346
44,7/6/2023 9:35:15 AM,45.250,113.414,37.013,168.581,197.660,127.880,179.830,53.418
45,7/6/2023 9:35:16 AM,45.343,113.507,36.976,168.572,197.890,127.886,179.836,53.338
46,7/6/2023 9:35:17 AM,45.378,113.687,36.982,168.519,198.069,127.827,179.732,53.309
47,7/6/2023 9:35:18 AM,45.480,113.760,37.084,168.683,198.403,127.834,179.902,53.286
48,7/6/2023 9:35:19 AM,45.529,113.839,37.032,168.615,198.514,127.855,179.939,53.321
49,7/6/2023 9:35:20 AM,45.579,113.874,37.038,168.606,198.923,127.905,180.109,53.371
50,7/6/2023 9:35:21 AM,45.622,114.063,37.155,168.696,199.244,127.899,180.430,53.379
51,7/6/2023 9:35:22 AM,45.672,114.098,37.088,168.777,199.453,128.045,180.535,53.307
