Device: DAQ1
Serial Number: 2135CBB
Channel Count: 8
Sample Count: 26513
Start Time: 7/7/2023 8:54:37 AM
Scan Rate: 1
Sample,Date/Time,TC37 (°C),TC41 (°C),TC36 (°C),TC39 (°C),TC21 (°C),TC30 (°C),TC28 (°C),TC23 (°C)
0,7/7/2023 8:54:37 AM,-9999.000,37.825,31.306,33.913,32.660,30.763,30.124,31.422
1,7/7/2023 8:54:38 AM,-9999.000,37.761,31.402,33.848,32.748,30.689,30.065,31.408
2,7/7/2023 8:54:39 AM,-9999.000,37.694,31.350,33.899,32.748,30.719,30.095,31.378
3,7/7/2023 8:54:40 AM,-9999.000,37.732,31.285,33.819,32.718,30.675,30.065,31.422
4,7/7/2023 8:54:41 AM,-9999.000,37.746,31.388,33.878,32.639,30.595,30.088,31.445
5,7/7/2023 8:54:42 AM,-9999.000,37.694,31.335,33.825,32.639,30.683,30.162,31.445
6,7/7/2023 8:54:43 AM,-9999.000,37.732,31.344,33.834,32.762,30.645,30.139,31.408
7,7/7/2023 8:54:44 AM,-9999.000,37.732,31.300,33.804,32.748,30.719,30.227,31.466
8,7/7/2023 8:54:45 AM,-9999.000,37.665,31.365,33.928,32.754,30.798,30.086,31.414
9,7/7/2023 8:54:46 AM,-9999.000,37.644,31.358,33.804,32.631,30.763,30.183,31.408
10,7/7/2023 8:54:47 AM,-9999.000,37.746,31.314,33.848,32.704,30.748,30.183,31.496
11,7/7/2023 8:54:48 AM,-9999.000,37.644,31.300,33.922,32.622,30.784,30.086,31.458
12,7/7/2023 8:54:49 AM,-9999.000,37.623,31.323,33.945,32.775,30.761,30.166,31.450
13,7/7/2023 8:54:50 AM,-9999.000,37.638,31.279,33.886,32.664,30.752,30.172,31.500
14,7/7/2023 8:54:51 AM,-9999.000,37.673,31.256,33.936,32.708,30.811,30.217,31.441
15,7/7/2023 8:54:52 AM,-9999.000,37.659,31.285,33.980,32.758,30.670,30.208,31.345
16,7/7/2023 8:54:53 AM,-9999.000,37.752,31.277,33.869,32.767,30.649,30.217,31.441
17,7/7/2023 8:54:54 AM,-9999.000,37.730,31.312,33.919,32.811,30.649,30.055,31.412
18,7/7/2023 8:54:55 AM,-9999.000,37.686,31.356,33.934,32.781,30.649,30.114,31.456
19,7/7/2023 8:54:56 AM,-9999.000,37.765,31.333,33.867,32.831,30.612,30.193,31.433
20,7/7/2023 8:54:57 AM,-9999.000,37.684,31.325,34.034,32.723,30.679,30.202,31.427
21,7/7/2023 8:54:58 AM,-9999.000,37.617,31.360,33.924,32.811,30.664,30.202,31.427
22,7/7/2023 8:54:59 AM,-9999.000,37.667,31.440,33.886,32.840,30.723,30.084,31.412
23,7/7/2023 8:55:00 AM,-9999.000,37.630,31.358,34.024,32.811,30.796,30.202,31.383
24,7/7/2023 8:55:01 AM,-9999.000,37.644,31.373,33.966,32.869,30.840,30.202,31.441
25,7/7/2023 8:55:02 AM,-9999.000,37.542,31.314,33.966,32.819,30.878,30.196,31.391
26,7/7/2023 8:55:03 AM,-9999.000,37.571,31.432,34.009,32.796,30.870,30.217,31.441
27,7/7/2023 8:55:04 AM,-9999.000,37.577,31.306,34.030,32.877,30.937,30.225,31.406
28,7/7/2023 8:55:05 AM,-9999.000,37.584,31.400,33.993,32.681,30.886,30.072,31.429
