Device: DAQ 3
Serial Number: 2109C4C
Channel Count: 8
Sample Count: 31264
Start Time: 7/10/2023 10:16:24.3 AM
Scan Rate: 2
Sample,Date/Time,TC24 (°C),TC27 (°C),TC19 (°C),TC20 (°C),TC45 (°C),TC43 (°C),TC31 (°C),TC25 (°C)
0,7/10/2023 10:16:24.3 AM,-9999.000,32.814,34.764,52.739,41.263,39.351,34.308,33.568
1,7/10/2023 10:16:24.8 AM,-9999.000,32.726,34.807,52.710,41.234,39.351,34.191,33.568
2,7/10/2023 10:16:25.3 AM,-9999.000,32.661,34.860,52.718,41.249,39.409,34.162,33.509
3,7/10/2023 10:16:25.8 AM,-9999.000,32.661,34.860,52.689,41.249,39.365,34.162,33.495
4,7/10/2023 10:16:26.3 AM,-9999.000,32.734,34.699,52.689,41.255,39.371,34.212,33.530
5,7/10/2023 10:16:26.8 AM,-9999.000,32.661,34.787,52.689,41.153,39.371,34.226,33.530
6,7/10/2023 10:16:27.3 AM,-9999.000,32.793,34.830,52.660,41.336,39.496,34.220,33.480
7,7/10/2023 10:16:27.8 AM,-9999.000,32.719,34.787,52.689,41.176,39.438,34.147,33.553
8,7/10/2023 10:16:28.3 AM,-9999.000,32.713,34.780,52.770,41.182,39.459,34.153,33.501
9,7/10/2023 10:16:28.8 AM,-9999.000,32.684,34.809,52.712,41.153,39.430,34.241,33.501
10,7/10/2023 10:16:29.3 AM,-9999.000,32.698,34.795,52.712,41.234,39.423,34.162,33.495
11,7/10/2023 10:16:29.8 AM,-9999.000,32.654,34.780,52.669,41.234,39.452,34.206,33.495
12,7/10/2023 10:16:30.3 AM,-9999.000,32.654,34.868,52.640,41.176,39.380,34.323,33.495
13,7/10/2023 10:16:30.8 AM,-9999.000,32.728,34.868,52.741,41.176,39.394,34.323,33.553
14,7/10/2023 10:16:31.3 AM,-9999.000,32.713,34.707,52.698,41.170,39.286,34.287,33.444
15,7/10/2023 10:16:31.8 AM,-9999.000,32.860,34.766,52.698,41.170,39.286,34.258,33.444
16,7/10/2023 10:16:32.3 AM,-9999.000,32.757,34.766,52.712,41.141,39.344,34.287,33.518
17,7/10/2023 10:16:32.8 AM,-9999.000,32.757,34.766,52.654,41.126,39.271,34.155,33.562
18,7/10/2023 10:16:33.3 AM,-9999.000,32.728,34.795,52.698,41.120,39.323,34.149,33.511
19,7/10/2023 10:16:33.8 AM,-9999.000,32.757,34.795,52.654,41.149,39.323,34.251,33.526
20,7/10/2023 10:16:34.3 AM,-9999.000,32.786,34.795,52.654,41.062,39.323,34.193,33.526
