Device: DAQ 4
Serial Number: 2135C5F
Channel Count: 7
Sample Count: 3986
Start Time: 8/25/2023 10:24:33 AM
Scan Rate: 1
Sample,Date/Time,Engine Inlet Left (°C),TC15 (°C),TESS Out (°C),Engine Exhaust (°C),Engine Inlet Right (°C),TC18 (°C),TESS In (°C)
1274,8/25/2023 10:45:47 AM,55.573,28.789,29.699,63.572,43.052,29.302,27.941
1275,8/25/2023 10:45:48 AM,55.659,28.701,29.788,63.449,43.189,29.367,27.873
1276,8/25/2023 10:45:49 AM,53.686,28.715,29.758,63.506,43.566,29.279,27.815
1277,8/25/2023 10:45:50 AM,52.793,28.730,29.699,63.334,44.146,29.294,27.918
1278,8/25/2023 10:45:51 AM,51.307,28.715,29.758,63.219,44.422,29.235,27.918
1279,8/25/2023 10:45:52 AM,52.325,28.797,29.708,63.205,44.567,29.323,28.035
1280,8/25/2023 10:45:53 AM,52.375,28.833,29.714,63.233,44.654,29.235,27.976
1281,8/25/2023 10:45:54 AM,53.643,28.818,29.641,63.090,43.392,29.308,27.844
1282,8/25/2023 10:45:55 AM,54.300,28.665,29.781,63.047,44.596,29.205,27.873
1283,8/25/2023 10:45:56 AM,53.427,28.686,29.773,62.990,44.813,29.264,27.918
1284,8/25/2023 10:45:57 AM,53.571,28.656,29.832,62.947,42.710,29.176,28.065
1285,8/25/2023 10:45:58 AM,54.075,28.656,29.714,62.895,42.600,29.226,27.953
1286,8/25/2023 10:45:59 AM,54.277,28.671,29.670,62.801,42.490,29.159,27.945
1287,8/25/2023 10:46:00 AM,53.931,28.848,29.802,62.649,42.278,29.107,27.981
1288,8/25/2023 10:46:01 AM,52.173,28.759,29.758,62.383,43.025,29.216,27.987
1289,8/25/2023 10:46:02 AM,51.827,28.715,29.596,62.332,42.857,29.222,28.023
1290,8/25/2023 10:46:03 AM,52.340,28.783,29.708,62.237,43.371,29.243,28.117
1291,8/25/2023 10:46:04 AM,51.971,28.701,29.685,62.229,43.726,29.279,28.050
1292,8/25/2023 10:46:05 AM,51.682,28.730,29.685,62.149,43.718,29.226,28.042
1293,8/25/2023 10:46:06 AM,51.085,28.621,29.678,62.141,43.390,29.174,27.945
1294,8/25/2023 10:46:07 AM,51.206,28.745,29.567,62.084,43.492,29.218,27.974
1295,8/25/2023 10:46:08 AM,51.616,28.692,29.750,61.969,42.926,29.159,28.004
1296,8/25/2023 10:46:09 AM,51.276,28.669,29.741,62.033,43.033,29.357,28.040
1297,8/25/2023 10:46:10 AM,50.792,28.734,29.733,61.932,43.353,29.254,28.172
1298,8/25/2023 10:46:11 AM,50.755,28.799,29.636,61.866,44.012,29.289,28.178
1299,8/25/2023 10:46:12 AM,50.992,28.688,29.687,61.987,42.567,29.237,28.214
1300,8/25/2023 10:46:13 AM,50.377,28.753,29.708,61.793,42.558,29.287,28.059
1301,8/25/2023 10:46:14 AM,50.406,28.797,29.664,61.856,42.681,29.147,28.080
1302,8/25/2023 10:46:15 AM,51.227,28.780,29.676,61.627,42.899,29.161,27.932
1303,8/25/2023 10:46:16 AM,50.786,28.787,29.712,61.598,43.262,29.250,28.183
1304,8/25/2023 10:46:17 AM,50.777,28.852,29.777,61.575,43.761,29.065,28.174
1305,8/25/2023 10:46:18 AM,50.979,28.749,29.586,61.495,43.071,29.174,28.033
1306,8/25/2023 10:46:19 AM,50.827,28.755,29.681,61.309,42.592,29.145,28.077
1307,8/25/2023 10:46:20 AM,50.155,28.776,29.599,61.415,42.816,29.371,28.054
1308,8/25/2023 10:46:21 AM,50.132,28.680,29.693,61.243,41.465,29.151,28.113
1309,8/25/2023 10:46:22 AM,50.629,28.848,29.714,61.243,42.177,29.224,28.099
1310,8/25/2023 10:46:23 AM,50.872,28.728,29.565,61.387,42.656,29.210,28.128
1311,8/25/2023 10:46:24 AM,51.087,28.755,29.666,61.301,42.816,29.268,28.084
1312,8/25/2023 10:46:25 AM,50.573,28.820,29.657,61.057,43.034,29.107,28.040
1313,8/25/2023 10:46:26 AM,50.652,28.797,29.708,61.100,42.133,29.283,28.084
1314,8/25/2023 10:46:27 AM,50.514,28.715,29.655,61.057,42.162,29.180,28.084
1315,8/25/2023 10:46:28 AM,50.470,28.804,29.697,60.977,42.183,29.201,28.164
1316,8/25/2023 10:46:29 AM,50.555,28.846,29.639,60.962,41.936,29.231,28.075
1317,8/25/2023 10:46:30 AM,50.417,28.837,29.733,60.919,41.427,29.069,28.002
1318,8/25/2023 10:46:31 AM,50.293,28.814,29.651,60.804,41.703,29.187,28.090
1319,8/25/2023 10:46:32 AM,50.833,28.865,29.716,60.704,41.674,29.098,28.061
1320,8/25/2023 10:46:33 AM,50.557,28.833,29.729,60.690,41.878,29.187,27.943
1321,8/25/2023 10:46:34 AM,50.629,28.760,29.729,60.653,41.666,29.164,28.038
1322,8/25/2023 10:46:35 AM,49.922,28.818,29.714,60.380,41.593,29.134,28.067
1323,8/25/2023 10:46:36 AM,50.311,28.818,29.655,60.308,42.131,29.149,28.038
1324,8/25/2023 10:46:37 AM,50.679,28.795,29.676,60.365,41.855,29.237,28.023
1325,8/25/2023 10:46:38 AM,51.002,28.728,29.653,60.265,41.506,29.164,28.052
1326,8/25/2023 10:46:39 AM,51.283,28.749,29.733,60.288,41.398,29.157,28.031
1327,8/25/2023 10:46:40 AM,51.621,28.608,29.695,60.187,40.904,29.113,28.090
1328,8/25/2023 10:46:41 AM,51.338,28.644,29.716,60.193,40.823,29.075,28.141
1329,8/25/2023 10:46:42 AM,51.382,28.615,29.628,59.984,41.135,29.126,28.117
1330,8/25/2023 10:46:43 AM,50.559,28.585,29.672,60.033,41.809,29.117,28.050
1331,8/25/2023 10:46:44 AM,49.851,28.659,29.599,59.890,41.882,29.147,28.050
1332,8/25/2023 10:46:45 AM,49.915,28.562,29.532,60.191,47.796,29.132,28.124
1333,8/25/2023 10:46:46 AM,49.193,28.577,29.517,59.996,43.486,29.168,28.071
1334,8/25/2023 10:46:47 AM,49.583,28.680,29.546,59.974,43.187,29.174,27.989
1335,8/25/2023 10:46:48 AM,49.302,28.629,29.555,59.715,41.967,29.233,28.019
1336,8/25/2023 10:46:49 AM,49.787,28.697,29.578,59.615,42.040,29.159,27.975
1337,8/25/2023 10:46:50 AM,49.969,28.617,29.454,59.600,41.444,29.174,28.004
1338,8/25/2023 10:46:51 AM,49.789,28.596,29.521,59.356,41.996,29.042,28.004
1339,8/25/2023 10:46:52 AM,50.070,28.734,29.513,59.399,42.243,29.189,28.033
1340,8/25/2023 10:46:53 AM,49.659,28.758,29.492,59.436,42.527,29.050,27.998
1341,8/25/2023 10:46:54 AM,49.255,28.758,29.536,59.487,42.971,29.235,28.021
1342,8/25/2023 10:46:55 AM,49.992,28.758,29.536,59.494,42.629,29.138,28.071
1343,8/25/2023 10:46:56 AM,50.396,28.581,29.506,59.580,42.164,29.006,28.115
1344,8/25/2023 10:46:57 AM,50.252,28.655,29.536,59.479,41.147,29.094,28.218
1345,8/25/2023 10:46:58 AM,50.980,28.646,29.630,59.514,41.357,29.189,28.078
1346,8/25/2023 10:46:59 AM,49.917,28.608,29.475,59.391,41.000,29.122,28.128
1347,8/25/2023 10:47:00 AM,49.447,28.732,29.525,59.340,41.718,29.304,28.149
1348,8/25/2023 10:47:01 AM,49.482,28.592,29.502,59.124,40.628,29.143,28.164
1349,8/25/2023 10:47:02 AM,49.092,28.665,29.635,59.067,41.020,29.143,28.120
1350,8/25/2023 10:47:03 AM,48.976,28.650,29.649,58.972,41.012,29.075,27.935
1351,8/25/2023 10:47:04 AM,48.404,28.657,29.597,58.913,41.432,29.206,28.050
1352,8/25/2023 10:47:05 AM,48.693,28.657,29.597,58.862,40.696,29.138,28.027
1353,8/25/2023 10:47:06 AM,48.896,28.554,29.626,58.667,40.630,29.086,28.033
1354,8/25/2023 10:47:07 AM,48.945,28.634,29.618,58.572,41.450,29.225,28.054
1355,8/25/2023 10:47:08 AM,48.968,28.495,29.553,58.759,40.927,29.180,28.010
1356,8/25/2023 10:47:09 AM,47.898,28.510,29.626,58.745,40.898,29.107,27.966
1357,8/25/2023 10:47:10 AM,48.563,28.598,29.597,58.650,40.904,29.260,28.134
1358,8/25/2023 10:47:11 AM,48.650,28.568,29.700,58.607,41.268,29.290,28.076
1359,8/25/2023 10:47:12 AM,48.014,28.642,29.656,58.556,41.245,29.134,28.141
1360,8/25/2023 10:47:13 AM,48.512,28.575,29.691,58.490,40.960,29.126,28.147
1361,8/25/2023 10:47:14 AM,48.888,28.575,29.632,58.461,40.931,29.199,28.103
1362,8/25/2023 10:47:15 AM,49.133,28.560,29.677,58.303,41.338,29.111,28.088
1363,8/25/2023 10:47:16 AM,49.435,28.543,29.748,58.274,41.178,29.067,28.147
1364,8/25/2023 10:47:17 AM,49.007,28.608,29.637,58.361,40.946,29.126,28.191
1365,8/25/2023 10:47:18 AM,48.745,28.577,29.620,58.209,40.937,29.162,28.124
1366,8/25/2023 10:47:19 AM,48.838,28.642,29.700,58.143,39.969,29.138,28.057
1367,8/25/2023 10:47:20 AM,49.090,28.722,29.735,58.129,40.085,29.212,28.218
1368,8/25/2023 10:47:21 AM,48.923,28.772,29.653,58.005,40.121,29.145,28.284
1369,8/25/2023 10:47:22 AM,48.842,28.690,29.807,58.005,40.673,29.233,28.166
1370,8/25/2023 10:47:23 AM,49.080,28.770,29.725,57.919,40.746,29.130,28.166
1371,8/25/2023 10:47:24 AM,48.846,28.768,29.811,57.891,39.655,29.115,28.240
1372,8/25/2023 10:47:25 AM,48.743,28.810,29.721,57.804,39.990,29.145,28.151
1373,8/25/2023 10:47:26 AM,48.691,28.817,29.756,57.819,40.892,29.145,28.107
1374,8/25/2023 10:47:27 AM,49.492,28.808,29.733,57.675,41.371,29.057,28.284
1375,8/25/2023 10:47:28 AM,49.802,28.888,29.740,57.776,41.270,29.115,28.107
1376,8/25/2023 10:47:29 AM,49.086,28.777,29.717,57.724,41.363,29.092,28.128
1377,8/25/2023 10:47:30 AM,48.948,28.798,29.752,57.624,41.930,29.092,28.113
1378,8/25/2023 10:47:31 AM,48.830,28.869,29.677,57.566,41.988,29.195,28.025
1379,8/25/2023 10:47:32 AM,48.524,28.970,29.675,57.480,41.857,29.136,27.966
1380,8/25/2023 10:47:33 AM,48.675,28.873,29.696,57.500,41.834,29.201,28.090
1381,8/25/2023 10:47:34 AM,48.667,28.909,29.717,57.550,41.172,29.237,28.111
1382,8/25/2023 10:47:35 AM,47.979,28.945,29.811,57.420,40.925,29.090,28.141
1383,8/25/2023 10:47:36 AM,47.681,28.863,29.714,57.248,41.099,29.164,28.097
1384,8/25/2023 10:47:37 AM,47.818,28.943,29.735,57.176,40.765,29.134,28.038
1385,8/25/2023 10:47:38 AM,48.764,28.846,29.786,57.291,40.576,29.208,28.067
1386,8/25/2023 10:47:39 AM,48.481,28.779,29.675,57.176,39.776,29.208,28.229
1387,8/25/2023 10:47:40 AM,48.661,29.006,29.828,57.096,39.636,29.155,28.176
1388,8/25/2023 10:47:41 AM,49.528,28.991,29.843,57.139,38.675,29.097,28.162
1389,8/25/2023 10:47:42 AM,49.600,28.962,29.754,57.131,39.380,29.147,28.124
1390,8/25/2023 10:47:43 AM,48.811,28.850,29.849,57.044,39.220,29.103,28.109
1391,8/25/2023 10:47:44 AM,48.161,28.894,29.775,56.923,38.092,29.082,28.103
1392,8/25/2023 10:47:45 AM,48.421,29.012,29.775,56.722,38.092,29.097,28.088
1393,8/25/2023 10:47:46 AM,48.002,28.924,29.834,56.635,38.427,29.082,28.029
1394,8/25/2023 10:47:47 AM,47.872,28.997,29.746,56.664,38.573,29.170,28.103
1395,8/25/2023 10:47:48 AM,48.031,28.894,29.673,56.613,39.817,29.132,28.212
1396,8/25/2023 10:47:49 AM,48.074,28.924,29.775,56.598,39.963,29.176,28.183
1397,8/25/2023 10:47:50 AM,47.973,28.880,29.864,56.506,40.597,29.082,28.118
1398,8/25/2023 10:47:51 AM,47.814,28.938,29.746,56.455,39.715,29.220,28.153
1399,8/25/2023 10:47:52 AM,47.611,28.968,29.864,56.857,40.719,29.103,28.153
1400,8/25/2023 10:47:53 AM,47.799,28.909,29.775,56.670,40.676,29.103,28.153
1401,8/25/2023 10:47:54 AM,47.785,28.953,29.805,56.677,41.104,29.094,28.042
1402,8/25/2023 10:47:55 AM,377.796,28.894,29.775,72.703,47.245,29.145,28.063
1403,8/25/2023 10:47:56 AM,297.030,28.850,29.878,72.193,56.439,29.166,28.040
1404,8/25/2023 10:47:57 AM,369.576,28.997,29.775,73.288,68.929,29.069,28.031
1405,8/25/2023 10:47:58 AM,742.182,28.997,29.717,151.143,770.269,29.187,28.046
1406,8/25/2023 10:47:59 AM,774.589,28.983,29.731,181.695,683.909,29.090,28.097
1407,8/25/2023 10:48:00 AM,823.722,28.953,29.775,228.689,710.475,29.082,28.162
1408,8/25/2023 10:48:01 AM,840.114,28.968,29.643,247.162,714.360,29.118,28.198
1409,8/25/2023 10:48:02 AM,861.405,29.027,29.805,272.310,718.005,29.139,28.116
1410,8/25/2023 10:48:03 AM,839.469,28.997,29.746,287.288,736.889,29.080,28.145
1411,8/25/2023 10:48:04 AM,832.196,28.909,29.746,292.997,744.808,29.036,28.116
1412,8/25/2023 10:48:05 AM,846.959,28.938,29.790,301.775,736.852,29.145,28.048
1413,8/25/2023 10:48:06 AM,865.745,28.997,29.687,307.837,738.134,29.151,28.143
1414,8/25/2023 10:48:07 AM,897.119,29.018,29.782,314.069,736.328,29.063,28.025
1415,8/25/2023 10:48:08 AM,877.123,28.989,29.723,317.852,767.224,29.158,28.076
1416,8/25/2023 10:48:09 AM,876.708,28.930,29.738,321.083,768.147,29.187,28.149
1417,8/25/2023 10:48:10 AM,877.375,28.945,29.782,323.775,776.387,29.046,28.141
1418,8/25/2023 10:48:11 AM,870.952,28.959,29.752,325.161,771.575,29.179,28.170
1419,8/25/2023 10:48:12 AM,888.378,28.974,29.694,329.471,749.099,29.193,28.126
1420,8/25/2023 10:48:13 AM,910.421,28.981,29.729,332.621,764.501,29.074,28.109
1421,8/25/2023 10:48:14 AM,892.670,28.987,29.706,334.809,801.798,29.139,28.057
1422,8/25/2023 10:48:15 AM,893.821,28.978,29.683,336.895,802.531,29.130,28.093
1423,8/25/2023 10:48:16 AM,880.303,28.970,29.733,337.187,768.531,29.166,28.040
1424,8/25/2023 10:48:17 AM,877.711,28.970,29.719,340.076,792.946,29.120,28.111
1425,8/25/2023 10:48:18 AM,865.133,28.918,29.696,339.255,801.480,29.229,28.074
1426,8/25/2023 10:48:19 AM,875.192,28.894,29.614,338.892,808.633,29.147,28.271
1427,8/25/2023 10:48:20 AM,873.837,28.930,29.650,336.989,784.902,29.183,28.072
1428,8/25/2023 10:48:21 AM,889.156,28.951,29.656,336.781,778.307,29.086,28.122
1429,8/25/2023 10:48:22 AM,916.859,28.978,29.595,339.699,781.662,29.202,28.017
1430,8/25/2023 10:48:23 AM,943.380,29.014,29.719,342.383,763.840,29.105,28.200
1431,8/25/2023 10:48:24 AM,925.076,28.888,29.799,342.645,731.333,29.273,28.177
1432,8/25/2023 10:48:25 AM,904.208,29.018,29.723,344.324,742.198,29.185,28.162
1433,8/25/2023 10:48:26 AM,889.974,28.907,29.847,338.878,637.674,29.103,28.124
1434,8/25/2023 10:48:27 AM,880.905,28.934,29.845,334.504,659.341,29.206,28.095
1435,8/25/2023 10:48:28 AM,869.979,28.976,29.784,332.286,606.683,29.286,28.219
1436,8/25/2023 10:48:29 AM,850.592,29.056,29.878,329.553,605.708,29.072,28.284
1437,8/25/2023 10:48:30 AM,843.974,28.981,29.788,328.939,599.920,29.027,28.152
1438,8/25/2023 10:48:31 AM,826.805,29.096,29.830,327.789,610.663,29.107,28.128
1439,8/25/2023 10:48:32 AM,825.026,29.117,29.763,325.063,591.859,29.196,28.202
1440,8/25/2023 10:48:33 AM,814.895,29.050,29.784,325.520,584.609,29.151,28.099
1441,8/25/2023 10:48:34 AM,810.608,28.977,29.732,325.812,598.195,29.158,28.076
1442,8/25/2023 10:48:35 AM,816.521,29.042,29.790,325.497,584.299,29.179,28.038
1443,8/25/2023 10:48:36 AM,823.591,29.071,29.732,325.775,612.962,29.179,28.067
1444,8/25/2023 10:48:37 AM,834.363,28.981,29.788,328.458,614.519,29.091,27.964
1445,8/25/2023 10:48:38 AM,826.140,29.075,29.824,329.357,622.633,29.193,28.067
1446,8/25/2023 10:48:39 AM,811.689,29.096,29.698,329.114,617.466,29.076,28.082
1447,8/25/2023 10:48:40 AM,820.443,29.006,29.769,329.471,599.532,29.164,27.994
1448,8/25/2023 10:48:41 AM,870.370,29.086,29.790,333.285,592.885,29.200,28.074
1449,8/25/2023 10:48:42 AM,908.027,28.989,29.797,339.348,592.261,29.147,27.933
1450,8/25/2023 10:48:43 AM,896.828,29.069,29.730,340.174,560.425,29.103,28.036
1451,8/25/2023 10:48:44 AM,918.469,29.105,29.795,344.900,556.763,29.118,28.036
1452,8/25/2023 10:48:45 AM,868.645,29.061,29.795,342.273,563.535,29.080,27.954
1453,8/25/2023 10:48:46 AM,848.911,29.082,29.786,338.328,613.836,29.242,28.057
1454,8/25/2023 10:48:47 AM,827.302,29.023,29.683,336.960,600.502,29.139,27.983
1455,8/25/2023 10:48:48 AM,864.870,29.140,29.757,339.160,593.407,29.101,27.901
1456,8/25/2023 10:48:49 AM,859.750,29.082,29.713,339.160,575.621,29.189,28.019
1457,8/25/2023 10:48:50 AM,841.050,29.199,29.727,337.936,587.178,29.189,28.004
1458,8/25/2023 10:48:51 AM,947.607,29.140,29.683,344.570,630.021,29.101,28.181
1459,8/25/2023 10:48:52 AM,937.687,29.185,29.801,346.215,584.484,29.139,28.086
1460,8/25/2023 10:48:53 AM,888.227,29.119,29.751,345.624,585.694,29.160,28.137
1461,8/25/2023 10:48:54 AM,857.694,29.046,29.751,341.246,562.512,29.240,28.143
1462,8/25/2023 10:48:55 AM,851.294,29.170,29.757,340.135,554.251,29.210,28.084
1463,8/25/2023 10:48:56 AM,844.089,29.170,29.816,339.116,572.557,29.173,28.076
1464,8/25/2023 10:48:57 AM,854.777,29.061,29.780,339.977,581.542,29.135,28.053
1465,8/25/2023 10:48:58 AM,870.108,29.119,29.765,341.449,571.422,29.185,28.089
1466,8/25/2023 10:48:59 AM,889.409,29.172,29.671,344.687,548.684,29.074,28.154
1467,8/25/2023 10:49:00 AM,900.341,29.128,29.774,346.812,570.148,29.124,28.160
1468,8/25/2023 10:49:01 AM,879.108,29.122,29.738,346.733,579.608,29.145,28.196
1469,8/25/2023 10:49:02 AM,876.273,29.071,29.776,346.725,565.196,29.122,28.143
1470,8/25/2023 10:49:03 AM,935.143,29.019,29.797,351.645,597.573,29.166,28.232
1471,8/25/2023 10:49:04 AM,1006.208,29.004,29.826,361.603,576.103,29.196,28.143
1472,8/25/2023 10:49:05 AM,1003.401,29.056,29.790,363.080,577.711,29.137,28.084
1473,8/25/2023 10:49:06 AM,931.727,29.042,29.776,358.125,595.388,29.166,28.187
1474,8/25/2023 10:49:07 AM,911.206,29.122,29.826,356.193,564.679,29.196,28.099
1475,8/25/2023 10:49:08 AM,876.501,29.077,29.841,352.149,568.530,29.217,28.032
1476,8/25/2023 10:49:09 AM,888.586,29.107,29.767,351.189,567.529,29.179,28.023
1477,8/25/2023 10:49:10 AM,889.863,29.033,29.782,351.445,570.675,29.223,28.038
1478,8/25/2023 10:49:11 AM,726.485,29.004,29.826,331.212,553.103,29.120,28.009
1479,8/25/2023 10:49:12 AM,606.303,29.054,29.906,301.924,356.058,29.105,27.965
1480,8/25/2023 10:49:13 AM,438.206,29.010,29.862,252.476,258.362,29.215,27.956
1481,8/25/2023 10:49:14 AM,384.150,29.054,29.847,235.161,171.837,29.059,28.051
1482,8/25/2023 10:49:15 AM,312.692,29.002,29.795,208.906,155.283,29.051,28.116
1483,8/25/2023 10:49:16 AM,277.072,29.017,29.839,191.383,149.675,29.131,27.916
1484,8/25/2023 10:49:17 AM,259.061,28.993,29.860,185.545,146.813,29.166,27.937
1485,8/25/2023 10:49:18 AM,233.833,28.979,30.021,177.106,130.928,29.063,27.923
1486,8/25/2023 10:49:19 AM,225.808,29.035,29.887,173.575,133.980,29.093,27.937
1487,8/25/2023 10:49:20 AM,215.735,28.983,29.923,168.086,132.782,29.070,27.958
1488,8/25/2023 10:49:21 AM,211.961,29.040,29.935,163.734,128.406,29.252,27.935
1489,8/25/2023 10:49:22 AM,205.542,28.987,29.898,162.001,124.581,29.156,27.956
1490,8/25/2023 10:49:23 AM,199.831,29.067,29.919,158.911,124.814,29.141,27.942
1491,8/25/2023 10:49:24 AM,198.258,29.117,29.940,157.368,129.335,29.200,28.015
1492,8/25/2023 10:49:25 AM,193.665,29.130,29.937,155.469,123.121,29.244,27.809
1493,8/25/2023 10:49:26 AM,191.113,29.099,29.921,154.119,120.379,29.215,27.897
1494,8/25/2023 10:49:27 AM,187.273,29.120,30.000,153.423,122.128,29.097,27.927
1495,8/25/2023 10:49:28 AM,184.288,29.132,29.954,151.704,123.924,29.126,27.897
1496,8/25/2023 10:49:29 AM,183.459,29.094,29.931,150.994,124.376,29.200,27.839
1497,8/25/2023 10:49:30 AM,183.600,29.086,30.040,149.416,124.587,29.118,27.889
1498,8/25/2023 10:49:31 AM,182.965,29.166,29.988,147.760,121.245,29.206,27.904
1499,8/25/2023 10:49:32 AM,183.478,29.143,30.009,146.873,125.230,29.192,27.904
1500,8/25/2023 10:49:33 AM,187.198,29.105,29.868,145.765,124.105,29.192,27.889
1501,8/25/2023 10:49:34 AM,184.580,29.111,29.948,145.077,125.733,29.154,27.954
1502,8/25/2023 10:49:35 AM,185.600,29.059,29.910,143.710,123.913,29.175,27.946
1503,8/25/2023 10:49:36 AM,184.965,29.153,29.946,143.223,120.864,29.101,27.887
1504,8/25/2023 10:49:37 AM,190.051,29.197,29.917,141.852,115.654,29.204,27.857
1505,8/25/2023 10:49:38 AM,188.380,29.168,29.975,140.923,115.015,29.175,27.813
1506,8/25/2023 10:49:39 AM,185.896,29.204,29.952,140.517,110.393,29.137,27.967
1507,8/25/2023 10:49:40 AM,183.457,29.137,29.944,139.670,109.967,29.101,27.872
1508,8/25/2023 10:49:41 AM,181.898,29.172,29.862,138.993,112.126,29.190,27.872
1509,8/25/2023 10:49:42 AM,181.919,29.149,29.868,137.948,111.024,29.072,27.872
1510,8/25/2023 10:49:43 AM,181.001,29.126,29.963,137.116,108.033,29.064,27.820
1511,8/25/2023 10:49:44 AM,180.709,29.074,29.910,136.786,109.952,29.190,27.857
1512,8/25/2023 10:49:45 AM,183.468,29.103,29.940,135.977,112.286,29.145,27.961
1513,8/25/2023 10:49:46 AM,182.633,29.176,29.954,135.580,114.768,29.145,27.975
1514,8/25/2023 10:49:47 AM,182.639,29.050,29.799,134.860,113.316,29.028,27.946
1515,8/25/2023 10:49:48 AM,179.887,29.204,29.894,134.067,109.170,29.042,27.887
1516,8/25/2023 10:49:49 AM,178.620,29.086,29.908,133.517,104.695,29.066,27.954
1517,8/25/2023 10:49:50 AM,178.918,29.130,29.850,132.798,108.006,29.110,28.042
1518,8/25/2023 10:49:51 AM,181.527,29.086,29.938,132.100,111.648,29.145,27.961
1519,8/25/2023 10:49:52 AM,184.047,29.174,29.908,131.675,114.375,29.116,27.872
1520,8/25/2023 10:49:53 AM,184.957,29.086,29.791,131.587,118.781,28.998,27.857
1521,8/25/2023 10:49:54 AM,184.196,29.071,29.791,131.036,118.409,29.093,27.790
1522,8/25/2023 10:49:55 AM,183.063,29.145,29.820,130.112,121.964,29.019,27.937
1523,8/25/2023 10:49:56 AM,182.914,29.145,29.835,129.907,120.113,29.078,27.923
1524,8/25/2023 10:49:57 AM,180.319,29.116,29.820,129.489,115.579,29.158,27.855
1525,8/25/2023 10:49:58 AM,181.124,29.101,29.805,128.953,110.550,29.091,27.891
1526,8/25/2023 10:49:59 AM,176.175,29.145,29.747,128.505,119.476,29.141,27.809
1527,8/25/2023 10:50:00 AM,172.986,29.160,29.703,128.351,121.231,29.059,27.889
1528,8/25/2023 10:50:01 AM,170.752,29.116,29.747,128.102,122.704,29.162,27.727
1529,8/25/2023 10:50:02 AM,168.363,29.109,29.726,127.596,123.527,29.066,27.866
1530,8/25/2023 10:50:03 AM,169.807,29.124,29.652,127.209,121.172,29.045,27.845
1531,8/25/2023 10:50:04 AM,172.130,29.139,29.799,127.107,117.052,29.133,27.771
1532,8/25/2023 10:50:05 AM,170.983,29.109,29.755,127.274,113.411,29.154,27.895
1533,8/25/2023 10:50:06 AM,168.646,29.065,29.770,127.075,102.291,28.984,28.019
1534,8/25/2023 10:50:07 AM,168.973,29.124,29.711,127.251,103.503,29.116,27.843
1535,8/25/2023 10:50:08 AM,168.312,29.103,29.675,126.915,100.763,29.057,27.828
1536,8/25/2023 10:50:09 AM,167.002,29.191,29.705,126.476,102.724,29.160,27.843
1537,8/25/2023 10:50:10 AM,165.737,29.015,29.734,126.190,105.112,29.049,27.761
1538,8/25/2023 10:50:11 AM,163.477,29.147,29.646,125.897,101.937,29.137,27.820
1539,8/25/2023 10:50:12 AM,163.394,29.139,29.667,125.246,102.130,29.085,27.959
1540,8/25/2023 10:50:13 AM,162.056,29.433,29.755,125.083,100.759,29.141,28.045
1541,8/25/2023 10:50:14 AM,162.026,29.433,29.740,124.870,99.324,29.104,27.933
1542,8/25/2023 10:50:15 AM,164.063,29.433,29.770,125.148,100.693,28.986,27.904
1543,8/25/2023 10:50:16 AM,163.810,29.168,29.814,125.271,94.337,28.963,28.013
1544,8/25/2023 10:50:17 AM,162.695,29.124,29.696,125.248,89.460,29.087,27.902
1545,8/25/2023 10:50:18 AM,164.685,29.151,29.694,125.079,88.691,29.240,28.070
1546,8/25/2023 10:50:19 AM,166.269,29.202,29.833,124.793,91.281,29.143,27.944
1547,8/25/2023 10:50:20 AM,165.591,29.370,29.854,124.866,97.664,29.129,27.929
1548,8/25/2023 10:50:21 AM,166.951,29.567,29.934,124.887,97.771,29.150,27.950
1549,8/25/2023 10:50:22 AM,166.437,29.456,29.764,124.995,101.004,29.112,27.868
1550,8/25/2023 10:50:23 AM,166.488,29.345,29.829,124.937,105.666,29.186,27.898
1551,8/25/2023 10:50:24 AM,167.298,29.674,29.835,124.330,103.101,29.074,27.889
1552,8/25/2023 10:50:25 AM,166.626,29.790,29.892,123.862,103.087,29.104,27.816
1553,8/25/2023 10:50:26 AM,164.229,29.758,29.845,123.235,99.958,29.030,27.845
1554,8/25/2023 10:50:27 AM,164.807,29.800,29.858,122.228,94.719,29.045,27.845
1555,8/25/2023 10:50:28 AM,164.307,29.836,29.894,121.892,86.034,29.177,27.830
1556,8/25/2023 10:50:29 AM,161.697,29.798,30.003,121.665,84.765,29.198,27.822
1557,8/25/2023 10:50:30 AM,156.862,29.834,29.862,121.461,81.584,29.095,27.675
1558,8/25/2023 10:50:31 AM,153.576,29.678,29.957,121.365,83.381,29.160,27.902
1559,8/25/2023 10:50:32 AM,153.589,29.750,29.940,121.038,84.478,29.110,27.881
1560,8/25/2023 10:50:33 AM,155.849,29.741,29.990,120.688,85.209,29.139,27.925
1561,8/25/2023 10:50:34 AM,156.663,29.842,29.974,120.216,84.515,29.104,27.933
1562,8/25/2023 10:50:35 AM,157.026,29.731,29.995,120.033,83.776,29.051,27.999
1563,8/25/2023 10:50:36 AM,160.224,29.561,30.030,119.989,82.587,29.036,27.925
1564,8/25/2023 10:50:37 AM,159.883,29.414,30.001,119.916,83.031,29.095,27.999
