Device: DAQ 2
Serial Number: 2109C4B
Channel Count: 8
Sample Count: 26638
Start Time: 6/30/2023 8:49:18 AM
Scan Rate: 1
Sample,Date/Time,TC26 (°C),TC32 (°C),TC29 (°C),TC35 (°C),TC44 (°C),TC34 (°C),TC42 (°C),TC33 (°C)
0,6/30/2023 8:49:18 AM,28.753,29.933,27.261,30.554,31.454,32.901,31.590,30.789
1,6/30/2023 8:49:19 AM,28.759,30.042,27.164,30.663,31.528,33.018,31.604,30.789
2,6/30/2023 8:49:20 AM,28.767,30.007,27.261,30.554,31.586,33.296,31.604,30.848
3,6/30/2023 8:49:21 AM,28.694,29.992,27.187,30.598,31.542,33.501,31.678,30.877
4,6/30/2023 8:49:22 AM,28.664,29.948,27.261,30.730,31.593,33.712,31.757,30.928
5,6/30/2023 8:49:23 AM,28.717,29.942,27.137,30.782,31.454,33.925,31.707,30.863
6,6/30/2023 8:49:24 AM,28.702,29.942,27.269,30.885,31.601,34.262,31.634,30.921
7,6/30/2023 8:49:25 AM,28.643,30.015,27.181,30.812,31.490,34.722,31.831,30.898
8,6/30/2023 8:49:26 AM,28.688,30.015,27.299,30.914,31.607,35.380,31.801,30.957
9,6/30/2023 8:49:27 AM,28.702,29.986,27.196,30.914,31.578,35.832,31.889,31.045
10,6/30/2023 8:49:28 AM,28.709,29.948,27.290,30.965,31.519,36.665,31.845,31.148
11,6/30/2023 8:49:29 AM,28.767,29.992,27.334,30.906,31.613,37.094,31.925,31.183
12,6/30/2023 8:49:30 AM,28.694,29.963,27.246,30.862,31.672,38.173,31.998,31.286
13,6/30/2023 8:49:31 AM,28.738,30.007,27.172,31.023,31.664,39.345,31.946,31.454
14,6/30/2023 8:49:32 AM,28.627,29.998,27.164,31.044,31.737,39.971,32.180,31.630
15,6/30/2023 8:49:33 AM,28.700,30.013,27.252,31.132,31.758,41.141,32.289,31.768
16,6/30/2023 8:49:34 AM,28.671,29.954,27.370,31.323,31.831,41.752,32.289,32.105
17,6/30/2023 8:49:35 AM,28.730,30.057,27.208,31.367,31.861,43.320,32.406,32.413
