Device: DAQ 3
Serial Number: 2109C4C
Channel Count: 8
Sample Count: 23563
Start Time: 7/9/2023 9:43:25.7 AM
Scan Rate: 2
Sample,Date/Time,TC24 (°C),TC27 (°C),TC19 (°C),TC20 (°C),TC45 (°C),TC43 (°C),TC31 (°C),TC25 (°C)
0,7/9/2023 9:43:25.7 AM,-43553800.000,28.228,29.717,51.047,34.130,33.070,29.116,28.387
1,7/9/2023 9:43:26.2 AM,-43557680.000,28.178,29.755,51.069,34.180,33.106,29.005,28.438
2,7/9/2023 9:43:26.7 AM,-43566672.000,28.251,29.828,50.997,34.253,33.106,29.005,28.555
3,7/9/2023 9:43:27.2 AM,-44020964.000,28.245,29.763,50.991,34.157,33.024,29.114,28.459
4,7/9/2023 9:43:27.7 AM,-44302320.000,28.245,29.807,51.063,34.157,33.039,29.129,28.459
5,7/9/2023 9:43:28.2 AM,-44682072.000,28.207,29.813,51.040,34.149,33.074,29.091,28.392
6,7/9/2023 9:43:28.7 AM,-44682072.000,28.236,29.769,51.040,34.120,33.104,29.076,28.524
7,7/9/2023 9:43:29.2 AM,-44788256.000,28.302,29.761,51.003,34.266,33.104,29.076,28.539
8,7/9/2023 9:43:29.7 AM,-45101592.000,28.302,29.849,51.003,34.193,33.206,29.091,28.553
9,7/9/2023 9:43:30.2 AM,-45625904.000,28.236,29.740,50.983,34.199,33.095,29.009,28.560
10,7/9/2023 9:43:30.7 AM,-45925584.000,28.295,29.740,51.069,34.287,33.066,29.112,28.471
11,7/9/2023 9:43:31.2 AM,-45925584.000,28.236,29.784,51.055,34.205,33.072,29.133,28.566
12,7/9/2023 9:43:31.7 AM,-46000776.000,28.222,29.755,51.069,34.162,33.146,29.133,28.551
13,7/9/2023 9:43:32.2 AM,-46226980.000,28.222,29.843,51.069,34.270,33.166,29.081,28.425
14,7/9/2023 9:43:32.7 AM,-46672832.000,28.295,29.725,51.040,34.270,33.152,29.139,28.425
15,7/9/2023 9:43:33.2 AM,-46830840.000,28.243,29.732,51.061,34.277,33.202,29.190,28.579
16,7/9/2023 9:43:33.7 AM,-46830840.000,28.184,29.849,50.989,34.291,33.202,29.175,28.505
17,7/9/2023 9:43:34.2 AM,-46783120.000,28.272,29.790,51.047,34.356,33.223,29.181,28.409
18,7/9/2023 9:43:34.7 AM,-47175912.000,28.272,29.835,51.047,34.254,33.121,29.152,28.482
19,7/9/2023 9:43:35.2 AM,-47358908.000,28.228,29.776,50.989,34.260,33.215,29.188,28.488
20,7/9/2023 9:43:35.7 AM,-47755920.000,28.213,29.776,51.061,34.260,33.171,29.114,28.591
21,7/9/2023 9:43:36.2 AM,-47755920.000,28.257,29.790,51.061,34.369,33.177,29.121,28.495
22,7/9/2023 9:43:36.7 AM,-48332296.000,28.272,29.790,51.061,34.325,33.133,29.091,28.539
23,7/9/2023 9:43:37.2 AM,-48831208.000,28.278,29.900,51.038,34.331,33.271,29.112,28.575
24,7/9/2023 9:43:37.7 AM,-49179120.000,28.249,29.885,51.009,34.302,33.227,29.127,28.575
