"Model #","Serial #","Date","Time","Data","Units","Scale","F","I","V","D","M","T"
44,27202,04/26/2020,13:05:00,988.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:10:00,983,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:15:00,978.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:20:00,1001,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:25:00,1001,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:30:00,988,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:35:00,920,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:40:00,979,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:45:00,985,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:50:00,995,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,13:55:00,961,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:00:00,840.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:05:00,814,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:10:00,840,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:15:00,787,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:20:00,743,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:25:00,740,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:30:00,720.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:35:00,779.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:40:00,787.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:45:00,862.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:50:00,868.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,14:55:00,882,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:00:00,823,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:05:00,841,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:10:00,781.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:15:00,766.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:20:00,720.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:25:00,758,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:30:00,769.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:35:00,781.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:40:00,684.3,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:45:00,717.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:50:00,786,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,15:55:00,746.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:00:00,732,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:05:00,692,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:10:00,719,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:15:00,503.2,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:20:00,609,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:25:00,547.4,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:30:00,445,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:35:00,297.1,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:40:00,163,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:45:00,144,"W/m² ",1.00," "," "," "," "," "," "
44,27202,04/26/2020,16:50:01,117.3,"W/m² ",1.00," "," "," "," "," "," "
