Device: DAQ 2
Serial Number: 2109C4B
Channel Count: 8
Sample Count: 26551
Start Time: 7/8/2023 10:44:33 AM
Scan Rate: 1
Sample,Date/Time,TC26 (°C),TC32 (°C),TC29 (°C),TC35 (°C),TC44 (°C),TC34 (°C),TC42 (°C),TC33 (°C)
0,7/8/2023 10:44:33 AM,204.073,500.913,77.579,478.435,613.721,363.707,559.225,32.048
1,7/8/2023 10:44:34 AM,204.058,501.165,77.622,478.667,613.775,364.344,559.517,32.778
2,7/8/2023 10:44:35 AM,203.992,501.005,77.487,478.908,613.691,364.572,559.754,33.027
3,7/8/2023 10:44:36 AM,204.051,501.244,77.487,479.055,613.613,365.101,559.746,33.297
4,7/8/2023 10:44:37 AM,204.015,500.929,77.552,479.163,613.557,365.300,559.537,33.532
5,7/8/2023 10:44:38 AM,204.000,501.153,77.452,478.913,612.469,365.192,557.600,33.567
6,7/8/2023 10:44:39 AM,204.143,501.077,77.474,477.464,611.184,363.695,555.439,33.808
7,7/8/2023 10:44:40 AM,204.181,501.268,77.368,475.819,608.055,362.785,550.308,34.157
8,7/8/2023 10:44:41 AM,204.291,501.554,77.302,475.056,606.603,360.592,546.177,34.631
9,7/8/2023 10:44:42 AM,204.389,501.029,77.425,474.041,605.258,358.589,544.863,34.953
10,7/8/2023 10:44:43 AM,204.464,501.744,77.397,473.997,605.061,357.979,544.388,34.587
11,7/8/2023 10:44:44 AM,204.300,501.899,77.282,473.743,604.867,356.675,544.278,33.799
12,7/8/2023 10:44:45 AM,203.928,501.478,77.239,473.896,605.133,356.461,544.823,33.624
13,7/8/2023 10:44:46 AM,203.719,501.562,76.895,473.924,605.436,355.715,545.125,33.398
14,7/8/2023 10:44:47 AM,203.862,501.668,76.746,473.109,604.931,355.133,543.405,33.134
15,7/8/2023 10:44:48 AM,204.130,501.808,76.632,472.210,602.296,353.400,539.240,32.607
16,7/8/2023 10:44:49 AM,204.040,501.584,76.488,470.127,600.579,351.274,536.576,33.170
17,7/8/2023 10:44:50 AM,204.353,502.327,76.531,468.441,597.331,350.154,532.327,33.626
18,7/8/2023 10:44:51 AM,204.213,502.321,76.568,467.651,596.111,348.288,530.941,34.077
19,7/8/2023 10:44:52 AM,203.936,502.524,76.531,466.508,594.030,347.555,528.527,33.469
20,7/8/2023 10:44:53 AM,204.493,501.744,76.165,466.251,593.224,346.323,528.030,33.168
21,7/8/2023 10:44:54 AM,204.523,502.291,76.137,465.957,592.544,345.930,528.092,33.130
22,7/8/2023 10:44:55 AM,204.538,501.969,76.108,465.871,592.242,345.795,528.797,33.254
23,7/8/2023 10:44:56 AM,204.559,502.101,75.914,465.877,592.296,345.480,529.089,33.105
24,7/8/2023 10:44:57 AM,204.929,502.155,76.012,465.747,591.960,345.323,529.634,32.944
25,7/8/2023 10:44:58 AM,205.123,502.099,76.084,465.418,591.722,344.868,528.683,32.153
26,7/8/2023 10:44:59 AM,205.153,502.309,76.141,464.655,590.434,344.711,528.096,32.109
27,7/8/2023 10:45:00 AM,205.382,502.357,76.176,464.858,590.916,344.845,529.542,31.397
28,7/8/2023 10:45:01 AM,205.404,502.518,76.239,465.131,591.226,344.692,529.950,31.501
29,7/8/2023 10:45:02 AM,205.627,502.616,76.354,464.202,590.450,344.244,528.965,31.231
30,7/8/2023 10:45:03 AM,204.832,502.540,76.347,463.818,589.576,343.341,527.966,31.357
31,7/8/2023 10:45:04 AM,204.623,502.666,76.204,463.639,588.877,343.298,527.462,31.342
32,7/8/2023 10:45:05 AM,204.481,502.336,75.938,463.797,589.486,343.364,528.407,31.277
33,7/8/2023 10:45:06 AM,204.481,502.350,75.652,463.994,589.718,343.599,528.849,31.359
34,7/8/2023 10:45:07 AM,204.549,502.414,75.460,463.933,590.074,343.705,529.386,31.644
35,7/8/2023 10:45:08 AM,204.861,502.063,75.388,463.503,589.786,343.669,528.917,32.486
36,7/8/2023 10:45:09 AM,204.891,501.993,75.446,461.326,587.219,343.193,524.393,32.655
37,7/8/2023 10:45:10 AM,204.989,501.847,75.425,459.873,584.904,341.265,517.376,32.663
38,7/8/2023 10:45:11 AM,204.878,501.728,75.319,457.125,580.077,338.602,514.380,32.195
39,7/8/2023 10:45:12 AM,205.206,502.345,75.075,455.135,575.937,337.263,509.464,32.092
40,7/8/2023 10:45:13 AM,205.227,502.071,75.067,454.133,574.307,334.932,507.747,31.820
41,7/8/2023 10:45:14 AM,205.323,501.558,75.116,452.439,571.035,333.877,504.706,31.673
42,7/8/2023 10:45:15 AM,205.353,501.516,74.873,451.690,569.469,331.739,502.168,31.702
43,7/8/2023 10:45:16 AM,205.501,501.797,74.744,450.301,566.539,329.890,501.066,31.489
44,7/8/2023 10:45:17 AM,205.701,502.097,74.693,449.546,563.771,328.821,498.916,31.591
45,7/8/2023 10:45:18 AM,205.722,501.346,74.685,447.884,562.191,326.880,497.693,31.885
46,7/8/2023 10:45:19 AM,205.907,501.001,74.648,446.547,559.492,326.007,495.717,31.912
47,7/8/2023 10:45:20 AM,206.048,501.638,74.855,445.936,558.288,324.435,494.919,31.778
48,7/8/2023 10:45:21 AM,206.046,501.594,74.838,444.740,555.996,323.649,493.574,31.675
49,7/8/2023 10:45:22 AM,206.447,501.216,74.867,444.108,553.695,322.284,491.974,31.652
50,7/8/2023 10:45:23 AM,206.566,501.440,75.110,442.833,552.725,320.963,491.198,31.397
51,7/8/2023 10:45:24 AM,206.581,501.272,75.253,441.838,550.760,320.426,490.127,31.462
52,7/8/2023 10:45:25 AM,206.685,501.496,75.482,441.232,549.852,319.268,489.581,31.256
53,7/8/2023 10:45:26 AM,206.522,501.300,75.511,440.197,547.965,318.568,488.391,30.625
54,7/8/2023 10:45:27 AM,206.403,501.356,75.654,439.590,546.909,317.344,486.902,30.632
55,7/8/2023 10:45:28 AM,206.358,501.272,75.669,438.360,544.994,315.971,486.046,30.896
56,7/8/2023 10:45:29 AM,206.477,501.033,75.626,437.220,542.897,315.198,484.464,31.028
57,7/8/2023 10:45:30 AM,206.433,501.146,75.840,436.562,541.885,313.932,483.670,31.300
58,7/8/2023 10:45:31 AM,206.554,500.867,75.785,435.400,539.858,313.403,482.153,31.154
59,7/8/2023 10:45:32 AM,206.628,501.189,75.842,434.798,538.873,312.452,481.360,29.914
60,7/8/2023 10:45:33 AM,206.569,500.713,75.900,433.589,536.908,312.014,479.797,29.612
61,7/8/2023 10:45:34 AM,206.182,500.488,75.785,432.465,534.965,311.828,478.410,29.230
62,7/8/2023 10:45:35 AM,206.003,499.640,75.542,431.804,534.034,311.361,477.834,29.559
63,7/8/2023 10:45:36 AM,205.557,499.865,75.384,430.668,532.160,311.333,476.764,29.559
64,7/8/2023 10:45:37 AM,205.066,499.498,75.184,430.092,531.225,310.776,476.072,29.958
65,7/8/2023 10:45:38 AM,204.747,499.581,75.020,429.032,529.359,310.441,474.364,30.392
66,7/8/2023 10:45:39 AM,204.568,499.494,74.734,428.486,527.633,309.417,472.581,30.445
67,7/8/2023 10:45:40 AM,204.747,500.061,74.519,427.502,526.849,307.711,472.032,30.988
68,7/8/2023 10:45:41 AM,204.985,498.913,74.419,426.529,525.065,307.101,470.611,31.214
69,7/8/2023 10:45:42 AM,205.089,499.071,74.118,425.956,524.266,305.909,469.927,31.168
70,7/8/2023 10:45:43 AM,205.312,498.971,73.918,425.056,522.749,305.070,468.572,31.015
71,7/8/2023 10:45:44 AM,205.997,498.255,73.660,424.666,521.985,303.742,467.598,31.168
72,7/8/2023 10:45:45 AM,206.154,498.749,73.697,423.771,520.446,302.350,466.966,31.168
73,7/8/2023 10:45:46 AM,206.118,498.450,73.719,422.822,518.858,301.754,465.881,31.015
74,7/8/2023 10:45:47 AM,206.007,498.775,73.756,422.324,518.136,300.741,465.285,30.831
75,7/8/2023 10:45:48 AM,206.073,498.490,73.762,421.544,516.681,300.094,464.375,30.743
76,7/8/2023 10:45:49 AM,206.549,497.942,73.762,421.119,516.037,299.074,463.844,30.508
77,7/8/2023 10:45:50 AM,206.535,497.157,73.848,420.277,514.637,298.528,462.875,29.906
78,7/8/2023 10:45:51 AM,207.040,497.757,74.006,419.505,513.194,297.751,461.966,30.053
79,7/8/2023 10:45:52 AM,207.011,497.118,74.321,419.024,512.502,296.997,461.485,30.766
80,7/8/2023 10:45:53 AM,207.011,497.221,74.429,418.301,511.226,296.535,460.622,31.057
81,7/8/2023 10:45:54 AM,207.153,496.965,74.910,417.875,510.513,295.803,460.153,31.397
82,7/8/2023 10:45:55 AM,207.251,496.496,75.053,417.130,509.267,295.472,459.197,31.455
83,7/8/2023 10:45:56 AM,207.251,496.552,75.368,416.705,508.034,294.681,458.275,31.265
84,7/8/2023 10:45:57 AM,207.331,496.635,75.546,415.980,507.249,293.961,457.854,31.279
85,7/8/2023 10:45:58 AM,207.302,496.650,75.789,415.206,506.044,293.644,456.983,31.177
86,7/8/2023 10:45:59 AM,207.317,496.345,76.018,414.841,505.453,293.066,456.635,31.189
87,7/8/2023 10:46:00 AM,207.138,495.760,76.204,414.150,504.276,292.821,455.958,31.263
88,7/8/2023 10:46:01 AM,206.945,495.771,76.190,413.813,503.665,292.295,455.195,31.401
89,7/8/2023 10:46:02 AM,206.921,495.608,76.268,413.144,502.563,291.869,454.726,32.052
90,7/8/2023 10:46:03 AM,206.951,495.435,76.439,412.411,501.470,291.581,454.021,32.404
91,7/8/2023 10:46:04 AM,207.091,495.084,76.575,412.109,500.854,291.050,453.535,32.978
92,7/8/2023 10:46:05 AM,206.934,494.869,76.652,411.368,499.754,290.673,452.846,33.049
93,7/8/2023 10:46:06 AM,207.030,494.901,76.716,411.022,499.243,290.183,452.509,33.224
94,7/8/2023 10:46:07 AM,206.822,494.082,76.930,410.413,498.163,289.641,451.731,33.626
95,7/8/2023 10:46:08 AM,206.620,493.983,76.908,409.690,497.101,289.419,451.010,33.459
96,7/8/2023 10:46:09 AM,206.605,493.181,76.822,409.421,496.612,289.038,450.545,33.613
97,7/8/2023 10:46:10 AM,206.560,493.113,76.822,408.759,495.497,288.728,449.806,33.563
98,7/8/2023 10:46:11 AM,206.501,492.926,76.665,408.477,494.909,288.370,449.473,32.833
99,7/8/2023 10:46:12 AM,206.664,492.898,76.607,407.900,494.003,288.191,448.792,31.889
100,7/8/2023 10:46:13 AM,206.635,493.113,76.722,407.194,492.957,287.822,448.043,32.027
101,7/8/2023 10:46:14 AM,206.932,492.534,76.722,407.039,492.405,287.534,447.723,31.807
102,7/8/2023 10:46:15 AM,207.036,492.185,76.922,406.418,491.456,287.333,447.136,31.839
103,7/8/2023 10:46:16 AM,206.953,491.949,77.057,406.128,491.029,286.937,446.850,32.419
104,7/8/2023 10:46:17 AM,206.968,491.546,77.100,405.609,490.132,286.837,446.300,32.638
105,7/8/2023 10:46:18 AM,206.864,491.258,77.086,405.382,489.620,286.634,445.625,33.268
106,7/8/2023 10:46:19 AM,206.760,490.964,77.186,404.875,488.718,286.245,445.416,33.590
107,7/8/2023 10:46:20 AM,206.915,491.114,77.221,404.401,487.833,286.063,444.805,33.904
108,7/8/2023 10:46:21 AM,206.773,489.989,77.270,404.195,487.391,285.665,444.491,34.642
109,7/8/2023 10:46:22 AM,206.936,490.472,77.284,403.617,486.496,285.463,444.142,34.686
110,7/8/2023 10:46:23 AM,207.085,490.151,77.442,403.492,486.160,285.378,443.916,33.283
111,7/8/2023 10:46:24 AM,206.958,489.094,77.434,403.115,485.381,285.566,443.748,32.331
112,7/8/2023 10:46:25 AM,207.002,488.822,77.362,403.186,485.218,285.746,444.874,31.912
113,7/8/2023 10:46:26 AM,207.100,487.994,77.370,403.476,485.389,286.690,445.948,30.877
114,7/8/2023 10:46:27 AM,207.040,488.199,77.442,403.873,485.927,287.109,447.771,30.627
115,7/8/2023 10:46:28 AM,207.026,488.580,77.370,403.857,486.011,287.807,448.374,31.103
116,7/8/2023 10:46:29 AM,207.077,486.782,77.348,404.427,486.481,288.333,450.163,31.770
117,7/8/2023 10:46:30 AM,207.055,486.648,77.399,406.691,489.009,290.683,456.194,31.960
118,7/8/2023 10:46:31 AM,207.094,486.463,77.507,408.897,491.461,295.982,462.020,32.180
119,7/8/2023 10:46:32 AM,206.960,486.601,77.593,413.983,498.472,299.175,476.102,32.121
120,7/8/2023 10:46:33 AM,207.034,486.200,77.679,416.248,501.856,305.204,482.260,32.310
121,7/8/2023 10:46:34 AM,207.117,486.031,77.630,419.730,507.335,307.898,491.134,32.205
122,7/8/2023 10:46:35 AM,207.310,485.727,77.716,421.137,509.633,312.597,497.188,32.161
123,7/8/2023 10:46:36 AM,207.370,485.616,77.845,423.514,513.631,316.625,499.360,32.124
124,7/8/2023 10:46:37 AM,207.206,485.572,77.888,425.470,517.165,318.490,502.759,32.174
125,7/8/2023 10:46:38 AM,207.087,484.952,77.787,426.353,518.747,321.749,504.203,32.350
126,7/8/2023 10:46:39 AM,206.932,484.601,77.753,428.132,521.769,323.221,506.642,32.570
127,7/8/2023 10:46:40 AM,207.297,484.182,77.517,428.826,522.945,326.334,507.735,33.024
128,7/8/2023 10:46:41 AM,207.402,483.752,77.460,430.360,525.471,327.683,509.817,33.910
129,7/8/2023 10:46:42 AM,206.807,484.929,77.775,431.875,527.659,329.216,512.512,34.502
130,7/8/2023 10:46:43 AM,206.970,483.334,77.675,432.492,528.786,330.922,511.820,34.188
131,7/8/2023 10:46:44 AM,206.643,484.198,77.446,433.334,531.989,331.107,511.792,34.744
132,7/8/2023 10:46:45 AM,206.955,484.015,77.174,433.786,533.387,331.849,511.988,35.241
133,7/8/2023 10:46:46 AM,207.336,483.312,77.296,434.552,536.415,331.757,511.519,35.571
134,7/8/2023 10:46:47 AM,207.648,482.904,77.354,435.127,539.247,331.737,510.071,33.912
135,7/8/2023 10:46:48 AM,207.508,482.900,77.376,435.415,540.743,331.723,510.029,32.580
136,7/8/2023 10:46:49 AM,207.835,483.212,77.405,436.256,543.275,331.910,511.193,32.626
137,7/8/2023 10:46:50 AM,207.827,482.237,77.554,436.809,544.477,332.395,512.090,32.010
138,7/8/2023 10:46:51 AM,207.582,482.540,77.562,437.547,546.951,332.666,513.182,32.054
139,7/8/2023 10:46:52 AM,207.552,481.100,77.362,437.759,548.119,333.472,513.470,32.444
140,7/8/2023 10:46:53 AM,207.419,481.360,77.433,438.390,550.599,333.877,513.364,33.256
141,7/8/2023 10:46:54 AM,207.300,481.728,77.348,439.397,552.194,333.252,512.260,33.492
142,7/8/2023 10:46:55 AM,207.270,480.424,77.104,439.791,553.117,332.768,511.895,33.770
143,7/8/2023 10:46:56 AM,207.767,480.453,77.125,440.543,554.758,332.602,511.663,33.820
144,7/8/2023 10:46:57 AM,208.228,480.529,77.067,440.895,555.750,332.488,511.972,33.352
145,7/8/2023 10:46:58 AM,208.279,480.604,77.417,441.165,557.685,332.694,513.378,32.567
146,7/8/2023 10:46:59 AM,207.907,480.620,77.546,441.558,559.382,332.914,514.826,32.398
147,7/8/2023 10:47:00 AM,207.550,481.234,77.317,441.799,560.341,333.222,515.254,32.010
