Device: DAQ1
Serial Number: 2135CBB
Channel Count: 8
Sample Count: 26551
Start Time: 7/8/2023 10:44:33 AM
Scan Rate: 1
Sample,Date/Time,TC37 (°C),TC41 (°C),TC36 (°C),TC39 (°C),TC21 (°C),TC30 (°C),TC28 (°C),TC23 (°C)
0,7/8/2023 10:44:33 AM,24.148,657.063,108.738,522.194,27.460,23.505,22.981,161.419
1,7/8/2023 10:44:34 AM,24.243,657.465,108.773,522.438,27.505,23.609,22.966,161.479
2,7/8/2023 10:44:35 AM,-11.799,657.499,107.607,522.388,27.622,23.476,22.981,161.449
3,7/8/2023 10:44:36 AM,-32.586,657.731,107.686,522.226,27.711,23.579,22.966,161.464
4,7/8/2023 10:44:37 AM,39.914,657.788,107.700,521.806,27.770,23.565,23.055,161.449
5,7/8/2023 10:44:38 AM,35.977,657.547,107.758,521.037,27.829,23.550,22.789,161.494
6,7/8/2023 10:44:39 AM,39.783,655.614,107.613,517.971,27.902,23.653,22.819,161.583
7,7/8/2023 10:44:40 AM,39.818,654.166,107.808,516.115,27.990,23.727,22.700,161.568
8,7/8/2023 10:44:41 AM,43.089,651.345,107.750,513.609,27.946,23.594,22.774,161.538
9,7/8/2023 10:44:42 AM,44.685,649.229,107.764,514.897,27.976,23.712,22.804,161.613
10,7/8/2023 10:44:43 AM,49.461,648.933,107.808,515.107,27.976,23.727,22.774,161.628
11,7/8/2023 10:44:44 AM,45.917,648.454,107.851,515.625,28.152,23.742,22.641,161.746
12,7/8/2023 10:44:45 AM,66.708,648.333,107.727,515.982,28.505,23.757,22.759,161.880
13,7/8/2023 10:44:46 AM,47.420,648.452,107.878,516.996,28.800,23.550,22.641,161.999
14,7/8/2023 10:44:47 AM,47.268,648.120,107.899,516.778,29.226,23.727,22.804,162.088
15,7/8/2023 10:44:48 AM,33.903,645.997,108.050,514.263,29.314,23.668,22.892,162.118
16,7/8/2023 10:44:49 AM,50.497,642.687,108.223,510.188,29.373,23.668,22.774,162.133
17,7/8/2023 10:44:50 AM,3.840,641.053,108.035,508.422,29.314,23.638,22.789,162.237
18,7/8/2023 10:44:51 AM,-28.681,638.609,107.897,506.200,29.432,23.372,22.715,162.148
19,7/8/2023 10:44:52 AM,45.752,637.475,107.975,505.211,29.270,23.106,22.523,162.177
20,7/8/2023 10:44:53 AM,38.187,635.779,108.980,504.011,29.285,23.077,22.316,162.281
21,7/8/2023 10:44:54 AM,45.981,635.053,109.203,503.933,29.226,23.210,22.256,162.281
22,7/8/2023 10:44:55 AM,51.893,635.011,108.234,504.059,29.226,23.284,22.168,162.311
23,7/8/2023 10:44:56 AM,51.936,634.631,108.234,504.564,29.285,23.343,22.138,162.281
24,7/8/2023 10:44:57 AM,53.487,634.329,108.155,504.684,29.388,23.343,22.094,162.400
25,7/8/2023 10:44:58 AM,52.132,633.626,108.169,504.502,29.446,23.520,22.286,162.311
26,7/8/2023 10:44:59 AM,53.674,632.346,108.068,503.506,29.343,23.638,22.286,162.385
27,7/8/2023 10:45:00 AM,54.106,632.599,108.054,503.997,29.505,23.963,22.330,162.356
28,7/8/2023 10:45:01 AM,55.281,633.128,108.047,504.804,29.343,24.126,22.256,162.534
29,7/8/2023 10:45:02 AM,53.993,632.700,108.041,504.378,29.270,24.200,22.390,162.460
30,7/8/2023 10:45:03 AM,57.016,631.054,108.128,502.976,29.417,24.185,22.419,162.608
31,7/8/2023 10:45:04 AM,55.447,630.717,108.186,502.513,30.254,24.023,22.419,162.757
32,7/8/2023 10:45:05 AM,56.376,630.950,107.963,503.068,30.621,23.712,22.168,162.891
33,7/8/2023 10:45:06 AM,54.894,631.428,108.006,503.530,30.930,23.505,22.168,163.025
34,7/8/2023 10:45:07 AM,53.417,631.574,108.056,503.677,31.150,23.550,22.079,163.025
35,7/8/2023 10:45:08 AM,56.376,631.132,108.035,502.941,31.150,23.402,22.035,163.129
36,7/8/2023 10:45:09 AM,56.009,630.014,108.085,501.517,31.194,23.328,22.079,163.173
37,7/8/2023 10:45:10 AM,56.446,625.845,108.033,496.599,31.252,23.432,22.049,163.203
38,7/8/2023 10:45:11 AM,54.567,621.229,108.097,491.493,31.590,23.432,22.035,163.292
39,7/8/2023 10:45:12 AM,54.596,619.291,108.112,489.466,31.458,23.476,21.842,163.411
40,7/8/2023 10:45:13 AM,53.178,615.804,108.076,486.498,31.355,23.535,21.768,163.233
41,7/8/2023 10:45:14 AM,35.810,614.212,108.085,485.144,31.150,23.476,21.739,163.307
42,7/8/2023 10:45:15 AM,17.560,611.244,108.076,482.602,31.179,23.535,21.650,163.366
43,7/8/2023 10:45:16 AM,26.035,608.545,107.766,480.594,31.223,23.505,21.635,163.262
44,7/8/2023 10:45:17 AM,-38.435,607.165,107.992,479.595,31.003,23.550,21.428,163.203
45,7/8/2023 10:45:18 AM,-63.263,604.235,108.165,477.214,31.091,23.638,21.487,162.861
46,7/8/2023 10:45:19 AM,-90.655,602.847,108.180,476.259,30.886,23.609,21.383,162.341
47,7/8/2023 10:45:20 AM,-116.596,600.437,108.107,474.760,30.871,23.668,21.457,162.475
48,7/8/2023 10:45:21 AM,-171.638,598.125,108.136,473.084,30.621,23.698,21.250,162.371
49,7/8/2023 10:45:22 AM,-261.277,596.990,107.804,472.415,30.372,23.742,21.324,162.296
50,7/8/2023 10:45:23 AM,-362.882,594.805,108.093,470.924,30.284,23.875,21.472,162.549
51,7/8/2023 10:45:24 AM,-906.196,593.747,108.186,470.256,29.858,24.141,21.561,162.935
52,7/8/2023 10:45:25 AM,-1510.723,591.786,108.186,469.051,29.726,24.347,21.665,162.891
53,7/8/2023 10:45:26 AM,-3738.668,590.792,108.186,468.466,29.446,24.229,21.694,162.965
54,7/8/2023 10:45:27 AM,-8662.703,588.783,108.250,467.234,29.490,24.229,21.872,163.099
55,7/8/2023 10:45:28 AM,-12411.508,586.507,108.184,465.759,29.417,24.126,21.872,163.233
56,7/8/2023 10:45:29 AM,-26750.547,585.471,108.256,464.905,29.446,24.096,21.931,163.129
57,7/8/2023 10:45:30 AM,-34410.453,583.316,108.155,463.456,29.329,24.052,22.079,163.144
58,7/8/2023 10:45:31 AM,-59244.813,582.225,108.184,462.733,29.388,24.111,22.138,163.054
59,7/8/2023 10:45:32 AM,-77859.563,580.174,108.132,461.190,29.432,24.170,22.242,163.203
60,7/8/2023 10:45:33 AM,-115436.719,578.067,108.225,459.672,29.740,24.200,22.611,163.114
61,7/8/2023 10:45:34 AM,-168334.000,576.962,107.892,458.932,30.386,24.141,23.026,163.277
62,7/8/2023 10:45:35 AM,-195012.063,574.920,108.356,457.584,31.091,24.259,23.173,163.366
63,7/8/2023 10:45:36 AM,-260263.250,573.905,108.304,456.881,31.927,24.333,23.454,163.366
64,7/8/2023 10:45:37 AM,-327691.750,571.947,108.289,455.589,32.308,24.421,23.469,163.530
65,7/8/2023 10:45:38 AM,-397113.375,570.157,108.275,454.200,33.436,24.362,23.558,163.515
66,7/8/2023 10:45:39 AM,-531339.250,569.129,108.252,453.563,34.446,24.229,23.351,163.694
67,7/8/2023 10:45:40 AM,-609187.250,567.303,108.316,452.292,34.709,23.919,23.188,163.694
68,7/8/2023 10:45:41 AM,-745491.250,566.512,108.366,451.766,34.929,23.949,22.996,163.679
69,7/8/2023 10:45:42 AM,-888052.000,564.638,108.294,450.601,34.709,23.831,22.833,163.723
70,7/8/2023 10:45:43 AM,-1012625.500,563.875,108.343,450.078,34.607,23.801,22.567,163.783
71,7/8/2023 10:45:44 AM,-1271401.250,562.134,108.378,448.972,34.534,23.801,22.434,163.738
72,7/8/2023 10:45:45 AM,-1382494.000,560.546,108.283,447.914,34.095,23.904,22.168,163.545
73,7/8/2023 10:45:46 AM,-1693000.500,559.769,108.391,447.345,33.802,23.845,22.168,163.589
74,7/8/2023 10:45:47 AM,-1845679.500,558.126,108.426,446.243,33.802,23.993,22.168,163.619
75,7/8/2023 10:45:48 AM,-2042148.000,557.377,108.432,445.701,33.656,23.963,22.182,163.604
76,7/8/2023 10:45:49 AM,-2393840.500,555.811,108.389,444.704,33.422,24.141,22.064,163.575
77,7/8/2023 10:45:50 AM,-2515620.500,554.217,108.447,443.642,33.260,24.156,22.316,163.485
78,7/8/2023 10:45:51 AM,-2917452.000,553.532,108.418,443.264,33.012,24.082,22.493,163.500
79,7/8/2023 10:45:52 AM,-3072351.000,552.001,108.381,442.328,32.733,24.185,22.582,163.337
80,7/8/2023 10:45:53 AM,-3460097.000,551.386,108.366,441.851,32.308,24.215,22.611,163.396
81,7/8/2023 10:45:54 AM,-3959460.500,549.938,108.445,441.000,32.162,24.436,22.597,163.381
82,7/8/2023 10:45:55 AM,-3988819.500,548.546,108.451,440.085,31.663,24.466,22.567,163.248
83,7/8/2023 10:45:56 AM,-4767067.000,547.881,108.486,439.610,31.384,24.377,22.493,163.158
84,7/8/2023 10:45:57 AM,-4689887.000,546.539,108.486,438.670,30.930,24.421,22.567,163.248
85,7/8/2023 10:45:58 AM,-22.607,545.840,108.443,438.349,30.504,24.288,22.671,163.248
86,7/8/2023 10:45:59 AM,-155.492,544.490,108.463,437.434,30.298,24.185,22.641,163.084
87,7/8/2023 10:46:00 AM,-910.808,543.190,108.507,437.048,30.019,24.274,22.626,163.262
88,7/8/2023 10:46:01 AM,-1816.820,542.589,108.507,436.237,29.931,24.037,22.582,163.099
89,7/8/2023 10:46:02 AM,-1081.409,541.406,108.542,435.483,29.799,24.023,22.656,162.876
90,7/8/2023 10:46:03 AM,31.661,540.805,108.527,434.937,29.681,23.934,22.774,162.816
91,7/8/2023 10:46:04 AM,44.762,539.457,108.536,434.188,29.505,23.978,22.774,162.608
92,7/8/2023 10:46:05 AM,-29.604,538.892,108.486,433.772,29.285,23.978,22.937,162.356
93,7/8/2023 10:46:06 AM,-102.013,537.689,108.515,433.097,29.270,23.904,22.833,162.296
94,7/8/2023 10:46:07 AM,-146.105,536.487,108.558,432.214,29.035,23.890,22.819,162.103
95,7/8/2023 10:46:08 AM,7.759,535.927,108.486,431.862,29.049,23.712,22.671,161.791
96,7/8/2023 10:46:09 AM,43.276,534.781,108.529,431.148,28.991,23.742,22.730,161.598
97,7/8/2023 10:46:10 AM,53.089,534.201,108.581,430.707,28.976,23.505,22.493,161.464
98,7/8/2023 10:46:11 AM,22.406,533.167,108.509,430.002,28.961,23.624,22.449,161.419
99,7/8/2023 10:46:12 AM,53.168,532.138,108.544,429.281,28.947,23.683,22.360,161.315
100,7/8/2023 10:46:13 AM,55.213,531.452,108.529,429.038,28.976,23.771,22.271,161.093
101,7/8/2023 10:46:14 AM,55.990,530.417,108.558,428.211,28.873,23.860,22.330,161.063
102,7/8/2023 10:46:15 AM,57.587,529.886,108.529,427.929,28.564,23.904,22.464,160.959
103,7/8/2023 10:46:16 AM,56.040,528.941,108.550,427.164,28.564,23.845,22.493,160.825
104,7/8/2023 10:46:17 AM,61.207,527.899,108.529,426.543,28.447,23.742,22.464,160.662
105,7/8/2023 10:46:18 AM,59.096,527.410,108.472,426.231,28.388,23.742,22.493,160.469
106,7/8/2023 10:46:19 AM,58.320,526.389,108.558,425.529,28.358,23.816,22.523,160.380
107,7/8/2023 10:46:20 AM,58.355,525.933,108.651,425.168,28.344,23.845,22.523,160.290
108,7/8/2023 10:46:21 AM,57.412,525.043,108.614,424.753,28.314,23.801,22.464,160.127
109,7/8/2023 10:46:22 AM,59.734,524.632,108.536,424.394,28.049,23.742,22.508,160.082
110,7/8/2023 10:46:23 AM,57.400,523.744,108.558,423.855,28.005,23.727,22.508,159.875
111,7/8/2023 10:46:24 AM,55.789,523.044,108.587,423.491,28.152,23.771,22.582,159.934
112,7/8/2023 10:46:25 AM,58.449,522.960,108.544,423.588,28.241,23.786,22.611,159.889
113,7/8/2023 10:46:26 AM,58.443,523.388,108.625,424.553,28.329,23.801,22.597,159.711
114,7/8/2023 10:46:27 AM,59.053,523.660,108.602,424.854,28.373,23.845,22.671,159.652
115,7/8/2023 10:46:28 AM,62.878,524.044,108.608,425.421,28.402,23.860,22.685,159.563
116,7/8/2023 10:46:29 AM,56.132,524.680,108.585,426.453,28.461,23.771,22.656,159.548
117,7/8/2023 10:46:30 AM,63.028,525.813,108.643,427.900,28.432,23.816,22.730,159.459
118,7/8/2023 10:46:31 AM,60.215,531.213,108.629,433.855,28.358,23.801,22.671,159.488
119,7/8/2023 10:46:32 AM,62.231,535.526,108.563,437.833,28.285,23.757,22.759,159.310
120,7/8/2023 10:46:33 AM,61.031,544.075,108.656,444.543,28.196,23.786,22.611,159.325
121,7/8/2023 10:46:34 AM,60.894,550.651,108.647,449.292,28.167,23.801,22.597,159.281
122,7/8/2023 10:46:35 AM,60.024,553.439,108.639,451.120,28.108,23.771,22.582,159.414
123,7/8/2023 10:46:36 AM,57.443,558.253,108.602,453.982,27.696,23.919,22.671,159.459
124,7/8/2023 10:46:37 AM,62.872,560.336,108.660,455.214,27.696,23.904,22.685,159.444
125,7/8/2023 10:46:38 AM,61.523,564.265,108.602,457.166,27.770,23.831,22.656,159.414
126,7/8/2023 10:46:39 AM,65.626,566.013,108.631,458.231,27.799,23.816,22.582,159.518
127,7/8/2023 10:46:40 AM,65.253,569.494,108.631,459.717,27.740,23.698,22.523,159.696
128,7/8/2023 10:46:41 AM,66.070,572.655,108.660,461.130,27.770,23.668,22.567,159.652
129,7/8/2023 10:46:42 AM,63.682,574.185,108.608,461.855,27.755,23.505,23.883,159.860
130,7/8/2023 10:46:43 AM,65.996,577.101,108.629,463.192,27.755,23.284,22.508,160.082
131,7/8/2023 10:46:44 AM,66.576,578.422,108.751,464.219,27.917,23.180,22.345,160.023
132,7/8/2023 10:46:45 AM,59.431,580.674,108.678,465.873,27.946,23.018,22.286,160.231
133,7/8/2023 10:46:46 AM,15.569,582.821,108.656,469.339,27.829,22.870,22.227,159.370
134,7/8/2023 10:46:47 AM,-26.233,583.624,108.691,470.200,27.593,23.343,22.271,160.498
135,7/8/2023 10:46:48 AM,54.127,585.520,108.827,470.764,27.799,23.432,22.242,160.736
136,7/8/2023 10:46:49 AM,62.671,586.505,108.776,472.775,27.784,23.535,22.404,160.929
137,7/8/2023 10:46:50 AM,63.811,588.583,108.753,474.839,27.843,23.579,22.611,161.048
138,7/8/2023 10:46:51 AM,64.118,590.423,108.774,477.326,28.241,23.771,22.478,161.211
139,7/8/2023 10:46:52 AM,65.380,591.053,108.745,478.808,28.417,23.594,22.538,161.494
140,7/8/2023 10:46:53 AM,62.196,592.439,108.832,482.048,28.549,23.535,22.685,161.568
141,7/8/2023 10:46:54 AM,64.878,592.719,108.716,483.518,28.520,23.343,22.641,161.613
142,7/8/2023 10:46:55 AM,64.942,593.733,108.751,486.418,28.520,23.121,22.449,161.642
143,7/8/2023 10:46:56 AM,64.469,594.139,108.736,488.814,28.594,23.136,22.242,161.687
144,7/8/2023 10:46:57 AM,67.450,595.596,108.693,489.956,28.594,23.151,22.227,161.925
145,7/8/2023 10:46:58 AM,66.461,597.137,108.896,490.785,28.020,23.225,22.330,162.088
146,7/8/2023 10:46:59 AM,64.469,598.131,108.765,490.614,28.020,23.594,22.390,162.103
147,7/8/2023 10:47:00 AM,64.497,599.631,108.823,491.353,28.093,23.624,22.464,162.207
148,7/8/2023 10:47:01 AM,60.824,600.275,108.809,491.764,28.432,23.432,22.390,162.311
149,7/8/2023 10:47:02 AM,64.905,601.556,108.714,492.551,28.476,23.239,22.182,162.252
150,7/8/2023 10:47:03 AM,61.124,602.894,108.836,493.435,28.049,23.254,21.961,162.237
151,7/8/2023 10:47:04 AM,61.497,603.454,108.763,493.833,28.005,23.151,21.502,162.296
152,7/8/2023 10:47:05 AM,63.721,604.618,108.807,494.845,28.432,22.899,21.487,162.356
153,7/8/2023 10:47:06 AM,65.628,605.052,108.836,495.643,28.388,22.988,21.235,162.252
154,7/8/2023 10:47:07 AM,64.516,606.292,108.813,496.355,28.417,23.136,21.368,162.252
155,7/8/2023 10:47:08 AM,67.555,607.400,108.784,496.518,28.652,23.077,21.220,162.237
156,7/8/2023 10:47:09 AM,62.809,608.073,108.813,496.992,28.917,22.840,21.146,162.385
157,7/8/2023 10:47:10 AM,62.077,609.082,108.784,497.608,29.138,22.825,20.998,162.400
158,7/8/2023 10:47:11 AM,65.591,609.671,108.799,497.691,29.417,22.959,20.880,162.371
159,7/8/2023 10:47:12 AM,64.022,610.816,108.792,498.023,29.505,23.077,20.909,162.296
160,7/8/2023 10:47:13 AM,63.499,611.258,108.757,498.364,29.681,23.121,21.087,162.237
161,7/8/2023 10:47:14 AM,66.252,612.296,108.830,498.709,29.579,23.653,21.176,162.252
162,7/8/2023 10:47:15 AM,61.218,613.363,108.801,499.344,29.637,23.683,21.309,162.237
163,7/8/2023 10:47:16 AM,60.687,613.826,108.786,499.630,29.358,23.875,21.457,162.192
164,7/8/2023 10:47:17 AM,62.762,614.732,108.809,500.283,29.402,23.816,21.487,162.252
165,7/8/2023 10:47:18 AM,62.389,615.251,108.780,500.550,29.255,23.727,21.620,162.118
166,7/8/2023 10:47:19 AM,63.909,616.163,108.765,501.167,29.182,23.698,21.709,162.222
167,7/8/2023 10:47:20 AM,64.841,617.090,108.765,501.756,29.094,23.668,21.901,162.192
168,7/8/2023 10:47:21 AM,64.210,617.525,108.852,502.009,29.182,23.461,21.872,162.163
169,7/8/2023 10:47:22 AM,64.225,618.395,108.838,502.415,29.094,23.491,21.872,162.177
170,7/8/2023 10:47:23 AM,61.628,618.887,108.881,502.569,29.035,23.505,22.064,162.237
171,7/8/2023 10:47:24 AM,62.977,619.743,108.823,503.004,29.035,23.565,22.375,162.177
172,7/8/2023 10:47:25 AM,68.052,620.670,108.881,503.593,29.049,23.594,22.523,162.207
173,7/8/2023 10:47:26 AM,59.388,620.923,108.838,503.733,28.932,23.668,22.597,162.207
174,7/8/2023 10:47:27 AM,60.178,621.822,108.881,504.140,28.932,23.638,22.685,162.311
175,7/8/2023 10:47:28 AM,65.988,622.215,108.736,504.406,28.829,23.550,22.804,162.267
176,7/8/2023 10:47:29 AM,62.934,623.001,108.794,504.855,28.844,23.609,22.789,162.252
177,7/8/2023 10:47:30 AM,64.182,623.858,108.823,505.065,28.800,23.668,22.878,162.326
178,7/8/2023 10:47:31 AM,64.675,624.244,108.844,505.071,28.888,23.624,22.804,162.326
