Time,TC37 (°C),TC41 (°C),TC36 (°C),TC39 (°C),TC21 (°C),TC30 (°C),TC28 (°C),TC23 (°C)
2023-08-25 10:24:33,-9999.0,120.21,63.312,90.864,2.022,5.772,4.779,31.841
2023-08-25 10:24:34,-9999.0,120.122,63.312,91.654,2.111,5.802,4.779,31.856
2023-08-25 10:24:35,-9999.0,119.621,63.248,92.84,2.007,5.742,4.808,31.797
2023-08-25 10:24:36,-9999.0,119.431,63.22,94.234,2.156,5.742,4.898,31.797
2023-08-25 10:24:37,-9999.0,119.257,63.22,94.277,2.111,5.713,4.898,31.841
2023-08-25 10:24:38,-9999.0,119.148,63.242,94.07,2.022,5.727,4.749,31.724
2023-08-25 10:24:39,-9999.0,119.244,63.265,93.216,2.051,5.713,4.823,31.738
2023-08-25 10:24:40,-9999.0,119.515,63.23,92.247,2.022,5.683,4.734,31.636
2023-08-25 10:24:41,-9999.0,119.456,63.259,93.095,2.111,5.668,4.808,31.724
2023-08-25 10:24:42,-9999.0,119.363,63.195,93.318,2.007,5.668,4.764,31.68
2023-08-25 10:24:43,-9999.0,119.488,63.175,94.706,2.111,5.578,4.749,31.724
2023-08-25 10:24:44,-9999.0,119.531,63.175,95.612,2.066,5.683,4.779,31.606
2023-08-25 10:24:45,-9999.0,119.691,63.132,96.878,2.051,5.623,4.838,31.68
2023-08-25 10:24:46,-9999.0,119.714,63.168,98.081,2.036,5.653,4.838,31.709
2023-08-25 10:24:47,-9999.0,119.592,63.205,98.867,1.977,5.638,4.734,31.694
2023-08-25 10:24:48,-9999.0,119.606,63.162,99.746,1.932,5.757,4.734,31.665
2023-08-25 10:24:49,-9999.0,119.519,63.162,99.991,1.977,5.757,4.823,31.621
2023-08-25 10:24:50,-9999.0,119.635,63.22,100.437,2.007,5.653,4.794,31.577
2023-08-25 10:24:51,-9999.0,119.548,63.105,100.74,1.932,5.608,4.779,31.636
2023-08-25 10:24:52,-9999.0,119.76,63.127,101.051,1.962,5.638,4.794,31.665
2023-08-25 10:24:53,-9999.0,119.862,63.17,101.412,2.022,5.623,4.823,31.533
2023-08-25 10:24:54,-9999.0,119.979,63.099,101.815,1.962,5.653,4.794,31.577
2023-08-25 10:24:55,-9999.0,119.972,63.121,102.213,1.887,5.698,4.794,31.489
2023-08-25 10:24:56,-9999.0,119.958,63.164,102.3,1.962,5.668,4.764,31.562
2023-08-25 10:24:57,-9999.0,119.87,63.093,102.545,2.036,5.623,4.779,31.474
2023-08-25 10:24:58,-9999.0,120.045,63.107,102.92,1.947,5.668,4.823,31.504
2023-08-25 10:24:59,-9999.0,120.039,63.101,102.856,1.887,5.683,4.689,31.518
2023-08-25 10:25:00,-9999.0,120.135,63.095,102.735,1.962,5.653,4.644,31.416
2023-08-25 10:25:01,-9999.0,120.237,63.066,102.619,1.977,5.593,4.704,31.474
2023-08-25 10:25:02,-9999.0,120.316,63.086,102.063,1.962,5.638,4.823,31.474
2023-08-25 10:25:03,-9999.0,119.902,63.052,101.955,2.007,5.593,4.823,31.416
2023-08-25 10:25:04,-9999.0,119.698,63.095,101.465,1.977,5.668,4.823,31.474
2023-08-25 10:25:05,-9999.0,119.471,62.986,101.14,2.007,5.608,4.838,31.445
2023-08-25 10:25:06,-9999.0,119.311,63.072,100.563,1.932,5.713,4.719,31.386
2023-08-25 10:25:07,-9999.0,118.917,62.986,99.425,2.036,5.653,4.659,31.43
2023-08-25 10:25:08,-9999.0,118.801,63.029,99.583,2.022,5.578,4.689,31.401
2023-08-25 10:25:09,-9999.0,118.88,63.078,99.488,1.902,5.698,4.734,31.386
2023-08-25 10:25:10,-9999.0,118.857,63.113,97.435,2.022,5.608,4.764,31.445
2023-08-25 10:25:11,-9999.0,118.741,63.041,97.594,1.992,5.533,4.719,31.372
2023-08-25 10:25:12,-9999.0,118.522,63.027,96.227,1.992,5.668,4.689,31.328
2023-08-25 10:25:13,-9999.0,118.703,63.033,95.312,2.081,5.638,4.764,31.386
2023-08-25 10:25:14,-9999.0,118.863,63.033,95.816,1.917,5.638,4.674,31.342
2023-08-25 10:25:15,-9999.0,118.907,63.105,93.832,2.007,5.563,4.764,31.342
2023-08-25 10:25:16,-9999.0,118.834,62.976,92.869,1.947,5.518,4.883,31.298
2023-08-25 10:25:17,-9999.0,118.383,63.033,91.677,1.932,5.593,4.734,31.328
2023-08-25 10:25:18,-9999.0,118.375,63.068,91.166,1.827,5.623,4.853,31.269
2023-08-25 10:25:19,-9999.0,118.564,63.011,90.534,1.917,5.548,4.764,31.225
2023-08-25 10:25:20,-9999.0,118.687,62.988,90.268,1.872,5.563,4.749,31.152
2023-08-25 10:25:21,-9999.0,118.737,63.009,90.719,2.022,5.578,4.808,31.181
2023-08-25 10:25:22,-9999.0,118.926,63.037,93.175,1.962,5.668,4.704,31.152
2023-08-25 10:25:23,-9999.0,118.772,63.015,93.856,1.962,5.518,4.644,31.137
2023-08-25 10:25:24,-9999.0,118.836,62.978,92.627,1.947,5.563,4.808,31.254
2023-08-25 10:25:25,-9999.0,118.778,62.992,92.44,1.902,5.593,4.823,31.21
2023-08-25 10:25:26,-9999.0,118.755,62.955,92.503,2.007,5.608,4.749,31.166
2023-08-25 10:25:27,-9999.0,118.587,62.918,93.774,2.007,5.653,4.808,31.137
2023-08-25 10:25:28,-9999.0,118.508,63.041,94.357,1.962,5.593,4.853,31.196
2023-08-25 10:25:29,-9999.0,118.406,62.984,95.637,1.947,5.668,4.808,31.064
2023-08-25 10:25:30,-9999.0,118.479,62.998,96.313,2.051,5.668,4.689,31.137
2023-08-25 10:25:31,-9999.0,118.522,62.998,97.004,1.932,5.668,4.779,31.108
2023-08-25 10:25:32,-9999.0,118.668,62.998,96.845,1.962,5.578,4.749,31.078
2023-08-25 10:25:33,-9999.0,118.755,63.027,97.22,1.962,5.548,4.749,31.078
2023-08-25 10:25:34,-9999.0,118.828,62.97,97.666,2.022,5.533,4.883,31.122
2023-08-25 10:25:35,-9999.0,118.741,63.056,97.954,1.992,5.608,4.808,31.078
2023-08-25 10:25:36,-9999.0,118.595,62.97,97.709,1.962,5.503,4.823,31.005
2023-08-25 10:25:37,-9999.0,118.007,62.906,95.645,1.962,5.518,4.764,30.976
2023-08-25 10:25:38,-9999.0,117.89,62.877,95.401,1.902,5.683,4.779,31.034
2023-08-25 10:25:39,-9999.0,117.657,62.92,94.84,1.977,5.518,4.779,31.078
2023-08-25 10:25:40,-9999.0,117.666,62.871,95.136,1.932,5.608,4.749,31.064
2023-08-25 10:25:41,-9999.0,117.805,62.923,95.748,1.977,5.623,4.644,31.034
2023-08-25 10:25:42,-9999.0,117.805,62.951,95.532,1.992,5.518,4.779,30.99
2023-08-25 10:25:43,-9999.0,117.784,62.873,95.238,2.007,5.668,4.838,31.049
2023-08-25 10:25:44,-9999.0,117.996,62.882,94.039,2.051,5.578,4.853,30.946
2023-08-25 10:25:45,-9999.0,117.996,62.896,94.254,1.992,5.593,4.808,30.99
2023-08-25 10:25:46,-9999.0,117.99,62.933,95.154,2.007,5.578,4.794,30.946
2023-08-25 10:25:47,-9999.0,118.034,62.861,96.42,2.007,5.727,4.764,30.99
2023-08-25 10:25:48,-9999.0,118.057,62.941,95.752,2.051,5.608,4.779,30.932
2023-08-25 10:25:49,-9999.0,118.027,62.927,94.271,2.066,5.593,4.823,30.858
2023-08-25 10:25:50,-9999.0,117.969,62.826,94.616,2.036,5.698,4.794,30.932
2023-08-25 10:25:51,-9999.0,117.795,62.898,95.436,2.066,5.668,4.794,30.829
2023-08-25 10:25:52,-9999.0,117.838,62.812,94.673,2.141,5.638,4.838,30.888
2023-08-25 10:25:53,-9999.0,117.803,62.877,95.444,2.081,5.713,4.823,30.829
2023-08-25 10:25:54,-9999.0,117.709,62.785,95.179,2.051,5.698,4.823,30.858
2023-08-25 10:25:55,-9999.0,117.622,62.828,94.345,1.992,5.698,4.749,30.741
2023-08-25 10:25:56,-9999.0,117.418,62.871,93.238,2.141,5.713,4.749,30.799
2023-08-25 10:25:57,-9999.0,117.369,62.765,93.606,2.126,5.683,4.808,30.814
2023-08-25 10:25:58,-9999.0,117.464,62.715,94.606,2.022,5.727,4.823,30.799
2023-08-25 10:25:59,-9999.0,117.333,62.787,94.275,2.171,5.563,4.689,30.858
2023-08-25 10:26:00,-9999.0,117.173,62.672,93.873,2.141,5.683,4.764,30.814
2023-08-25 10:26:01,-9999.0,117.196,62.767,93.521,2.066,5.668,4.704,30.726
2023-08-25 10:26:02,-9999.0,117.219,62.746,93.716,2.141,5.668,4.584,30.785
2023-08-25 10:26:03,-9999.0,117.184,62.697,93.725,2.066,5.533,4.734,30.667
2023-08-25 10:26:04,-9999.0,117.213,62.769,93.868,2.051,5.623,4.689,30.711
2023-08-25 10:26:05,-9999.0,117.184,62.668,93.423,2.051,5.593,4.659,30.682
2023-08-25 10:26:06,-9999.0,116.922,62.769,93.739,2.141,5.518,4.704,30.726
2023-08-25 10:26:07,-9999.0,116.951,62.697,93.423,2.111,5.533,4.599,30.638
2023-08-25 10:26:08,-9999.0,117.053,62.683,94.07,2.022,5.533,4.764,30.638
2023-08-25 10:26:09,-9999.0,117.161,62.689,95.197,2.051,5.533,4.629,30.711
2023-08-25 10:26:10,-9999.0,117.19,62.703,95.24,2.141,5.488,4.704,30.623
2023-08-25 10:26:11,-9999.0,116.783,62.617,95.125,2.126,5.503,4.719,30.594
2023-08-25 10:26:12,-9999.0,116.861,62.709,95.06,2.096,5.563,4.794,30.623
2023-08-25 10:26:13,-9999.0,116.105,62.767,92.904,2.156,5.593,4.689,30.638
2023-08-25 10:26:14,-9999.0,115.051,62.802,91.775,2.141,5.608,4.764,30.711
2023-08-25 10:26:15,-9999.0,114.688,62.629,88.919,2.156,5.578,4.749,30.565
2023-08-25 10:26:16,-9999.0,114.231,62.681,87.406,2.111,5.653,4.704,30.535
2023-08-25 10:26:17,-9999.0,114.383,62.701,87.068,2.156,5.742,4.853,30.535
2023-08-25 10:26:18,-9999.0,114.069,62.679,83.548,2.126,5.772,4.779,30.565
2023-08-25 10:26:19,-9999.0,113.982,62.593,82.832,2.186,5.772,4.838,30.447
2023-08-25 10:26:20,-9999.0,113.576,62.75,81.471,2.066,5.802,4.794,30.653
2023-08-25 10:26:21,-9999.0,113.626,62.67,81.592,2.096,5.787,4.898,30.491
2023-08-25 10:26:22,-9999.0,113.451,62.67,80.517,2.051,5.832,4.853,30.535
2023-08-25 10:26:23,-9999.0,113.356,62.72,79.321,2.276,5.922,4.794,30.55
2023-08-25 10:26:24,-9999.0,113.225,62.734,78.691,2.216,5.877,4.823,30.462
2023-08-25 10:26:25,-9999.0,112.376,62.711,78.625,2.216,5.982,4.734,30.447
2023-08-25 10:26:26,-9999.0,112.295,62.66,79.39,2.216,5.967,4.838,30.506
2023-08-25 10:26:27,-9999.0,112.222,62.746,79.734,2.246,6.026,4.764,30.477
2023-08-25 10:26:28,-9999.0,112.135,62.631,80.536,2.201,5.997,4.734,30.447
2023-08-25 10:26:29,-9999.0,112.005,62.603,81.381,2.216,6.041,4.704,30.447
2023-08-25 10:26:30,-9999.0,111.692,62.623,82.991,2.291,5.997,4.674,30.477
2023-08-25 10:26:31,-9999.0,111.358,62.552,82.662,2.321,6.041,4.794,30.359
2023-08-25 10:26:32,-9999.0,111.336,62.658,83.27,2.246,5.922,4.689,30.388
2023-08-25 10:26:33,-9999.0,111.278,62.615,83.47,2.201,5.967,4.719,30.462
2023-08-25 10:26:34,-9999.0,111.06,62.601,83.972,2.231,5.907,4.704,30.388
2023-08-25 10:26:35,-9999.0,111.031,62.586,84.889,2.186,5.922,4.629,30.418
2023-08-25 10:26:36,-9999.0,111.234,62.658,84.961,2.291,5.877,4.704,30.374
2023-08-25 10:26:37,-9999.0,111.321,62.629,84.302,2.306,5.997,4.779,30.374
2023-08-25 10:26:38,-9999.0,111.495,62.687,83.327,2.231,6.041,4.749,30.3
2023-08-25 10:26:39,-9999.0,111.669,62.543,83.313,2.216,5.937,4.659,30.33
2023-08-25 10:26:40,-9999.0,112.112,62.595,85.055,2.186,5.952,4.629,30.344
2023-08-25 10:26:41,-9999.0,112.228,62.566,86.116,2.051,5.787,4.584,30.242
2023-08-25 10:26:42,-9999.0,112.193,62.574,86.153,2.171,5.952,4.539,30.315
2023-08-25 10:26:43,-9999.0,112.288,62.568,87.035,2.156,5.877,4.599,30.3
2023-08-25 10:26:44,-9999.0,112.288,62.496,86.648,2.156,5.892,4.629,30.271
2023-08-25 10:26:45,-9999.0,112.456,62.519,86.886,2.141,5.832,4.674,30.256
2023-08-25 10:26:46,-9999.0,112.363,62.541,87.453,2.126,5.922,4.539,30.271
2023-08-25 10:26:47,-9999.0,112.183,62.463,87.82,2.081,5.862,4.569,30.242
2023-08-25 10:26:48,-9999.0,112.51,62.457,89.363,2.066,5.802,4.584,30.227
2023-08-25 10:26:49,-9999.0,112.518,62.48,88.138,2.111,5.802,4.584,30.256
2023-08-25 10:26:50,-9999.0,112.788,62.474,87.3,2.066,5.802,4.554,30.198
2023-08-25 10:26:51,-9999.0,112.883,62.467,86.476,2.126,5.742,4.659,30.153
2023-08-25 10:26:52,-9999.0,112.999,62.41,87.207,2.096,5.742,4.539,30.227
2023-08-25 10:26:53,-9999.0,112.962,62.445,88.246,2.126,5.757,4.644,30.227
2023-08-25 10:26:54,-9999.0,112.97,62.41,87.867,2.126,5.772,4.659,30.139
2023-08-25 10:26:55,-9999.0,113.159,62.568,88.054,2.216,5.713,4.554,30.124
2023-08-25 10:26:56,-9999.0,113.188,62.453,87.839,2.141,5.727,4.569,30.065
2023-08-25 10:26:57,-9999.0,113.275,62.467,86.433,2.141,5.727,4.629,30.139
2023-08-25 10:26:58,-9999.0,113.333,62.453,87.25,2.261,5.772,4.629,30.065
2023-08-25 10:26:59,-9999.0,113.397,62.474,88.777,2.231,5.698,4.569,30.021
2023-08-25 10:27:00,-9999.0,113.484,62.373,90.6,2.291,5.742,4.614,30.021
2023-08-25 10:27:01,-9999.0,113.514,62.445,91.174,2.201,5.757,4.584,29.992
2023-08-25 10:27:02,-9999.0,113.594,62.381,92.015,2.186,5.668,4.509,29.977
2023-08-25 10:27:03,-9999.0,113.655,62.355,92.663,2.201,5.698,4.495,29.918
2023-08-25 10:27:04,-9999.0,113.727,62.455,93.54,2.186,5.713,4.584,29.977
2023-08-25 10:27:05,-9999.0,113.858,62.412,94.417,2.216,5.638,4.554,30.007
2023-08-25 10:27:06,-9999.0,113.916,62.355,94.776,2.141,5.683,4.599,29.977
2023-08-25 10:27:07,-9999.0,113.872,62.369,94.647,2.126,5.668,4.644,29.948
2023-08-25 10:27:08,-9999.0,113.872,62.34,94.977,2.186,5.623,4.599,29.889
2023-08-25 10:27:09,-9999.0,113.852,62.363,95.618,2.156,5.638,4.569,29.816
2023-08-25 10:27:10,-9999.0,113.706,62.363,95.949,2.156,5.608,4.569,29.933
2023-08-25 10:27:11,-9999.0,113.721,62.291,96.179,2.156,5.668,4.644,29.845
2023-08-25 10:27:12,-9999.0,113.605,62.377,96.251,2.171,5.713,4.659,29.713
2023-08-25 10:27:13,-9999.0,113.596,62.383,96.2,2.171,5.593,4.644,29.918
2023-08-25 10:27:14,-9999.0,113.684,62.326,96.142,2.171,5.668,4.599,29.86
2023-08-25 10:27:15,-9999.0,113.655,62.34,96.444,2.141,5.593,4.569,29.83
2023-08-25 10:27:16,-9999.0,113.684,62.226,96.344,2.126,5.608,4.465,29.845
2023-08-25 10:27:17,-9999.0,113.495,62.326,96.214,2.081,5.533,4.629,29.801
2023-08-25 10:27:18,-9999.0,113.472,62.332,96.264,2.051,5.668,4.569,29.757
2023-08-25 10:27:19,-9999.0,113.464,62.281,96.27,2.096,5.623,4.554,29.713
2023-08-25 10:27:20,-9999.0,113.165,62.388,95.772,2.126,5.578,4.584,29.889
2023-08-25 10:27:21,-9999.0,113.128,62.322,95.592,2.036,5.638,4.629,29.757
2023-08-25 10:27:22,-9999.0,113.134,62.256,95.785,2.096,5.638,4.569,29.669
2023-08-25 10:27:23,-9999.0,113.169,62.349,95.475,2.081,5.638,4.554,29.757
2023-08-25 10:27:24,-9999.0,113.248,62.297,95.207,2.036,5.563,4.659,29.757
2023-08-25 10:27:25,-9999.0,113.312,62.347,95.473,2.081,5.608,4.599,29.772
2023-08-25 10:27:26,-9999.0,113.42,62.267,95.996,2.022,5.518,4.614,29.713
2023-08-25 10:27:27,-9999.0,113.064,62.373,95.298,1.977,5.653,4.614,29.772
2023-08-25 10:27:28,-9999.0,113.006,62.273,94.751,2.156,5.608,4.584,29.713
2023-08-25 10:27:29,-9999.0,112.962,62.388,91.346,2.036,5.713,4.629,29.669
2023-08-25 10:27:30,-9999.0,112.512,62.345,89.408,2.096,5.653,4.704,29.742
2023-08-25 10:27:31,-9999.0,112.237,62.287,86.669,1.977,5.653,4.659,29.639
2023-08-25 10:27:32,-9999.0,111.265,62.316,83.802,2.007,5.578,4.644,29.669
2023-08-25 10:27:33,-9999.0,110.874,62.172,83.659,2.081,5.757,4.659,29.683
2023-08-25 10:27:34,-9999.0,111.251,62.23,82.441,2.081,5.713,4.629,29.669
2023-08-25 10:27:35,-9999.0,111.338,62.287,83.215,2.081,5.727,4.689,29.625
2023-08-25 10:27:36,-9999.0,111.526,62.273,84.089,2.081,5.683,4.659,29.566
2023-08-25 10:27:37,-9999.0,111.686,62.316,86.353,2.096,5.772,4.599,29.654
2023-08-25 10:27:38,-9999.0,111.686,62.23,86.697,2.066,5.727,4.524,29.61
2023-08-25 10:27:39,-9999.0,111.758,62.273,87.687,2.066,5.742,4.569,29.625
2023-08-25 10:27:40,-9999.0,111.7,62.23,87.228,2.022,5.608,4.539,29.639
2023-08-25 10:27:41,-9999.0,111.81,62.238,87.623,2.111,5.608,4.495,29.522
2023-08-25 10:27:42,-9999.0,111.955,62.137,88.341,2.007,5.653,4.569,29.61
2023-08-25 10:27:43,-9999.0,111.992,62.232,90.386,2.096,5.713,4.465,29.61
2023-08-25 10:27:44,-9999.0,112.015,62.211,91.586,2.066,5.713,4.524,29.507
2023-08-25 10:27:45,-9999.0,111.971,62.154,92.233,2.096,5.593,4.524,29.463
2023-08-25 10:27:46,-9999.0,112.154,62.176,93.117,2.141,5.593,4.554,29.522
2023-08-25 10:27:47,-9999.0,112.183,62.191,92.916,2.066,5.563,4.584,29.522
2023-08-25 10:27:48,-9999.0,112.226,62.162,93.864,2.007,5.608,4.509,29.463
2023-08-25 10:27:49,-9999.0,112.351,62.17,94.678,2.081,5.623,4.509,29.434
2023-08-25 10:27:50,-9999.0,112.272,62.107,94.815,2.007,5.623,4.509,29.478
2023-08-25 10:27:51,-9999.0,112.417,62.107,94.686,2.066,5.683,4.554,29.36
2023-08-25 10:27:52,-9999.0,112.367,62.057,94.881,2.007,5.683,4.614,29.375
2023-08-25 10:27:53,-9999.0,112.382,62.086,95.557,2.051,5.563,4.554,29.419
2023-08-25 10:27:54,-9999.0,112.483,62.072,95.614,2.022,5.578,4.509,29.389
2023-08-25 10:27:55,-9999.0,112.39,62.023,95.493,2.171,5.608,4.539,29.331
2023-08-25 10:27:56,-9999.0,112.114,62.066,95.205,2.051,5.473,4.584,29.434
2023-08-25 10:27:57,-9999.0,111.847,62.074,94.854,2.007,5.563,4.524,29.375
2023-08-25 10:27:58,-9999.0,111.696,62.068,93.051,1.992,5.533,4.435,29.316
2023-08-25 10:27:59,-9999.0,111.29,62.068,92.189,2.036,5.653,4.554,29.345
2023-08-25 10:28:00,-9999.0,111.232,62.025,92.031,1.962,5.608,4.659,29.316
2023-08-25 10:28:01,-9999.0,111.536,62.053,90.868,1.977,5.623,4.539,29.375
2023-08-25 10:28:02,-9999.0,111.493,62.053,91.17,1.947,5.593,4.599,29.375
2023-08-25 10:28:03,-9999.0,111.617,62.019,91.537,1.857,5.593,4.495,29.434
2023-08-25 10:28:04,-9999.0,111.748,62.09,91.968,1.857,5.578,4.569,29.228
2023-08-25 10:28:05,-9999.0,111.669,62.084,92.608,1.932,5.623,4.524,29.213
2023-08-25 10:28:06,-9999.0,111.648,62.064,93.076,1.947,5.608,4.524,29.272
2023-08-25 10:28:07,-9999.0,111.657,62.029,92.754,1.977,5.578,4.495,29.287
2023-08-25 10:28:08,-9999.0,111.81,62.008,93.164,1.932,5.578,4.524,29.228
2023-08-25 10:28:09,-9999.0,111.752,62.008,93.581,1.932,5.563,4.539,29.331
2023-08-25 10:28:10,-9999.0,111.737,61.922,94.53,1.992,5.638,4.539,29.184
2023-08-25 10:28:11,-9999.0,111.868,61.937,95.004,1.932,5.593,4.629,29.125
2023-08-25 10:28:12,-9999.0,111.839,62.023,95.205,1.992,5.623,4.569,29.243
2023-08-25 10:28:13,-9999.0,111.976,61.885,95.24,1.992,5.653,4.554,29.14
2023-08-25 10:28:14,-9999.0,111.86,61.928,94.565,2.036,5.593,4.614,29.257
2023-08-25 10:28:15,-9999.0,111.822,61.978,93.378,1.992,5.638,4.554,29.213
2023-08-25 10:28:16,-9999.0,111.654,61.998,91.445,2.066,5.638,4.539,29.198
2023-08-25 10:28:17,-9999.0,111.704,61.961,91.594,1.977,5.668,4.48,29.14
2023-08-25 10:28:18,-9999.0,111.783,61.939,91.27,2.096,5.668,4.599,29.081
2023-08-25 10:28:19,-9999.0,111.812,61.896,91.931,2.051,5.757,4.569,29.14
2023-08-25 10:28:20,-9999.0,111.768,61.924,92.563,2.036,5.698,4.629,29.066
2023-08-25 10:28:21,-9999.0,111.725,61.982,92.85,2.036,5.593,4.569,29.095
2023-08-25 10:28:22,-9999.0,111.754,61.881,92.807,1.962,5.653,4.539,29.051
2023-08-25 10:28:23,-9999.0,111.71,62.053,91.428,1.992,5.578,4.539,29.037
2023-08-25 10:28:24,-9999.0,111.768,61.982,91.371,2.051,5.698,4.599,29.066
2023-08-25 10:28:25,-9999.0,111.681,61.996,90.71,1.992,5.683,4.554,29.125
2023-08-25 10:28:26,-9999.0,111.551,62.01,90.021,2.022,5.593,4.539,29.037
2023-08-25 10:28:27,-9999.0,111.377,61.953,89.993,2.126,5.653,4.554,28.978
2023-08-25 10:28:28,-9999.0,111.101,61.996,89.246,2.111,5.578,4.584,28.978
2023-08-25 10:28:29,-9999.0,111.087,61.896,88.371,2.007,5.668,4.599,28.963
2023-08-25 10:28:30,-9999.0,110.696,61.867,86.55,2.111,5.668,4.614,28.934
2023-08-25 10:28:31,-9999.0,110.391,61.967,85.976,2.096,5.608,4.644,28.934
2023-08-25 10:28:32,-9999.0,110.261,61.838,84.17,2.126,5.638,4.554,28.978
2023-08-25 10:28:33,-9999.0,109.659,61.902,83.388,2.156,5.638,4.554,28.963
2023-08-25 10:28:34,-9999.0,109.34,61.83,80.982,2.111,5.668,4.48,28.993
2023-08-25 10:28:35,-9999.0,108.97,61.865,81.332,2.081,5.638,4.375,28.993
2023-08-25 10:28:36,-9999.0,108.904,61.814,82.226,2.126,5.638,4.345,29.051
2023-08-25 10:28:37,-9999.0,109.098,61.906,83.479,2.051,5.518,4.42,28.963
2023-08-25 10:28:38,-9999.0,109.379,61.84,85.505,1.992,5.593,4.495,28.919
2023-08-25 10:28:39,-9999.0,109.553,61.912,86.38,2.022,5.563,4.539,29.022
2023-08-25 10:28:40,-9999.0,109.588,61.889,86.028,2.022,5.638,4.524,28.948
2023-08-25 10:28:41,-9999.0,109.58,61.853,85.761,2.051,5.623,4.539,28.904
2023-08-25 10:28:42,-9999.0,109.421,61.924,85.045,1.917,5.593,4.584,28.831
2023-08-25 10:28:43,-9999.0,109.27,61.846,82.001,1.887,5.653,4.524,28.816
2023-08-25 10:28:44,-9999.0,109.226,61.861,82.345,2.007,5.638,4.495,28.875
2023-08-25 10:28:45,-9999.0,109.075,61.883,82.553,2.036,5.727,4.569,28.86
2023-08-25 10:28:46,-9999.0,109.113,61.877,82.805,2.007,5.698,4.644,28.831
2023-08-25 10:28:47,-9999.0,109.179,61.857,83.931,2.036,5.668,4.539,28.831
2023-08-25 10:28:48,-9999.0,109.187,61.85,83.595,1.947,5.683,4.48,28.831
2023-08-25 10:28:49,-9999.0,109.245,61.85,85.272,1.932,5.683,4.524,28.787
2023-08-25 10:28:50,-9999.0,109.355,61.945,86.026,1.947,5.713,4.539,28.787
2023-08-25 10:28:51,-9999.0,109.574,61.803,86.013,1.932,5.698,4.614,28.816
2023-08-25 10:28:52,-9999.0,109.313,61.76,84.508,1.977,5.713,4.599,28.801
2023-08-25 10:28:53,-9999.0,108.931,61.855,83.413,1.977,5.727,4.465,28.728
2023-08-25 10:28:54,-9999.0,108.012,61.69,80.657,2.022,5.713,4.569,28.728
2023-08-25 10:28:55,-9999.0,108.252,61.727,79.634,2.066,5.727,4.509,28.801
2023-08-25 10:28:56,-9999.0,108.281,61.785,80.278,2.081,5.638,4.554,28.801
2023-08-25 10:28:57,-9999.0,108.478,61.779,82.736,1.962,5.608,4.509,28.743
2023-08-25 10:28:58,-9999.0,108.405,61.721,82.578,1.947,5.802,4.509,28.64
2023-08-25 10:28:59,-9999.0,108.515,61.686,82.987,2.007,5.698,4.465,28.698
2023-08-25 10:29:00,-9999.0,108.515,61.758,83.302,2.036,5.668,4.554,28.64
2023-08-25 10:29:01,-9999.0,108.579,61.707,84.011,2.081,5.683,4.509,28.684
2023-08-25 10:29:02,-9999.0,108.341,61.83,83.732,2.022,5.698,4.569,28.713
2023-08-25 10:29:03,-9999.0,108.333,61.693,83.567,2.036,5.727,4.524,28.625
2023-08-25 10:29:04,-9999.0,108.434,61.707,82.191,2.022,5.683,4.554,28.625
2023-08-25 10:29:05,-9999.0,108.478,61.75,82.965,1.977,5.698,4.509,28.61
2023-08-25 10:29:06,-9999.0,108.587,61.715,83.689,2.036,5.668,4.42,28.625
2023-08-25 10:29:07,-9999.0,108.645,61.643,85.309,2.051,5.698,4.42,28.61
2023-08-25 10:29:08,-9999.0,108.856,61.623,85.69,2.022,5.608,4.42,28.566
2023-08-25 10:29:09,-9999.0,108.943,61.666,87.009,2.007,5.638,4.539,28.581
2023-08-25 10:29:10,-9999.0,109.154,61.617,87.849,1.977,5.608,4.509,28.581
2023-08-25 10:29:11,-9999.0,109.061,61.553,89.263,2.096,5.638,4.48,28.551
2023-08-25 10:29:12,-9999.0,109.177,61.668,90.239,1.962,5.563,4.39,28.551
2023-08-25 10:29:13,-9999.0,109.257,61.619,90.52,2.022,5.608,4.569,28.551
2023-08-25 10:29:14,-9999.0,109.228,61.518,91.238,1.962,5.548,4.48,28.507
2023-08-25 10:29:15,-9999.0,109.307,61.668,91.66,1.962,5.548,4.465,28.478
2023-08-25 10:29:16,-9999.0,109.487,61.66,92.083,1.902,5.668,4.524,28.419
2023-08-25 10:29:17,-9999.0,109.479,61.637,92.52,1.962,5.578,4.36,28.448
2023-08-25 10:29:18,-9999.0,109.47,61.643,92.196,2.022,5.593,4.45,28.551
2023-08-25 10:29:19,-9999.0,109.39,61.606,91.599,1.917,5.608,4.509,28.463
2023-08-25 10:29:20,-9999.0,109.425,61.67,91.274,1.977,5.638,4.569,28.478
2023-08-25 10:29:21,-9999.0,109.59,61.504,91.166,1.932,5.638,4.524,28.463
2023-08-25 10:29:22,-9999.0,109.597,61.596,91.732,2.007,5.638,4.524,28.448
2023-08-25 10:29:23,-9999.0,109.588,61.688,92.011,1.857,5.683,4.569,28.36
2023-08-25 10:29:24,-9999.0,109.725,61.609,92.462,1.902,5.668,4.599,28.39
2023-08-25 10:29:25,-9999.0,109.609,61.594,92.319,1.902,5.698,4.584,28.36
2023-08-25 10:29:26,-9999.0,109.545,61.66,91.58,1.857,5.683,4.554,28.404
2023-08-25 10:29:27,-9999.0,109.458,61.602,91.437,1.962,5.683,4.465,28.345
2023-08-25 10:29:28,-9999.0,109.473,61.559,91.638,1.887,5.698,4.45,28.375
