Device: DAQ 2
Serial Number: 2109C4B
Channel Count: 8
Sample Count: 11311
Start Time: 7/6/2023 1:08:25 PM
Scan Rate: 1
Sample,Date/Time,TC26 (°C),TC32 (°C),TC29 (°C),TC35 (°C),TC44 (°C),TC34 (°C),TC42 (°C),TC33 (°C)
0,7/6/2023 1:08:25 PM,237.769,386.861,113.536,370.583,454.928,302.815,391.882,42.268
1,7/6/2023 1:08:26 PM,237.828,386.932,114.320,370.638,454.983,302.772,392.122,42.093
2,7/6/2023 1:08:27 PM,237.858,387.031,114.537,370.724,455.080,302.887,392.362,41.701
3,7/6/2023 1:08:28 PM,237.689,387.053,114.865,370.846,454.970,303.002,392.517,41.599
4,7/6/2023 1:08:29 PM,237.748,387.109,114.386,370.761,455.166,303.131,392.732,41.599
5,7/6/2023 1:08:30 PM,237.837,387.180,114.546,370.803,455.266,303.030,392.773,41.483
6,7/6/2023 1:08:31 PM,237.933,387.161,114.656,370.826,455.390,303.030,393.224,41.439
7,7/6/2023 1:08:32 PM,237.904,387.175,114.961,370.896,455.402,303.088,393.367,41.425
8,7/6/2023 1:08:33 PM,237.978,387.259,115.193,370.882,455.376,303.404,393.746,41.439
9,7/6/2023 1:08:34 PM,238.192,387.282,115.535,370.847,455.362,303.447,394.017,41.556
10,7/6/2023 1:08:35 PM,238.060,387.411,115.535,371.004,455.307,303.490,394.059,41.730
11,7/6/2023 1:08:36 PM,237.927,387.579,115.172,371.060,455.281,303.619,394.129,41.788
12,7/6/2023 1:08:37 PM,238.045,387.635,114.896,371.089,455.251,303.418,394.240,42.180
13,7/6/2023 1:08:38 PM,238.257,387.655,114.917,371.195,455.166,303.275,394.115,42.311
14,7/6/2023 1:08:39 PM,238.375,387.768,115.120,371.307,455.125,303.490,393.943,42.587
15,7/6/2023 1:08:40 PM,238.346,387.699,115.237,371.421,455.199,303.611,393.951,42.898
16,7/6/2023 1:08:41 PM,238.573,387.731,115.315,371.428,455.144,303.654,393.670,42.956
17,7/6/2023 1:08:42 PM,238.823,387.986,116.013,371.612,455.169,303.654,393.629,43.116
18,7/6/2023 1:08:43 PM,238.882,388.001,116.522,371.880,455.105,303.927,393.357,43.014
19,7/6/2023 1:08:44 PM,238.830,388.275,116.790,371.873,455.045,303.970,393.228,42.768
20,7/6/2023 1:08:45 PM,238.962,388.403,117.284,371.887,455.030,304.070,393.159,42.637
21,7/6/2023 1:08:46 PM,238.830,388.374,117.226,371.957,454.954,304.191,392.871,42.687
22,7/6/2023 1:08:47 PM,238.903,388.417,117.081,372.269,454.885,304.206,392.871,42.614
23,7/6/2023 1:08:48 PM,239.006,388.417,116.979,372.256,454.729,304.234,392.560,42.600
24,7/6/2023 1:08:49 PM,238.962,388.602,116.862,372.496,454.602,304.119,392.306,42.788
25,7/6/2023 1:08:50 PM,238.947,388.884,115.903,372.724,454.188,304.085,391.748,43.000
26,7/6/2023 1:08:51 PM,238.903,388.856,115.162,372.779,453.966,304.142,391.352,43.029
27,7/6/2023 1:08:52 PM,238.956,388.876,114.880,372.617,453.952,303.955,391.326,43.203
28,7/6/2023 1:08:53 PM,239.029,388.836,114.488,372.419,454.170,303.760,391.358,43.340
29,7/6/2023 1:08:54 PM,239.191,388.876,114.488,372.065,454.170,303.531,391.201,43.630
30,7/6/2023 1:08:55 PM,239.177,389.090,113.834,371.951,454.323,303.416,391.302,43.688
31,7/6/2023 1:08:56 PM,239.250,389.019,113.500,371.724,454.400,303.094,391.352,43.696
32,7/6/2023 1:08:57 PM,239.235,389.358,113.167,371.541,454.485,302.850,391.451,43.377
33,7/6/2023 1:08:58 PM,239.412,389.287,112.905,371.413,454.512,302.778,391.394,43.261
34,7/6/2023 1:08:59 PM,239.574,389.188,112.891,371.243,454.615,302.663,391.381,42.956
35,7/6/2023 1:09:00 PM,239.692,389.216,113.471,371.329,454.512,302.606,391.209,42.956
36,7/6/2023 1:09:01 PM,239.582,389.408,113.857,371.181,454.630,302.391,391.336,42.724
37,7/6/2023 1:09:02 PM,239.706,389.614,113.689,371.186,454.812,302.204,391.365,42.434
38,7/6/2023 1:09:03 PM,239.839,389.599,113.979,371.116,454.860,302.212,391.402,42.137
39,7/6/2023 1:09:04 PM,239.942,389.895,114.299,370.974,454.901,302.155,391.499,41.992
40,7/6/2023 1:09:05 PM,240.295,390.022,115.519,371.016,454.941,302.069,391.499,41.832
41,7/6/2023 1:09:06 PM,240.516,390.234,115.897,371.001,454.998,301.882,391.613,41.367
42,7/6/2023 1:09:07 PM,240.627,390.397,117.083,370.868,455.024,301.824,391.600,41.032
43,7/6/2023 1:09:08 PM,240.686,390.724,118.014,370.910,454.941,301.609,391.499,40.887
44,7/6/2023 1:09:09 PM,240.818,390.823,118.654,370.910,454.970,301.523,391.543,40.625
45,7/6/2023 1:09:10 PM,240.974,390.985,119.609,370.847,454.901,301.466,391.515,40.567
46,7/6/2023 1:09:11 PM,240.862,391.217,119.732,370.784,454.928,301.394,391.557,40.611
47,7/6/2023 1:09:12 PM,240.642,391.147,119.644,370.797,454.912,301.437,391.557,40.567
48,7/6/2023 1:09:13 PM,240.716,391.176,119.761,370.784,455.065,301.308,391.755,40.276
49,7/6/2023 1:09:14 PM,240.848,391.147,119.834,370.670,455.166,301.322,391.742,40.029
50,7/6/2023 1:09:15 PM,240.921,391.317,120.314,370.726,455.113,301.215,391.905,39.891
51,7/6/2023 1:09:16 PM,240.965,391.360,120.241,370.628,455.132,300.985,391.706,39.702
52,7/6/2023 1:09:17 PM,241.134,391.493,120.583,370.605,455.103,301.029,391.706,39.484
53,7/6/2023 1:09:18 PM,241.083,391.500,120.664,370.556,455.132,300.913,391.735,39.426
54,7/6/2023 1:09:19 PM,241.098,391.487,120.620,370.556,455.088,300.841,391.792,39.251
55,7/6/2023 1:09:20 PM,241.045,391.463,120.437,370.591,455.077,300.813,391.819,39.236
56,7/6/2023 1:09:21 PM,241.039,391.401,120.023,370.513,455.113,300.727,391.808,39.236
57,7/6/2023 1:09:22 PM,241.201,391.317,119.455,370.542,454.892,300.727,391.762,39.251
58,7/6/2023 1:09:23 PM,241.421,391.443,119.557,370.443,454.977,300.784,391.808,39.178
59,7/6/2023 1:09:24 PM,241.415,391.382,119.813,370.493,454.923,300.841,391.961,39.396
60,7/6/2023 1:09:25 PM,241.371,391.355,119.623,370.478,454.954,301.049,392.065,39.563
61,7/6/2023 1:09:26 PM,241.503,391.355,119.434,370.508,454.941,301.049,392.095,39.985
62,7/6/2023 1:09:27 PM,241.497,391.362,119.297,370.515,454.954,301.106,392.053,40.029
63,7/6/2023 1:09:28 PM,241.356,391.608,119.099,370.493,454.954,301.236,392.151,40.305
64,7/6/2023 1:09:29 PM,241.489,391.621,118.153,370.536,454.941,301.250,392.322,40.436
65,7/6/2023 1:09:30 PM,241.356,391.948,117.251,370.621,454.941,301.178,392.378,40.349
66,7/6/2023 1:09:31 PM,241.671,391.953,117.068,370.598,454.983,301.264,392.322,40.160
67,7/6/2023 1:09:32 PM,241.921,391.981,117.475,370.670,454.847,301.336,392.390,40.160
68,7/6/2023 1:09:33 PM,241.877,392.010,117.359,370.726,454.786,301.408,392.433,40.392
69,7/6/2023 1:09:34 PM,242.001,392.031,117.569,370.761,454.772,301.466,392.433,40.305
70,7/6/2023 1:09:35 PM,242.148,392.241,117.816,370.817,454.786,301.609,392.448,40.436
71,7/6/2023 1:09:36 PM,242.251,392.383,118.471,370.945,454.590,301.681,392.433,40.509
72,7/6/2023 1:09:37 PM,242.375,392.502,119.132,371.051,454.601,301.810,392.362,40.523
73,7/6/2023 1:09:38 PM,242.478,392.729,119.540,371.122,454.575,301.710,392.167,40.727
74,7/6/2023 1:09:39 PM,243.045,392.581,121.574,371.073,454.639,301.845,391.975,40.675
75,7/6/2023 1:09:40 PM,243.133,392.778,122.187,371.186,454.586,301.859,391.916,40.820
76,7/6/2023 1:09:41 PM,243.089,392.978,123.018,371.172,454.724,301.831,392.003,41.184
77,7/6/2023 1:09:42 PM,242.883,393.033,123.179,371.285,454.630,301.946,392.072,41.344
78,7/6/2023 1:09:43 PM,242.780,393.089,123.018,371.329,454.554,301.816,392.031,41.489
79,7/6/2023 1:09:44 PM,242.780,393.089,122.916,371.271,454.573,301.788,392.272,41.475
80,7/6/2023 1:09:45 PM,242.766,393.019,122.697,371.399,454.573,301.730,392.257,41.823
81,7/6/2023 1:09:46 PM,242.692,392.978,121.910,371.484,454.527,301.759,392.455,41.896
82,7/6/2023 1:09:47 PM,242.604,393.202,120.976,371.526,454.586,301.888,392.723,42.245
83,7/6/2023 1:09:48 PM,242.575,393.555,120.087,371.554,454.527,302.233,392.735,42.739
84,7/6/2023 1:09:49 PM,242.699,393.689,118.506,371.617,454.495,302.327,392.773,42.921
85,7/6/2023 1:09:50 PM,242.743,393.478,117.895,371.788,454.495,302.485,392.944,43.168
86,7/6/2023 1:09:51 PM,242.751,393.470,117.278,371.682,454.730,302.657,393.140,43.342
87,7/6/2023 1:09:52 PM,242.824,393.669,116.842,371.852,454.620,302.916,393.224,43.400
88,7/6/2023 1:09:53 PM,242.986,393.669,115.969,371.867,454.535,303.073,393.209,43.429
89,7/6/2023 1:09:54 PM,243.324,393.598,117.249,371.910,454.620,303.045,393.253,43.385
90,7/6/2023 1:09:55 PM,243.456,393.754,117.773,371.937,454.561,303.016,393.253,43.298
91,7/6/2023 1:09:56 PM,243.412,393.766,118.195,372.051,454.693,303.059,393.197,43.313
92,7/6/2023 1:09:57 PM,243.309,393.669,118.238,372.065,454.730,303.145,393.281,43.052
93,7/6/2023 1:09:58 PM,243.427,393.669,118.689,372.206,454.786,303.304,393.209,42.921
